"","tissue","which.one","scorecutoff","module","gene","pvalue"
"1","cogdxad","rosmap","1","yellow","ACBD6","0.00255"
"2","cogdxad","rosmap","1","yellow","ADC","0.04936"
"3","cogdxad","rosmap","1","yellow","AKR1A1","0.0314"
"4","cogdxad","rosmap","1","yellow","B3GALT6","0.02277"
"5","cogdxad","rosmap","1","yellow","C1orf85","0.04758"
"6","cogdxad","rosmap","1","yellow","C1orf86","0.00868"
"7","cogdxad","rosmap","1","yellow","MEGF6","0.01288"
"8","cogdxad","rosmap","1","yellow","MORN1","0.01008"
"9","cogdxad","rosmap","1","yellow","NENF","0.0497"
"10","cogdxad","rosmap","1","yellow","PEX10","0.02336"
"11","cogdxad","rosmap","1","yellow","PMF1","0.000841"
"12","cogdxad","rosmap","1","yellow","PSEN2","0.00786"
"13","cogdxad","rosmap","1","yellow","RNPEP","0.00633"
"14","cogdxad","rosmap","1","yellow","S100A2","0.04877"
"15","cogdxad","rosmap","1","yellow","SLC45A1","0.02683"
"16","cogdxad","rosmap","1","yellow","ANKRD39","0.02165"
"17","cogdxad","rosmap","1","yellow","CHCHD5","0.04984"
"18","cogdxad","rosmap","1","yellow","DIS3L2","0.02388"
"19","cogdxad","rosmap","1","yellow","NOSTRIN","0.03405"
"20","cogdxad","rosmap","1","yellow","PDK1","0.01363"
"21","cogdxad","rosmap","1","yellow","PROC","0.04491"
"22","cogdxad","rosmap","1","yellow","PSD4","0.00761"
"23","cogdxad","rosmap","1","yellow","RAB17","0.01827"
"24","cogdxad","rosmap","1","yellow","SFXN5","0.04975"
"25","cogdxad","rosmap","1","yellow","SNTG2","0.01669"
"26","cogdxad","rosmap","1","yellow","THNSL2","0.03944"
"27","cogdxad","rosmap","1","yellow","TMEM18","0.04962"
"28","cogdxad","rosmap","1","yellow","ZFAND2B","0.05024"
"29","cogdxad","rosmap","1","yellow","B4GALT4","0.03706"
"30","cogdxad","rosmap","1","yellow","CCDC71","0.05087"
"31","cogdxad","rosmap","1","yellow","CHCHD6","0.03254"
"32","cogdxad","rosmap","1","yellow","CYB561D2","9.00000000000001e-05"
"33","cogdxad","rosmap","1","yellow","GHRL","0.0133"
"34","cogdxad","rosmap","1","yellow","GLYCTK","0.04972"
"35","cogdxad","rosmap","1","yellow","HRASLS","0.02271"
"36","cogdxad","rosmap","1","yellow","IL17RC","0.04969"
"37","cogdxad","rosmap","1","yellow","IL17RE","0.05082"
"38","cogdxad","rosmap","1","yellow","MAPKAPK3","1e-06"
"39","cogdxad","rosmap","1","yellow","MAPKAPK3","5e-06"
"40","cogdxad","rosmap","1","yellow","NAT6","0.04969"
"41","cogdxad","rosmap","1","yellow","RAD54L2","0.04914"
"42","cogdxad","rosmap","1","yellow","TREX1","0.01146"
"43","cogdxad","rosmap","1","yellow","ALB","0.04179"
"44","cogdxad","rosmap","1","yellow","CCDC96","0.03194"
"45","cogdxad","rosmap","1","yellow","GRK4","0.01981"
"46","cogdxad","rosmap","1","yellow","MFSD7","0.00512"
"47","cogdxad","rosmap","1","yellow","MYL5","0.02434"
"48","cogdxad","rosmap","1","yellow","DAP","0.00426"
"49","cogdxad","rosmap","1","yellow","SIL1","0.05038"
"50","cogdxad","rosmap","1","yellow","HLA-DOB","0.00403"
"51","cogdxad","rosmap","1","yellow","NHLRC1","0.02165"
"52","cogdxad","rosmap","1","yellow","TREML1","0.03158"
"53","cogdxad","rosmap","1","yellow","ARF5","0.02527"
"54","cogdxad","rosmap","1","yellow","C7orf50","0.05032"
"55","cogdxad","rosmap","1","yellow","DNAJC30","0.04612"
"56","cogdxad","rosmap","1","yellow","GATS","0.04962"
"57","cogdxad","rosmap","1","yellow","MAD1L1","0.02136"
"58","cogdxad","rosmap","1","yellow","MOSPD3","0.04831"
"59","cogdxad","rosmap","1","yellow","SNX8","0.02326"
"60","cogdxad","rosmap","1","yellow","STK31","0.0266"
"61","cogdxad","rosmap","1","yellow","CTHRC1","0.03929"
"62","cogdxad","rosmap","1","yellow","PEBP4","0.000207"
"63","cogdxad","rosmap","1","yellow","TSNARE1","0.02397"
"64","cogdxad","rosmap","1","yellow","ZNF517","0.04878"
"65","cogdxad","rosmap","1","yellow","ZNF707","0.02683"
"66","cogdxad","rosmap","1","yellow","BAAT","0.02127"
"67","cogdxad","rosmap","1","yellow","C9orf43","0.0049"
"68","cogdxad","rosmap","1","yellow","C9orf50","0.03144"
"69","cogdxad","rosmap","1","yellow","EGFL7","0.03869"
"70","cogdxad","rosmap","1","yellow","PTGES2","0.03414"
"71","cogdxad","rosmap","1","yellow","SH3GLB2","0.02127"
"72","cogdxad","rosmap","1","yellow","SURF2","0.02871"
"73","cogdxad","rosmap","1","yellow","XPA","0.03538"
"74","cogdxad","rosmap","1","yellow","C10orf107","0.01517"
"75","cogdxad","rosmap","1","yellow","C10orf32","0.000544"
"76","cogdxad","rosmap","1","yellow","CCDC147","0.0331"
"77","cogdxad","rosmap","1","yellow","COMTD1","0.04037"
"78","cogdxad","rosmap","1","yellow","DDX50","0.04932"
"79","cogdxad","rosmap","1","yellow","DNAJB12","0.04357"
"80","cogdxad","rosmap","1","yellow","FAM24B","0.01622"
"81","cogdxad","rosmap","1","yellow","MGMT","0.00834"
"82","cogdxad","rosmap","1","yellow","SFTPD","0.04781"
"83","cogdxad","rosmap","1","yellow","ALKBH3","0.05062"
"84","cogdxad","rosmap","1","yellow","BUD13","0.02325"
"85","cogdxad","rosmap","1","yellow","CD248","0.017"
"86","cogdxad","rosmap","1","yellow","COMMD9","0.01717"
"87","cogdxad","rosmap","1","yellow","EFEMP2","0.04916"
"88","cogdxad","rosmap","1","yellow","EML3","0.03856"
"89","cogdxad","rosmap","1","yellow","FIBP","0.0489"
"90","cogdxad","rosmap","1","yellow","HRASLS5","0.04992"
"91","cogdxad","rosmap","1","yellow","NLRX1","0.03266"
"92","cogdxad","rosmap","1","yellow","PEX16","0.04137"
"93","cogdxad","rosmap","1","yellow","RNF121","0.0503"
"94","cogdxad","rosmap","1","yellow","SLC22A6","0.0188"
"95","cogdxad","rosmap","1","yellow","TIRAP","0.05003"
"96","cogdxad","rosmap","1","yellow","TMEM86A","0.05"
"97","cogdxad","rosmap","1","yellow","TRIM29","0.03429"
"98","cogdxad","rosmap","1","yellow","USH1C","0.0252"
"99","cogdxad","rosmap","1","yellow","CCDC77","0.04004"
"100","cogdxad","rosmap","1","yellow","CD163L1","0.04846"
"101","cogdxad","rosmap","1","yellow","H2AFJ","0.02488"
"102","cogdxad","rosmap","1","yellow","LPCAT3","0.03907"
"103","cogdxad","rosmap","1","yellow","MVK","0.01744"
"104","cogdxad","rosmap","1","yellow","NOC4L","0.02794"
"105","cogdxad","rosmap","1","yellow","P2RX4","0.03011"
"106","cogdxad","rosmap","1","yellow","PHB2","0.04963"
"107","cogdxad","rosmap","1","yellow","PRKAB1","0.04936"
"108","cogdxad","rosmap","1","yellow","PSMD9","0.04524"
"109","cogdxad","rosmap","1","yellow","SLC6A13","0.02165"
"110","cogdxad","rosmap","1","yellow","SPSB2","0.0503"
"111","cogdxad","rosmap","1","yellow","DHRS12","0.04954"
"112","cogdxad","rosmap","1","yellow","IFT88","0.02807"
"113","cogdxad","rosmap","1","yellow","MIPEP","0.0184"
"114","cogdxad","rosmap","1","yellow","ACOT1","0.05014"
"115","cogdxad","rosmap","1","yellow","ACOT2","0.05049"
"116","cogdxad","rosmap","1","yellow","ADSSL1","0.03018"
"117","cogdxad","rosmap","1","yellow","C14orf79","0.05035"
"118","cogdxad","rosmap","1","yellow","C14orf80","0.05033"
"119","cogdxad","rosmap","1","yellow","DEGS2","0.0121"
"120","cogdxad","rosmap","1","yellow","DHRS2","0.0038"
"121","cogdxad","rosmap","1","yellow","GSTZ1","0.03866"
"122","cogdxad","rosmap","1","yellow","TINF2","0.03821"
"123","cogdxad","rosmap","1","yellow","ALDH1A2","0.05119"
"124","cogdxad","rosmap","1","yellow","DNAJC17","0.04835"
"125","cogdxad","rosmap","1","yellow","PSTPIP1","0.04892"
"126","cogdxad","rosmap","1","yellow","BCKDK","1e-06"
"127","cogdxad","rosmap","1","yellow","BCL7C","1.8e-05"
"128","cogdxad","rosmap","1","yellow","CDT1","0.04995"
"129","cogdxad","rosmap","1","yellow","DECR2","0.04906"
"130","cogdxad","rosmap","1","yellow","DUS2L","0.02541"
"131","cogdxad","rosmap","1","yellow","FUS","0.000113"
"132","cogdxad","rosmap","1","yellow","HBZ","0.05091"
"133","cogdxad","rosmap","1","yellow","ITFG3","0.02246"
"134","cogdxad","rosmap","1","yellow","KLHDC4","0.00413"
"135","cogdxad","rosmap","1","yellow","LRRC29","0.02198"
"136","cogdxad","rosmap","1","yellow","METRN","0.03064"
"137","cogdxad","rosmap","1","yellow","PMM2","0.00836"
"138","cogdxad","rosmap","1","yellow","PRSS27","0.02386"
"139","cogdxad","rosmap","1","yellow","PSKH1","0.0437"
"140","cogdxad","rosmap","1","yellow","PSMB10","0.04465"
"141","cogdxad","rosmap","1","yellow","SEPT1","0.04161"
"142","cogdxad","rosmap","1","yellow","SNX29","0.01204"
"143","cogdxad","rosmap","1","yellow","SPNS1","0.04553"
"144","cogdxad","rosmap","1","yellow","TBL3","0.01206"
"145","cogdxad","rosmap","1","yellow","TELO2","0.05055"
"146","cogdxad","rosmap","1","yellow","WWP2","0.03538"
"147","cogdxad","rosmap","1","yellow","ZNF629","0.00022"
"148","cogdxad","rosmap","1","yellow","ABCA10","0.04923"
"149","cogdxad","rosmap","1","yellow","C17orf70","0.02582"
"150","cogdxad","rosmap","1","yellow","COPZ2","0.01809"
"151","cogdxad","rosmap","1","yellow","DHRS7B","0.025"
"152","cogdxad","rosmap","1","yellow","DHRS7C","0.04916"
"153","cogdxad","rosmap","1","yellow","FAM104A","0.04414"
"154","cogdxad","rosmap","1","yellow","G6PC3","0.0433"
"155","cogdxad","rosmap","1","yellow","GPRC5C","0.04986"
"156","cogdxad","rosmap","1","yellow","GPS1","0.01851"
"157","cogdxad","rosmap","1","yellow","NEK8","0.0499"
"158","cogdxad","rosmap","1","yellow","NT5C","0.02402"
"159","cogdxad","rosmap","1","yellow","NT5M","0.04875"
"160","cogdxad","rosmap","1","yellow","PLSCR3","0.000653"
"161","cogdxad","rosmap","1","yellow","SGSH","0.02431"
"162","cogdxad","rosmap","1","yellow","SHBG","0.001502"
"163","cogdxad","rosmap","1","yellow","SREBF1","3.7e-05"
"164","cogdxad","rosmap","1","yellow","TAX1BP3","0.00184"
"165","cogdxad","rosmap","1","yellow","TEKT3","0.03681"
"166","cogdxad","rosmap","1","yellow","TMEM104","0.04412"
"167","cogdxad","rosmap","1","yellow","ZMYND15","0.0492"
"168","cogdxad","rosmap","1","yellow","ZNF232","0.02382"
"169","cogdxad","rosmap","1","yellow","ELAC1","0.00574"
"170","cogdxad","rosmap","1","yellow","RTTN","0.01379"
"171","cogdxad","rosmap","1","yellow","TTC39C","0.01028"
"172","cogdxad","rosmap","1","yellow","ADCK4","0.05082"
"173","cogdxad","rosmap","1","yellow","AP1M2","0.0082"
"174","cogdxad","rosmap","1","yellow","ATP5D","0.04974"
"175","cogdxad","rosmap","1","yellow","C19orf18","0.05154"
"176","cogdxad","rosmap","1","yellow","C19orf48","0.00743"
"177","cogdxad","rosmap","1","yellow","C19orf60","0.01458"
"178","cogdxad","rosmap","1","yellow","CLEC11A","0.04957"
"179","cogdxad","rosmap","1","yellow","COPE","0.02379"
"180","cogdxad","rosmap","1","yellow","DUS3L","0.04986"
"181","cogdxad","rosmap","1","yellow","DYRK1B","0.03393"
"182","cogdxad","rosmap","1","yellow","MRPL54","0.02542"
"183","cogdxad","rosmap","1","yellow","MYH14","0.00088"
"184","cogdxad","rosmap","1","yellow","NCLN","0.02114"
"185","cogdxad","rosmap","1","yellow","PGLS","0.02791"
"186","cogdxad","rosmap","1","yellow","PKN1","0.04945"
"187","cogdxad","rosmap","1","yellow","PLEKHJ1","0.04804"
"188","cogdxad","rosmap","1","yellow","PNKP","0.0277"
"189","cogdxad","rosmap","1","yellow","RAB4B","0.0495"
"190","cogdxad","rosmap","1","yellow","RAD23A","0.04929"
"191","cogdxad","rosmap","1","yellow","RNASEH2A","0.02305"
"192","cogdxad","rosmap","1","yellow","RNF126","0.05029"
"193","cogdxad","rosmap","1","yellow","SPINT2","0.0496"
"194","cogdxad","rosmap","1","yellow","TRAPPC5","0.04136"
"195","cogdxad","rosmap","1","yellow","TRPM4","0.02713"
"196","cogdxad","rosmap","1","yellow","WDR18","0.05027"
"197","cogdxad","rosmap","1","yellow","ZNF575","0.03577"
"198","cogdxad","rosmap","1","yellow","ARFRP1","0.05008"
"199","cogdxad","rosmap","1","yellow","COX4I2","0.04627"
"200","cogdxad","rosmap","1","yellow","CTNNBL1","0.02695"
"201","cogdxad","rosmap","1","yellow","DTD1","0.03968"
"202","cogdxad","rosmap","1","yellow","DUSP15","0.03645"
"203","cogdxad","rosmap","1","yellow","EDEM2","0.04685"
"204","cogdxad","rosmap","1","yellow","EIF6","0.00928"
"205","cogdxad","rosmap","1","yellow","GSS","0.02075"
"206","cogdxad","rosmap","1","yellow","ITPA","3.2e-05"
"207","cogdxad","rosmap","1","yellow","KIAA1755","0.02243"
"208","cogdxad","rosmap","1","yellow","MYLK2","0.04045"
"209","cogdxad","rosmap","1","yellow","POFUT1","0.04881"
"210","cogdxad","rosmap","1","yellow","SCAND1","0.05036"
"211","cogdxad","rosmap","1","yellow","SDCBP2","0.00433"
"212","cogdxad","rosmap","1","yellow","SLC35C2","0.05031"
"213","cogdxad","rosmap","1","yellow","SLC9A8","0.00144"
"214","cogdxad","rosmap","1","yellow","TRMT6","0.01258"
"215","cogdxad","rosmap","1","yellow","PCBP3","0.02081"
"216","cogdxad","rosmap","1","yellow","PWP2","0.03102"
"217","cogdxad","rosmap","1","yellow","ACR","0.05014"
"218","cogdxad","rosmap","1","yellow","ANKRD54","0.02175"
"219","cogdxad","rosmap","1","yellow","CLTCL1","0.01065"
"220","cogdxad","rosmap","1","yellow","CRYBB1","0.04635"
"221","cogdxad","rosmap","1","yellow","DDT","0.04915"
"222","cogdxad","rosmap","1","yellow","DEPDC5","0.02695"
"223","cogdxad","rosmap","1","yellow","DGCR14","0.03386"
"224","cogdxad","rosmap","1","yellow","PATZ1","0.04463"
"225","cogdxad","rosmap","1","yellow","PPIL2","0.04951"
"226","cogdxad","rosmap","1","yellow","SLC7A4","0.01842"
"227","cogdxad","rosmap","1","yellow","TBC1D22A","0.00018"
"228","cogdxad","rosmap","1","yellow","THAP7","0.01912"
"229","cogdxad","rosmap","1","yellow","TST","0.03083"
"230","cogdxad","rosmap","1","yellow","TXNRD2","0.04307"
"231","cogdxad","rosmap","1","lightyellow","CCDC23","0.02825"
"232","cogdxad","rosmap","1","lightyellow","DARS2","0.00013"
"233","cogdxad","rosmap","1","lightyellow","DHX9","0.05109"
"234","cogdxad","rosmap","1","lightyellow","FAM69A","0.00939"
"235","cogdxad","rosmap","1","lightyellow","GGPS1","0.05029"
"236","cogdxad","rosmap","1","lightyellow","GNPAT","0.03091"
"237","cogdxad","rosmap","1","lightyellow","MGST3","0.01313"
"238","cogdxad","rosmap","1","lightyellow","PIGC","0.01147"
"239","cogdxad","rosmap","1","lightyellow","PPT1","0.01952"
"240","cogdxad","rosmap","1","lightyellow","SCCPDH","0.01715"
"241","cogdxad","rosmap","1","lightyellow","SCP2","0.05048"
"242","cogdxad","rosmap","1","lightyellow","SDHB","0.02128"
"243","cogdxad","rosmap","1","lightyellow","UBE2T","0.02968"
"244","cogdxad","rosmap","1","lightyellow","UFC1","0.01833"
"245","cogdxad","rosmap","1","lightyellow","ACYP2","0.02498"
"246","cogdxad","rosmap","1","lightyellow","ASNSD1","0.006"
"247","cogdxad","rosmap","1","lightyellow","C2orf47","0.04278"
"248","cogdxad","rosmap","1","lightyellow","CCDC104","0.04227"
"249","cogdxad","rosmap","1","lightyellow","DPY30","0.000487"
"250","cogdxad","rosmap","1","lightyellow","FKBP1B","0.02171"
"251","cogdxad","rosmap","1","lightyellow","KIAA1841","0.01678"
"252","cogdxad","rosmap","1","lightyellow","MDH1","0.0506"
"253","cogdxad","rosmap","1","lightyellow","MEMO1","9.00000000000001e-05"
"254","cogdxad","rosmap","1","lightyellow","MPHOSPH10","1e-04"
"255","cogdxad","rosmap","1","lightyellow","MRPL19","0.02424"
"256","cogdxad","rosmap","1","lightyellow","MTX2","0.04987"
"257","cogdxad","rosmap","1","lightyellow","NDUFB3","0.04834"
"258","cogdxad","rosmap","1","lightyellow","NIF3L1","0.01554"
"259","cogdxad","rosmap","1","lightyellow","OLA1","0.03197"
"260","cogdxad","rosmap","1","lightyellow","PDCL3","0.05123"
"261","cogdxad","rosmap","1","lightyellow","PPP1R7","0.0496"
"262","cogdxad","rosmap","1","lightyellow","RAB1A","0.03262"
"263","cogdxad","rosmap","1","lightyellow","SUMO1","0.02373"
"264","cogdxad","rosmap","1","lightyellow","TUBA4A","0.0418"
"265","cogdxad","rosmap","1","lightyellow","TXNDC9","0.0501"
"266","cogdxad","rosmap","1","lightyellow","ACAD11","0.01707"
"267","cogdxad","rosmap","1","lightyellow","ARL6IP5","0.0042"
"268","cogdxad","rosmap","1","lightyellow","CNBP","0.05023"
"269","cogdxad","rosmap","1","lightyellow","COX17","0.05111"
"270","cogdxad","rosmap","1","lightyellow","EIF1B","3e-05"
"271","cogdxad","rosmap","1","lightyellow","GNL3","0.01659"
"272","cogdxad","rosmap","1","lightyellow","MRPL3","0.02981"
"273","cogdxad","rosmap","1","lightyellow","NCBP2","0.02151"
"274","cogdxad","rosmap","1","lightyellow","NGLY1","0.00137"
"275","cogdxad","rosmap","1","lightyellow","NKIRAS1","0.02109"
"276","cogdxad","rosmap","1","lightyellow","RFC4","0.02173"
"277","cogdxad","rosmap","1","lightyellow","THOC7","0.00592"
"278","cogdxad","rosmap","1","lightyellow","UBA3","0.04026"
"279","cogdxad","rosmap","1","lightyellow","GNPDA2","0.04924"
"280","cogdxad","rosmap","1","lightyellow","MRFAP1L1","0.01253"
"281","cogdxad","rosmap","1","lightyellow","RNF175","0.04986"
"282","cogdxad","rosmap","1","lightyellow","SCFD2","0.01589"
"283","cogdxad","rosmap","1","lightyellow","USO1","0.0444"
"284","cogdxad","rosmap","1","lightyellow","AP3S1","0.02216"
"285","cogdxad","rosmap","1","lightyellow","CDO1","0.02405"
"286","cogdxad","rosmap","1","lightyellow","COMMD10","0.03353"
"287","cogdxad","rosmap","1","lightyellow","HINT1","0.03732"
"288","cogdxad","rosmap","1","lightyellow","MOCS2","0.02323"
"289","cogdxad","rosmap","1","lightyellow","NDUFAF2","0.000171"
"290","cogdxad","rosmap","1","lightyellow","NDUFS4","0.02247"
"291","cogdxad","rosmap","1","lightyellow","PCDHA13","0.02852"
"292","cogdxad","rosmap","1","lightyellow","PFDN1","0.02769"
"293","cogdxad","rosmap","1","lightyellow","PTTG1","0.03196"
"294","cogdxad","rosmap","1","lightyellow","RPL26L1","0.03008"
"295","cogdxad","rosmap","1","lightyellow","TAF9","0.0483"
"296","cogdxad","rosmap","1","lightyellow","TTC1","0.05149"
"297","cogdxad","rosmap","1","lightyellow","ZNF354A","0.02041"
"298","cogdxad","rosmap","1","lightyellow","ASF1A","0.000521"
"299","cogdxad","rosmap","1","lightyellow","C6orf203","0.01834"
"300","cogdxad","rosmap","1","lightyellow","CCDC28A","0.03006"
"301","cogdxad","rosmap","1","lightyellow","COX7A2","0.04901"
"302","cogdxad","rosmap","1","lightyellow","GTF3C6","0.04932"
"303","cogdxad","rosmap","1","lightyellow","HDAC2","0.04961"
"304","cogdxad","rosmap","1","lightyellow","HMGN3","0.05119"
"305","cogdxad","rosmap","1","lightyellow","LMBRD1","0.02902"
"306","cogdxad","rosmap","1","lightyellow","MEA1","0.04993"
"307","cogdxad","rosmap","1","lightyellow","MRS2","0.00399"
"308","cogdxad","rosmap","1","lightyellow","NOL7","0.0417"
"309","cogdxad","rosmap","1","lightyellow","PGBD1","0.04819"
"310","cogdxad","rosmap","1","lightyellow","RWDD2A","0.04553"
"311","cogdxad","rosmap","1","lightyellow","SMPDL3A","0.00466"
"312","cogdxad","rosmap","1","lightyellow","TBC1D7","0.00614"
"313","cogdxad","rosmap","1","lightyellow","TMEM14A","0.03856"
"314","cogdxad","rosmap","1","lightyellow","ZNF165","0.000572"
"315","cogdxad","rosmap","1","lightyellow","BBS9","0.0219"
"316","cogdxad","rosmap","1","lightyellow","BET1","0.04676"
"317","cogdxad","rosmap","1","lightyellow","CCDC146","0.01588"
"318","cogdxad","rosmap","1","lightyellow","HIBADH","0.04977"
"319","cogdxad","rosmap","1","lightyellow","NDUFA4","0.02248"
"320","cogdxad","rosmap","1","lightyellow","PEG10","0.02151"
"321","cogdxad","rosmap","1","lightyellow","ZNF92","0.05029"
"322","cogdxad","rosmap","1","lightyellow","EBAG9","0.02882"
"323","cogdxad","rosmap","1","lightyellow","FAM92A1","0.05027"
"324","cogdxad","rosmap","1","lightyellow","INTS9","0.01252"
"325","cogdxad","rosmap","1","lightyellow","MRPL15","0.03476"
"326","cogdxad","rosmap","1","lightyellow","MRPS28","0.02628"
"327","cogdxad","rosmap","1","lightyellow","MTERFD1","0.02147"
"328","cogdxad","rosmap","1","lightyellow","NSMCE2","0.0509"
"329","cogdxad","rosmap","1","lightyellow","RAD54B","0.0345"
"330","cogdxad","rosmap","1","lightyellow","STMN2","0.05056"
"331","cogdxad","rosmap","1","lightyellow","VDAC3","0.03621"
"332","cogdxad","rosmap","1","lightyellow","WDR67","0.04096"
"333","cogdxad","rosmap","1","lightyellow","AK3","0.00333"
"334","cogdxad","rosmap","1","lightyellow","AUH","0.00754"
"335","cogdxad","rosmap","1","lightyellow","CHMP5","0.04502"
"336","cogdxad","rosmap","1","lightyellow","NDUFA8","0.0043"
"337","cogdxad","rosmap","1","lightyellow","NDUFB6","0.03862"
"338","cogdxad","rosmap","1","lightyellow","NIPSNAP3A","0.00885"
"339","cogdxad","rosmap","1","lightyellow","OSTF1","0.0217"
"340","cogdxad","rosmap","1","lightyellow","RRAGA","0.01878"
"341","cogdxad","rosmap","1","lightyellow","ZBTB6","0.04974"
"342","cogdxad","rosmap","1","lightyellow","ZNF189","0.04198"
"343","cogdxad","rosmap","1","lightyellow","ADK","0.00836"
"344","cogdxad","rosmap","1","lightyellow","ARL3","0.02969"
"345","cogdxad","rosmap","1","lightyellow","DNAJC12","0.05015"
"346","cogdxad","rosmap","1","lightyellow","GDI2","0.00668"
"347","cogdxad","rosmap","1","lightyellow","GHITM","0.01144"
"348","cogdxad","rosmap","1","lightyellow","MARCH5","0.0501"
"349","cogdxad","rosmap","1","lightyellow","PHYH","0.04609"
"350","cogdxad","rosmap","1","lightyellow","PPA1","0.03008"
"351","cogdxad","rosmap","1","lightyellow","VDAC2","0.04287"
"352","cogdxad","rosmap","1","lightyellow","C11orf74","0.04963"
"353","cogdxad","rosmap","1","lightyellow","HYLS1","0.00434"
"354","cogdxad","rosmap","1","lightyellow","MRPL16","6e-05"
"355","cogdxad","rosmap","1","lightyellow","NARS2","0.05061"
"356","cogdxad","rosmap","1","lightyellow","NDUFC2","0.03475"
"357","cogdxad","rosmap","1","lightyellow","TMEM218","0.00508"
"358","cogdxad","rosmap","1","lightyellow","ZDHHC13","0.00615"
"359","cogdxad","rosmap","1","lightyellow","ACTR6","0.00555"
"360","cogdxad","rosmap","1","lightyellow","ARPC3","0.05108"
"361","cogdxad","rosmap","1","lightyellow","C12orf5","0.00376"
"362","cogdxad","rosmap","1","lightyellow","C12orf60","0.02088"
"363","cogdxad","rosmap","1","lightyellow","DDX47","0.02156"
"364","cogdxad","rosmap","1","lightyellow","GPN3","0.02524"
"365","cogdxad","rosmap","1","lightyellow","ISCU","0.04928"
"366","cogdxad","rosmap","1","lightyellow","LDHB","0.05086"
"367","cogdxad","rosmap","1","lightyellow","LTA4H","0.05129"
"368","cogdxad","rosmap","1","lightyellow","NDUFA12","0.02156"
"369","cogdxad","rosmap","1","lightyellow","POLR3B","0.02867"
"370","cogdxad","rosmap","1","lightyellow","TRIAP1","0.04149"
"371","cogdxad","rosmap","1","lightyellow","YARS2","0.02745"
"372","cogdxad","rosmap","1","lightyellow","ESD","0.03526"
"373","cogdxad","rosmap","1","lightyellow","PCCA","0.01677"
"374","cogdxad","rosmap","1","lightyellow","ATP6V1D","0.03607"
"375","cogdxad","rosmap","1","lightyellow","C14orf2","0.0215"
"376","cogdxad","rosmap","1","lightyellow","COX16","0.0116"
"377","cogdxad","rosmap","1","lightyellow","FKBP3","0.04909"
"378","cogdxad","rosmap","1","lightyellow","GLRX5","0.02833"
"379","cogdxad","rosmap","1","lightyellow","KIAA0391","0.02248"
"380","cogdxad","rosmap","1","lightyellow","MBIP","0.00335"
"381","cogdxad","rosmap","1","lightyellow","TIMM9","0.04991"
"382","cogdxad","rosmap","1","lightyellow","ADAL","0.02531"
"383","cogdxad","rosmap","1","lightyellow","EFTUD1","0.01956"
"384","cogdxad","rosmap","1","lightyellow","FAM96A","0.04982"
"385","cogdxad","rosmap","1","lightyellow","GALK2","0.03831"
"386","cogdxad","rosmap","1","lightyellow","LYSMD2","0.02464"
"387","cogdxad","rosmap","1","lightyellow","RAB11A","0.02636"
"388","cogdxad","rosmap","1","lightyellow","RPS27L","0.02624"
"389","cogdxad","rosmap","1","lightyellow","ARL2BP","0.04999"
"390","cogdxad","rosmap","1","lightyellow","FAHD1","0.03942"
"391","cogdxad","rosmap","1","lightyellow","MPHOSPH6","0.02172"
"392","cogdxad","rosmap","1","lightyellow","TEKT5","0.04974"
"393","cogdxad","rosmap","1","lightyellow","ATP5H","0.00551"
"394","cogdxad","rosmap","1","lightyellow","C1QBP","0.04026"
"395","cogdxad","rosmap","1","lightyellow","MRPL27","0.03989"
"396","cogdxad","rosmap","1","lightyellow","MRPS23","0.0482"
"397","cogdxad","rosmap","1","lightyellow","RAD51C","0.05019"
"398","cogdxad","rosmap","1","lightyellow","RPAIN","0.03955"
"399","cogdxad","rosmap","1","lightyellow","SUMO2","0.02729"
"400","cogdxad","rosmap","1","lightyellow","TXNDC17","0.01806"
"401","cogdxad","rosmap","1","lightyellow","ZNHIT3","0.04966"
"402","cogdxad","rosmap","1","lightyellow","ATP5A1","0.03454"
"403","cogdxad","rosmap","1","lightyellow","IER3IP1","0.00401"
"404","cogdxad","rosmap","1","lightyellow","NDUFV2","0.01725"
"405","cogdxad","rosmap","1","lightyellow","ZNF415","0.05051"
"406","cogdxad","rosmap","1","lightyellow","ZNF443","0.04314"
"407","cogdxad","rosmap","1","lightyellow","ZNF93","0.05019"
"408","cogdxad","rosmap","1","lightyellow","AURKA","0.02568"
"409","cogdxad","rosmap","1","lightyellow","MKKS","0.02793"
"410","cogdxad","rosmap","1","lightyellow","PCNA","0.04998"
"411","cogdxad","rosmap","1","lightyellow","ATP5J","0.04867"
"412","cogdxad","rosmap","1","lightyellow","ATP5O","0.02589"
"413","cogdxad","rosmap","1","lightyellow","MRPL39","0.0356"
"414","cogdxad","rosmap","1","lightyellow","PIGP","0.05031"
"415","cogdxad","rosmap","1","lightyellow","SOD1","0.0496"
"416","cogdxad","rosmap","1","lightyellow","NHP2L1","0.04022"
"417","cogdxad","rosmap","1","turquoise","ATXN7L2","0.04824"
"418","cogdxad","rosmap","1","turquoise","BCAR3","0.05016"
"419","cogdxad","rosmap","1","turquoise","BNIPL","0.02246"
"420","cogdxad","rosmap","1","turquoise","CNKSR1","0.01242"
"421","cogdxad","rosmap","1","turquoise","CYB561D1","0.04923"
"422","cogdxad","rosmap","1","turquoise","DFFB","0.05051"
"423","cogdxad","rosmap","1","turquoise","GLIS1","0.00539"
"424","cogdxad","rosmap","1","turquoise","KIAA1614","0.02505"
