"","tissue","which.one","scorecutoff","module","gene","pvalue"
"1","cogdnotxad","rosmap","1","steelblue","AKR1A1","0.527"
"2","cogdnotxad","rosmap","1","steelblue","ARV1","0.573"
"3","cogdnotxad","rosmap","1","steelblue","AURKAIP1","0.17809"
"4","cogdnotxad","rosmap","1","steelblue","C1orf123","0.208"
"5","cogdnotxad","rosmap","1","steelblue","DDX59","0.525"
"6","cogdnotxad","rosmap","1","steelblue","DNAJC8","0.811"
"7","cogdnotxad","rosmap","1","steelblue","DPM3","0.17602"
"8","cogdnotxad","rosmap","1","steelblue","EIF2B3","0.10848"
"9","cogdnotxad","rosmap","1","steelblue","FAF1","0.319"
"10","cogdnotxad","rosmap","1","steelblue","FAM159A","0.423"
"11","cogdnotxad","rosmap","1","steelblue","FH","0.611"
"12","cogdnotxad","rosmap","1","steelblue","GNL2","0.09334"
"13","cogdnotxad","rosmap","1","steelblue","GPX7","0.239"
"14","cogdnotxad","rosmap","1","steelblue","KLHDC9","0.12298"
"15","cogdnotxad","rosmap","1","steelblue","LYPLAL1","0.627"
"16","cogdnotxad","rosmap","1","steelblue","MRPL20","0.21417"
"17","cogdnotxad","rosmap","1","steelblue","MRPL24","0.06852"
"18","cogdnotxad","rosmap","1","steelblue","MRPS21","0.9"
"19","cogdnotxad","rosmap","1","steelblue","MTX1","0.704"
"20","cogdnotxad","rosmap","1","steelblue","NDUFS5","0.895"
"21","cogdnotxad","rosmap","1","steelblue","NRD1","0.52673"
"22","cogdnotxad","rosmap","1","steelblue","PARK7","0.507"
"23","cogdnotxad","rosmap","1","steelblue","PEX11B","0.673"
"24","cogdnotxad","rosmap","1","steelblue","PFDN2","0.09762"
"25","cogdnotxad","rosmap","1","steelblue","PPM1J","0.362"
"26","cogdnotxad","rosmap","1","steelblue","PSMA5","0.624"
"27","cogdnotxad","rosmap","1","steelblue","PSMD4","0.816"
"28","cogdnotxad","rosmap","1","steelblue","RPS27","0.6"
"29","cogdnotxad","rosmap","1","steelblue","SMYD3","0.01332"
"30","cogdnotxad","rosmap","1","steelblue","SNRPE","0.657"
"31","cogdnotxad","rosmap","1","steelblue","TBCE","0.356"
"32","cogdnotxad","rosmap","1","steelblue","UROD","0.278"
"33","cogdnotxad","rosmap","1","steelblue","VPS45","0.10542"
"34","cogdnotxad","rosmap","1","steelblue","YTHDF2","0.973"
"35","cogdnotxad","rosmap","1","steelblue","ATIC","0.598"
"36","cogdnotxad","rosmap","1","steelblue","COMMD1","0.574"
"37","cogdnotxad","rosmap","1","steelblue","COX5B","0.754"
"38","cogdnotxad","rosmap","1","steelblue","CRYBA2","0.712"
"39","cogdnotxad","rosmap","1","steelblue","DCTN1","0.781"
"40","cogdnotxad","rosmap","1","steelblue","DGUOK","0.551"
"41","cogdnotxad","rosmap","1","steelblue","EEF1B2","0.525"
"42","cogdnotxad","rosmap","1","steelblue","EIF2B4","0.239"
"43","cogdnotxad","rosmap","1","steelblue","IAH1","0.478"
"44","cogdnotxad","rosmap","1","steelblue","MRPL53","0.706"
"45","cogdnotxad","rosmap","1","steelblue","MRPS9","0.489"
"46","cogdnotxad","rosmap","1","steelblue","MYEOV2","0.01334"
"47","cogdnotxad","rosmap","1","steelblue","NFU1","0.26248"
"48","cogdnotxad","rosmap","1","steelblue","PNKD","0.20469"
"49","cogdnotxad","rosmap","1","steelblue","PSMD1","0.204"
"50","cogdnotxad","rosmap","1","steelblue","RNF181","0.748"
"51","cogdnotxad","rosmap","1","steelblue","SF3B14","0.464"
"52","cogdnotxad","rosmap","1","steelblue","TMEM163","0.15424"
"53","cogdnotxad","rosmap","1","steelblue","TMSB10","0.857"
"54","cogdnotxad","rosmap","1","steelblue","ANAPC13","0.241"
"55","cogdnotxad","rosmap","1","steelblue","ATR","0.827"
"56","cogdnotxad","rosmap","1","steelblue","CCDC58","0.664"
"57","cogdnotxad","rosmap","1","steelblue","EPM2AIP1","0.37"
"58","cogdnotxad","rosmap","1","steelblue","EXOSC7","0.0079"
"59","cogdnotxad","rosmap","1","steelblue","FAM162A","0.684"
"60","cogdnotxad","rosmap","1","steelblue","FHIT","0.606"
"61","cogdnotxad","rosmap","1","steelblue","HESX1","0.18584"
"62","cogdnotxad","rosmap","1","steelblue","HSPBAP1","0.642"
"63","cogdnotxad","rosmap","1","steelblue","IQCG","0.127"
"64","cogdnotxad","rosmap","1","steelblue","KIF9","0.33535"
"65","cogdnotxad","rosmap","1","steelblue","LSM3","0.266"
"66","cogdnotxad","rosmap","1","steelblue","MRPL47","0.99"
"67","cogdnotxad","rosmap","1","steelblue","NDUFB5","0.671"
"68","cogdnotxad","rosmap","1","steelblue","OXSM","0.671"
"69","cogdnotxad","rosmap","1","steelblue","PIK3R4","0.438"
"70","cogdnotxad","rosmap","1","steelblue","ROPN1B","0.884"
"71","cogdnotxad","rosmap","1","steelblue","RPL24","0.13224"
"72","cogdnotxad","rosmap","1","steelblue","SEC13","0.506"
"73","cogdnotxad","rosmap","1","steelblue","SPCS1","0.606"
"74","cogdnotxad","rosmap","1","steelblue","TCTEX1D2","0.944"
"75","cogdnotxad","rosmap","1","steelblue","THUMPD3","0.42791"
"76","cogdnotxad","rosmap","1","steelblue","UQCRC1","0.12844"
"77","cogdnotxad","rosmap","1","steelblue","ATP5I","0.182"
"78","cogdnotxad","rosmap","1","steelblue","C4orf27","0.917"
"79","cogdnotxad","rosmap","1","steelblue","COQ2","0.56"
"80","cogdnotxad","rosmap","1","steelblue","OCIAD2","0.02118"
"81","cogdnotxad","rosmap","1","steelblue","UFSP2","0.505"
"82","cogdnotxad","rosmap","1","steelblue","CAMLG","0.662"
"83","cogdnotxad","rosmap","1","steelblue","CCNH","0.958"
"84","cogdnotxad","rosmap","1","steelblue","CDK7","0.916"
"85","cogdnotxad","rosmap","1","steelblue","FABP6","0.17174"
"86","cogdnotxad","rosmap","1","steelblue","MAP1B","0.442"
"87","cogdnotxad","rosmap","1","steelblue","MARCH11","0.607"
"88","cogdnotxad","rosmap","1","steelblue","MED7","0.252"
"89","cogdnotxad","rosmap","1","steelblue","NDUFA2","0.00107"
"90","cogdnotxad","rosmap","1","steelblue","NDUFS6","0.637"
"91","cogdnotxad","rosmap","1","steelblue","PFDN1","3e-06"
"92","cogdnotxad","rosmap","1","steelblue","RPL26L1","0.17921"
"93","cogdnotxad","rosmap","1","steelblue","RPS14","0.129"
"94","cogdnotxad","rosmap","1","steelblue","SDHA","0.58"
"95","cogdnotxad","rosmap","1","steelblue","THBS4","0.919"
"96","cogdnotxad","rosmap","1","steelblue","TIGD6","0.512"
"97","cogdnotxad","rosmap","1","steelblue","TTC1","0.597"
"98","cogdnotxad","rosmap","1","steelblue","UQCRQ","0.664"
"99","cogdnotxad","rosmap","1","steelblue","C6orf48","0.336"
"100","cogdnotxad","rosmap","1","steelblue","GTF2H5","0.3"
"101","cogdnotxad","rosmap","1","steelblue","IL20RA","0.483"
"102","cogdnotxad","rosmap","1","steelblue","MRPL14","0.836"
"103","cogdnotxad","rosmap","1","steelblue","NQO2","0.833"
"104","cogdnotxad","rosmap","1","steelblue","PFDN6","0.493"
"105","cogdnotxad","rosmap","1","steelblue","PSMB1","0.03535"
"106","cogdnotxad","rosmap","1","steelblue","PSMG4","0.21258"
"107","cogdnotxad","rosmap","1","steelblue","RPP40","0.961"
"108","cogdnotxad","rosmap","1","steelblue","TBC1D7","8.3e-05"
"109","cogdnotxad","rosmap","1","steelblue","TFB1M","0.02871"
"110","cogdnotxad","rosmap","1","steelblue","ATP6V1F","0.988"
"111","cogdnotxad","rosmap","1","steelblue","BLVRA","0.774"
"112","cogdnotxad","rosmap","1","steelblue","C7orf55","0.649"
"113","cogdnotxad","rosmap","1","steelblue","COPS6","0.002284"
"114","cogdnotxad","rosmap","1","steelblue","LSM5","0.00498"
"115","cogdnotxad","rosmap","1","steelblue","MRPL32","0.321"
"116","cogdnotxad","rosmap","1","steelblue","NUDT1","0.212"
"117","cogdnotxad","rosmap","1","steelblue","PPIA","0.541"
"118","cogdnotxad","rosmap","1","steelblue","SHFM1","0.05203"
"119","cogdnotxad","rosmap","1","steelblue","COX6C","0.256"
"120","cogdnotxad","rosmap","1","steelblue","DSCC1","0.772"
"121","cogdnotxad","rosmap","1","steelblue","MRPL15","0.662"
"122","cogdnotxad","rosmap","1","steelblue","NRG1","0.08007"
"123","cogdnotxad","rosmap","1","steelblue","RPS20","0.05277"
"124","cogdnotxad","rosmap","1","steelblue","C9orf89","0.05266"
"125","cogdnotxad","rosmap","1","steelblue","C9orf96","0.829"
"126","cogdnotxad","rosmap","1","steelblue","CBWD1","0.08346"
"127","cogdnotxad","rosmap","1","steelblue","EDF1","0.686"
"128","cogdnotxad","rosmap","1","steelblue","GDA","0.413"
"129","cogdnotxad","rosmap","1","steelblue","NANS","0.576"
"130","cogdnotxad","rosmap","1","steelblue","NUDT2","0.209"
"131","cogdnotxad","rosmap","1","steelblue","PSMB7","0.738"
"132","cogdnotxad","rosmap","1","steelblue","RABEPK","0.848"
"133","cogdnotxad","rosmap","1","steelblue","RPL12","0.633"
"134","cogdnotxad","rosmap","1","steelblue","RPL35","0.694"
"135","cogdnotxad","rosmap","1","steelblue","TXN","0.4"
"136","cogdnotxad","rosmap","1","steelblue","ANXA11","0.2671"
"137","cogdnotxad","rosmap","1","steelblue","ATP5C1","0.894"
"138","cogdnotxad","rosmap","1","steelblue","CUTC","0.557"
"139","cogdnotxad","rosmap","1","steelblue","DYDC2","0.03953"
"140","cogdnotxad","rosmap","1","steelblue","EXOSC1","0.227"
"141","cogdnotxad","rosmap","1","steelblue","GSTO1","0.573"
"142","cogdnotxad","rosmap","1","steelblue","MGMT","0.20269"
"143","cogdnotxad","rosmap","1","steelblue","MSRB2","0.0502"
"144","cogdnotxad","rosmap","1","steelblue","OBFC1","0.276"
"145","cogdnotxad","rosmap","1","steelblue","OPN4","0.295"
"146","cogdnotxad","rosmap","1","steelblue","PDSS1","0.78"
"147","cogdnotxad","rosmap","1","steelblue","PHYH","0.0666"
"148","cogdnotxad","rosmap","1","steelblue","SNCG","0.22905"
"149","cogdnotxad","rosmap","1","steelblue","TIMM23","0.732"
"150","cogdnotxad","rosmap","1","steelblue","TUBGCP2","0.02421"
"151","cogdnotxad","rosmap","1","steelblue","ACAT1","0.686"
"152","cogdnotxad","rosmap","1","steelblue","ACRV1","0.854"
"153","cogdnotxad","rosmap","1","steelblue","C11orf1","0.15566"
"154","cogdnotxad","rosmap","1","steelblue","DRAP1","0.07415"
"155","cogdnotxad","rosmap","1","steelblue","FOLR1","0.198"
"156","cogdnotxad","rosmap","1","steelblue","HYLS1","0.06797"
"157","cogdnotxad","rosmap","1","steelblue","IMMP1L","0.915"
"158","cogdnotxad","rosmap","1","steelblue","INTS4","0.14647"
"159","cogdnotxad","rosmap","1","steelblue","MRPL16","0.02901"
"160","cogdnotxad","rosmap","1","steelblue","NDUFS3","1e-06"
"161","cogdnotxad","rosmap","1","steelblue","PRDX5","0.629"
"162","cogdnotxad","rosmap","1","steelblue","PSMA1","0.656"
"163","cogdnotxad","rosmap","1","steelblue","PSMC3","3e-06"
"164","cogdnotxad","rosmap","1","steelblue","PTPMT1","1.1e-05"
"165","cogdnotxad","rosmap","1","steelblue","RPL27A","0.276"
"166","cogdnotxad","rosmap","1","steelblue","SLC22A18","0.199"
"167","cogdnotxad","rosmap","1","steelblue","SPA17","0.422"
"168","cogdnotxad","rosmap","1","steelblue","TALDO1","0.1631"
"169","cogdnotxad","rosmap","1","steelblue","THYN1","0.855"
"170","cogdnotxad","rosmap","1","steelblue","TIMM10","0.18382"
"171","cogdnotxad","rosmap","1","steelblue","TSG101","0.521"
"172","cogdnotxad","rosmap","1","steelblue","VPS11","0.5448"
"173","cogdnotxad","rosmap","1","steelblue","ARPC3","0.418"
"174","cogdnotxad","rosmap","1","steelblue","ATP5B","0.829"
"175","cogdnotxad","rosmap","1","steelblue","ATP5G2","0.10184"
"176","cogdnotxad","rosmap","1","steelblue","BLOC1S1","0.452"
"177","cogdnotxad","rosmap","1","steelblue","C12orf10","0.04204"
"178","cogdnotxad","rosmap","1","steelblue","C12orf66","0.936"
"179","cogdnotxad","rosmap","1","steelblue","CCDC53","0.942"
"180","cogdnotxad","rosmap","1","steelblue","CD163L1","0.956"
"181","cogdnotxad","rosmap","1","steelblue","DIABLO","0.20575"
"182","cogdnotxad","rosmap","1","steelblue","DYRK4","0.121"
"183","cogdnotxad","rosmap","1","steelblue","FAR2","0.436"
"184","cogdnotxad","rosmap","1","steelblue","M6PR","0.73"
"185","cogdnotxad","rosmap","1","steelblue","MYL6B","0.21466"
"186","cogdnotxad","rosmap","1","steelblue","NDUFA9","0.05298"
"187","cogdnotxad","rosmap","1","steelblue","NUP37","0.908"
"188","cogdnotxad","rosmap","1","steelblue","PFDN5","0.04226"
"189","cogdnotxad","rosmap","1","steelblue","PRR4","0.438"
"190","cogdnotxad","rosmap","1","steelblue","SNRPF","0.22"
"191","cogdnotxad","rosmap","1","steelblue","VAMP1","0.08186"
"192","cogdnotxad","rosmap","1","steelblue","ALG5","0.429"
"193","cogdnotxad","rosmap","1","steelblue","CLYBL","0.744"
"194","cogdnotxad","rosmap","1","steelblue","MRP63","0.19304"
"195","cogdnotxad","rosmap","1","steelblue","N6AMT2","0.41"
"196","cogdnotxad","rosmap","1","steelblue","PCCA","0.714"
"197","cogdnotxad","rosmap","1","steelblue","POMP","0.916"
"198","cogdnotxad","rosmap","1","steelblue","RNASEH2B","0.01571"
"199","cogdnotxad","rosmap","1","steelblue","SAP18","0.12678"
"200","cogdnotxad","rosmap","1","steelblue","ABHD12B","0.714"
"201","cogdnotxad","rosmap","1","steelblue","AHNAK2","0.276"
"202","cogdnotxad","rosmap","1","steelblue","DYNC1H1","0.998"
"203","cogdnotxad","rosmap","1","steelblue","ERH","0.67"
"204","cogdnotxad","rosmap","1","steelblue","GOLGA5","0.122"
"205","cogdnotxad","rosmap","1","steelblue","GPHN","0.84"
"206","cogdnotxad","rosmap","1","steelblue","MRPL52","0.386"
"207","cogdnotxad","rosmap","1","steelblue","NEDD8","0.253"
"208","cogdnotxad","rosmap","1","steelblue","NGDN","0.821"
"209","cogdnotxad","rosmap","1","steelblue","PSMA3","0.04511"
"210","cogdnotxad","rosmap","1","steelblue","SCFD1","0.308"
"211","cogdnotxad","rosmap","1","steelblue","TINF2","0.296"
"212","cogdnotxad","rosmap","1","steelblue","CKMT1A","0.303"
"213","cogdnotxad","rosmap","1","steelblue","DET1","0.489"
"214","cogdnotxad","rosmap","1","steelblue","LRRC49","0.46"
"215","cogdnotxad","rosmap","1","steelblue","C16orf62","0.06921"
"216","cogdnotxad","rosmap","1","steelblue","COX4I1","0.244"
"217","cogdnotxad","rosmap","1","steelblue","GNPTG","0.215"
"218","cogdnotxad","rosmap","1","steelblue","LYRM1","0.05143"
"219","cogdnotxad","rosmap","1","steelblue","NDUFB10","0.307"
"220","cogdnotxad","rosmap","1","steelblue","NOMO3","0.596"
"221","cogdnotxad","rosmap","1","steelblue","NRN1L","0.846"
"222","cogdnotxad","rosmap","1","steelblue","NUBP1","0.875"
"223","cogdnotxad","rosmap","1","steelblue","NUDT7","0.219"
"224","cogdnotxad","rosmap","1","steelblue","PHKG2","0.08664"
"225","cogdnotxad","rosmap","1","steelblue","TCEB2","0.671"
"226","cogdnotxad","rosmap","1","steelblue","TMEM208","0.696"
"227","cogdnotxad","rosmap","1","steelblue","WWOX","0.27212"
"228","cogdnotxad","rosmap","1","steelblue","AMZ2","0.318"
"229","cogdnotxad","rosmap","1","steelblue","ATP5G1","0.332"
"230","cogdnotxad","rosmap","1","steelblue","ATP5H","0.00144"
"231","cogdnotxad","rosmap","1","steelblue","DHRS7C","0.236"
"232","cogdnotxad","rosmap","1","steelblue","ICT1","0.0039"
"233","cogdnotxad","rosmap","1","steelblue","ITGAE","0.03568"
"234","cogdnotxad","rosmap","1","steelblue","LSMD1","0.0858"
"235","cogdnotxad","rosmap","1","steelblue","NME1","0.517"
"236","cogdnotxad","rosmap","1","steelblue","NME1-NME2","0.57"
"237","cogdnotxad","rosmap","1","steelblue","OVCA2","0.259"
"238","cogdnotxad","rosmap","1","steelblue","PSMB3","0.735"
"239","cogdnotxad","rosmap","1","steelblue","SPAG7","0.00345"
"240","cogdnotxad","rosmap","1","steelblue","STX8","0.92"
"241","cogdnotxad","rosmap","1","steelblue","TRAPPC1","0.547"
"242","cogdnotxad","rosmap","1","steelblue","NDUFV2","0.802"
"243","cogdnotxad","rosmap","1","steelblue","PTPRM","0.556"
"244","cogdnotxad","rosmap","1","steelblue","SNRPD1","0.29447"
"245","cogdnotxad","rosmap","1","steelblue","BLVRB","0.52"
"246","cogdnotxad","rosmap","1","steelblue","C19orf53","0.805"
"247","cogdnotxad","rosmap","1","steelblue","CDKN2D","0.243"
"248","cogdnotxad","rosmap","1","steelblue","CHMP2A","0.932"
"249","cogdnotxad","rosmap","1","steelblue","CLDND2","0.253"
"250","cogdnotxad","rosmap","1","steelblue","COX6B1","0.396"
"251","cogdnotxad","rosmap","1","steelblue","ECH1","0.05349"
"252","cogdnotxad","rosmap","1","steelblue","ETFB","0.285"
"253","cogdnotxad","rosmap","1","steelblue","HSPB6","0.375"
"254","cogdnotxad","rosmap","1","steelblue","ICAM3","0.05786"
"255","cogdnotxad","rosmap","1","steelblue","LIN7B","0.10259"
"256","cogdnotxad","rosmap","1","steelblue","MARCH2","0.237"
"257","cogdnotxad","rosmap","1","steelblue","MRPL54","0.11881"
"258","cogdnotxad","rosmap","1","steelblue","NDUFA3","0.757"
"259","cogdnotxad","rosmap","1","steelblue","NDUFA7","0.442"
"260","cogdnotxad","rosmap","1","steelblue","NDUFB7","0.637"
"261","cogdnotxad","rosmap","1","steelblue","NDUFS7","0.02887"
"262","cogdnotxad","rosmap","1","steelblue","NR2C2AP","0.561"
"263","cogdnotxad","rosmap","1","steelblue","OCEL1","0.01013"
"264","cogdnotxad","rosmap","1","steelblue","PSENEN","0.381"
"265","cogdnotxad","rosmap","1","steelblue","PSMC4","0.393"
"266","cogdnotxad","rosmap","1","steelblue","RAB4B","0.95"
"267","cogdnotxad","rosmap","1","steelblue","RTBDN","0.807"
"268","cogdnotxad","rosmap","1","steelblue","SNRPD2","3.1e-05"
"269","cogdnotxad","rosmap","1","steelblue","TRAPPC5","0.997"
"270","cogdnotxad","rosmap","1","steelblue","UBL5","0.655"
"271","cogdnotxad","rosmap","1","steelblue","ZNF350","0.419"
"272","cogdnotxad","rosmap","1","steelblue","ZNF428","0.207"
"273","cogdnotxad","rosmap","1","steelblue","ABHD12","0.722"
"274","cogdnotxad","rosmap","1","steelblue","C20orf196","0.877"
"275","cogdnotxad","rosmap","1","steelblue","CTNNBL1","0.634"
"276","cogdnotxad","rosmap","1","steelblue","EIF6","0.738"
"277","cogdnotxad","rosmap","1","steelblue","ERGIC3","0.713"
"278","cogdnotxad","rosmap","1","steelblue","MACROD2","0.873"
"279","cogdnotxad","rosmap","1","steelblue","MRPS26","0.815"
"280","cogdnotxad","rosmap","1","steelblue","NFS1","0.438"
"281","cogdnotxad","rosmap","1","steelblue","PSMA7","0.485"
"282","cogdnotxad","rosmap","1","steelblue","SRXN1","0.451"
"283","cogdnotxad","rosmap","1","steelblue","TOX2","0.618"
"284","cogdnotxad","rosmap","1","steelblue","ATP5O","0.936"
"285","cogdnotxad","rosmap","1","steelblue","NDUFV3","0.593"
"286","cogdnotxad","rosmap","1","steelblue","RSPH1","0.02116"
"287","cogdnotxad","rosmap","1","steelblue","RWDD2B","0.615"
"288","cogdnotxad","rosmap","1","steelblue","CRYBB1","0.365"
"289","cogdnotxad","rosmap","1","steelblue","DDT","0.30421"
"290","cogdnotxad","rosmap","1","steelblue","DRG1","0.871"
"291","cogdnotxad","rosmap","1","steelblue","EIF3D","0.449"
"292","cogdnotxad","rosmap","1","steelblue","MRPL40","0.09086"
"293","cogdnotxad","rosmap","1","steelblue","NDUFA6","0.26462"
"294","cogdnotxad","rosmap","1","steelblue","PVALB","0.407"
"295","cogdnotxad","rosmap","1","steelblue","RBX1","0.00218"
"296","cogdnotxad","rosmap","1","steelblue","SAMM50","0.432"
"297","cogdnotxad","rosmap","1","steelblue","SELM","0.131"
"298","cogdnotxad","rosmap","1","plum1","AK5","0.7"
"299","cogdnotxad","rosmap","1","plum1","ATP1B1","0.776"
"300","cogdnotxad","rosmap","1","plum1","BLZF1","0.974"
"301","cogdnotxad","rosmap","1","plum1","BTF3L4","0.196"
"302","cogdnotxad","rosmap","1","plum1","CENPF","0.547"
"303","cogdnotxad","rosmap","1","plum1","CEP170","0.11779"
"304","cogdnotxad","rosmap","1","plum1","DENND1B","0.193"
"305","cogdnotxad","rosmap","1","plum1","DNAJC6","0.205"
"306","cogdnotxad","rosmap","1","plum1","DNM3","0.593"
"307","cogdnotxad","rosmap","1","plum1","EIF4G3","0.02961"
"308","cogdnotxad","rosmap","1","plum1","EPS15","0.0196"
"309","cogdnotxad","rosmap","1","plum1","ESRRG","0.68"
"310","cogdnotxad","rosmap","1","plum1","FUBP1","0.143"
"311","cogdnotxad","rosmap","1","plum1","KCNT2","0.846"
"312","cogdnotxad","rosmap","1","plum1","KIFAP3","0.20032"
"313","cogdnotxad","rosmap","1","plum1","LPGAT1","0.738"
"314","cogdnotxad","rosmap","1","plum1","MLLT11","0.121"
"315","cogdnotxad","rosmap","1","plum1","PEX19","0.253"
"316","cogdnotxad","rosmap","1","plum1","PIGK","0.994"
"317","cogdnotxad","rosmap","1","plum1","RAB3GAP2","0.882"
"318","cogdnotxad","rosmap","1","plum1","RABGAP1L","0.809"
"319","cogdnotxad","rosmap","1","plum1","RNF11","0.19067"
"320","cogdnotxad","rosmap","1","plum1","SMYD2","0.233"
"321","cogdnotxad","rosmap","1","plum1","TIPRL","0.02845"
"322","cogdnotxad","rosmap","1","plum1","UCHL5","0.574"
"323","cogdnotxad","rosmap","1","plum1","WDR47","0.4487"
"324","cogdnotxad","rosmap","1","plum1","ACTR2","0.19824"
"325","cogdnotxad","rosmap","1","plum1","ACTR3","0.229"
"326","cogdnotxad","rosmap","1","plum1","BMPR2","0.01356"
"327","cogdnotxad","rosmap","1","plum1","BZW1","0.928"
"328","cogdnotxad","rosmap","1","plum1","COL5A2","0.08777"
"329","cogdnotxad","rosmap","1","plum1","CRIM1","0.778"
"330","cogdnotxad","rosmap","1","plum1","DPP10","0.2643"
"331","cogdnotxad","rosmap","1","plum1","HEATR5B","0.13871"
"332","cogdnotxad","rosmap","1","plum1","KIAA1715","0.351"
"333","cogdnotxad","rosmap","1","plum1","KIDINS220","0.64"
"334","cogdnotxad","rosmap","1","plum1","LANCL1","0.809"
"335","cogdnotxad","rosmap","1","plum1","NCKAP1","0.882"
"336","cogdnotxad","rosmap","1","plum1","NDUFS1","0.53"
"337","cogdnotxad","rosmap","1","plum1","PDE1A","0.677"
"338","cogdnotxad","rosmap","1","plum1","RAB1A","0.467"
"339","cogdnotxad","rosmap","1","plum1","RALB","0.01336"
"340","cogdnotxad","rosmap","1","plum1","SLC39A10","0.968"
"341","cogdnotxad","rosmap","1","plum1","TRIP12","0.03695"
"342","cogdnotxad","rosmap","1","plum1","UGP2","0.905"
"343","cogdnotxad","rosmap","1","plum1","VSNL1","0.3"
"344","cogdnotxad","rosmap","1","plum1","WDR12","0.05317"
"345","cogdnotxad","rosmap","1","plum1","YWHAQ","0.24372"
"346","cogdnotxad","rosmap","1","plum1","ATP6V1A","0.03285"
"347","cogdnotxad","rosmap","1","plum1","CD200","0.82"
"348","cogdnotxad","rosmap","1","plum1","CD47","0.521"
"349","cogdnotxad","rosmap","1","plum1","COPB2","0.574"
"350","cogdnotxad","rosmap","1","plum1","CRBN","0.782"
"351","cogdnotxad","rosmap","1","plum1","DYNC1LI1","0.07402"
"352","cogdnotxad","rosmap","1","plum1","EAF1","0.08592"
"353","cogdnotxad","rosmap","1","plum1","GMPS","0.247"
"354","cogdnotxad","rosmap","1","plum1","KPNA1","0.708"
"355","cogdnotxad","rosmap","1","plum1","MRPL3","0.374"
"356","cogdnotxad","rosmap","1","plum1","MYNN","0.456"
"357","cogdnotxad","rosmap","1","plum1","NKIRAS1","0.381"
"358","cogdnotxad","rosmap","1","plum1","PCNP","0.04206"
"359","cogdnotxad","rosmap","1","plum1","PDCD10","0.681"
"360","cogdnotxad","rosmap","1","plum1","PFN2","0.611"
"361","cogdnotxad","rosmap","1","plum1","RPL15","0.349"
"362","cogdnotxad","rosmap","1","plum1","STT3B","0.232"
"363","cogdnotxad","rosmap","1","plum1","UBA3","0.44"
"364","cogdnotxad","rosmap","1","plum1","UBA5","0.09975"
"365","cogdnotxad","rosmap","1","plum1","ABCE1","0.05838"
"366","cogdnotxad","rosmap","1","plum1","BBS7","0.95"
"367","cogdnotxad","rosmap","1","plum1","COPS4","0.452"
"368","cogdnotxad","rosmap","1","plum1","DCK","0.754"
"369","cogdnotxad","rosmap","1","plum1","DCUN1D4","0.169"
"370","cogdnotxad","rosmap","1","plum1","DNAJB14","0.274"
"371","cogdnotxad","rosmap","1","plum1","GRSF1","0.937"
"372","cogdnotxad","rosmap","1","plum1","KIAA1109","0.07511"
"373","cogdnotxad","rosmap","1","plum1","NPY5R","0.653"
"374","cogdnotxad","rosmap","1","plum1","PLA2G12A","0.341"
"375","cogdnotxad","rosmap","1","plum1","RAP1GDS1","0.66"
"376","cogdnotxad","rosmap","1","plum1","SEC24B","0.00371"
"377","cogdnotxad","rosmap","1","plum1","SLC30A9","0.617"
"378","cogdnotxad","rosmap","1","plum1","SMARCA5","0.335"
"379","cogdnotxad","rosmap","1","plum1","SPATA18","0.05928"
"380","cogdnotxad","rosmap","1","plum1","UBA6","0.01678"
"381","cogdnotxad","rosmap","1","plum1","USO1","0.609"
"382","cogdnotxad","rosmap","1","plum1","CANX","0.19876"
"383","cogdnotxad","rosmap","1","plum1","CSNK1A1","0.131"
"384","cogdnotxad","rosmap","1","plum1","EMB","0.734"
"385","cogdnotxad","rosmap","1","plum1","KIF3A","0.937"
"386","cogdnotxad","rosmap","1","plum1","MAPK9","0.691"
"387","cogdnotxad","rosmap","1","plum1","MTX3","0.982"
"388","cogdnotxad","rosmap","1","plum1","NDFIP1","0.347"
"389","cogdnotxad","rosmap","1","plum1","NNT","0.764"
"390","cogdnotxad","rosmap","1","plum1","PAIP2","0.08522"
"391","cogdnotxad","rosmap","1","plum1","PANK3","0.534"
"392","cogdnotxad","rosmap","1","plum1","PCDHA4","0.00072"
"393","cogdnotxad","rosmap","1","plum1","PJA2","0.652"
"394","cogdnotxad","rosmap","1","plum1","SKP1","0.428"
"395","cogdnotxad","rosmap","1","plum1","SLC25A46","0.709"
"396","cogdnotxad","rosmap","1","plum1","SRD5A1","0.245"
"397","cogdnotxad","rosmap","1","plum1","TRIM23","0.45794"
"398","cogdnotxad","rosmap","1","plum1","VDAC1","0.15305"
"399","cogdnotxad","rosmap","1","plum1","WDR41","0.127"
"400","cogdnotxad","rosmap","1","plum1","C6orf120","0.51"
"401","cogdnotxad","rosmap","1","plum1","CCNC","0.09016"
"402","cogdnotxad","rosmap","1","plum1","CD2AP","3.7e-05"
"403","cogdnotxad","rosmap","1","plum1","ECHDC1","0.731"
"404","cogdnotxad","rosmap","1","plum1","HACE1","0.862"
"405","cogdnotxad","rosmap","1","plum1","HMGCLL1","0.694"
"406","cogdnotxad","rosmap","1","plum1","LRP11","0.765"
"407","cogdnotxad","rosmap","1","plum1","PCMT1","0.661"
"408","cogdnotxad","rosmap","1","plum1","PDE10A","0.728"
"409","cogdnotxad","rosmap","1","plum1","SERINC1","0.411"
"410","cogdnotxad","rosmap","1","plum1","STX7","0.576"
"411","cogdnotxad","rosmap","1","plum1","VTA1","0.07837"
