XtID,tID,Gene_Symbol
X3990927,3990927,ARHGAP36
X3158847,3158847,ARHGAP39
X4026842,4026842,ARHGAP4
X3884755,3884755,ARHGAP40
X3346147,3346147,ARHGAP42
X3531479,3531479,ARHGAP5
X3999568,3999568,ARHGAP6
X3948259,3948259,ARHGAP8
X3458551,3458551,ARHGAP9
X3445786,3445786,ARHGDIB
X3642707,3642707,ARHGDIG
X3642747,3642747,ARHGDIG
X3834519,3834519,ARHGEF1
X3082874,3082874,ARHGEF10
X3082954,3082954,ARHGEF10
X2322957,2322957,ARHGEF10L
X2438657,2438657,ARHGEF11
X3352503,3352503,ARHGEF12
X3709604,3709604,ARHGEF15
X2317246,2317246,ARHGEF16
X3339812,3339812,ARHGEF17
X3818732,3818732,ARHGEF18
X2437801,2437801,ARHGEF2
X2437863,2437863,ARHGEF2
X2677723,2677723,ARHGEF3
X2478039,2478039,ARHGEF33
X2478044,2478044,ARHGEF33
X2478048,2478048,ARHGEF33
X2478050,2478050,ARHGEF33
X2478064,2478064,ARHGEF33
X3077573,3077573,ARHGEF35
X2835166,2835166,ARHGEF37
X2505833,2505833,ARHGEF4
X3029646,3029646,ARHGEF5
X4023467,4023467,ARHGEF6
X3501661,3501661,ARHGEF7
X4010511,4010511,ARHGEF9
X2326640,2326640,ARID1A
X2932928,2932928,ARID1B
X3412699,3412699,ARID2
X3815278,3815278,ARID3A
X3601675,3601675,ARID3B
X3537884,3537884,ARID4A
X2461786,2461786,ARID4B
X2494537,2494537,ARID5A
X2494585,2494585,ARID5A
X3248532,3248532,ARID5B
X3600744,3600744,ARIH1
X2621827,2621827,ARIH2
X3468009,3468009,ARL1
X2842530,2842530,ARL10
X3984599,3984599,ARL13A
X2632453,2632453,ARL13B
X2856634,2856634,ARL15
X3774148,3774148,ARL16
X3760268,3760268,ARL17A
X3760342,3760342,ARL17A
X3767169,3767169,ARL17A
X3334783,3334783,ARL2
X3662650,3662650,ARL2BP
X3304475,3304475,ARL3
X2990464,2990464,ARL4A
X2604390,2604390,ARL4C
X3722535,3722535,ARL4D
X2581304,2581304,ARL5A
X2581320,2581320,ARL5A
X3237548,3237548,ARL5B
X3755571,3755571,ARL5C
X2632919,2632919,ARL6
X3683037,3683037,ARL6IP1
X3435681,3435681,ARL6IP4
X2628682,2628682,ARL6IP5
X2510884,2510884,ARL6IP6
X2451139,2451139,ARL8A
X2608765,2608765,ARL8B
X2728271,2728271,ARL9
X3138414,3138414,ARMC1
X3017080,3017080,ARMC10
X2920619,2920619,ARMC2
X3238702,3238702,ARMC3
X3282519,3282519,ARMC4
X3657168,3657168,ARMC5
X3825496,3825496,ARMC6
X3734683,3734683,ARMC7
X2644461,2644461,ARMC8
X2531779,2531779,ARMC9
X3984907,3984907,ARMCX1
X4015884,4015884,ARMCX2
X3984945,3984945,ARMCX3
X3984789,3984789,ARMCX4
X3984840,3984840,ARMCX4
X3985218,3985218,ARMCX5
X3985250,3985250,ARMCX5
X3985281,3985281,ARMCX5
X4015838,4015838,ARMCX6
X2434633,2434633,ARNT
X3604006,3604006,ARNT2
X3635348,3635348,ARNT2
X3321150,3321150,ARNTL
X3409127,3409127,ARNTL2
X3014714,3014714,ARPC1B
X2527606,2527606,ARPC2
X2609960,2609960,ARPC4
X2447454,2447454,ARPC5
X3188993,3188993,ARPC5L
X3624697,3624697,ARPP19
X2616596,2616596,ARPP-21
X3980522,3980522,ARR3
X3382216,3382216,ARRB1
X3707095,3707095,ARRB2
X3195363,3195363,ARRDC1
X3824713,3824713,ARRDC2
X2866704,2866704,ARRDC3
X3610611,3610611,ARRDC4
X3966143,3966143,ARSA
X2863964,2863964,ARSB
X3997738,3997738,ARSD
X3997780,3997780,ARSE
X3967018,3967018,ARSF
X3732793,3732793,ARSG
X3768474,3768474,ARSG
X3967008,3967008,ARSH
X2782694,2782694,ARSJ
X2820865,2820865,ARSK
X2731928,2731928,ART3
X3359881,3359881,ART5
X2333574,2333574,ARTN
X2385095,2385095,ARV1
X3952956,3952956,ARVCF
X4003155,4003155,ARX
X3261923,3261923,AS3MT
X3126087,3126087,ASAH1
X3289189,3289189,ASAH2
X3246828,3246828,ASAH2B
X3395464,3395464,ASAM
X3153428,3153428,ASAP1
X3153633,3153633,ASAP1IT1
X2468811,2468811,ASAP2
X2401384,2401384,ASAP3
X2534865,2534865,ASB1
X3079438,3079438,ASB10
X4010646,4010646,ASB12
X3275042,3275042,ASB13
X3021696,3021696,ASB15
X2604953,2604953,ASB18
X3577443,3577443,ASB2
X2553192,2553192,ASB3
X3013498,3013498,ASB4
X2794704,2794704,ASB5
X3227014,3227014,ASB6
X3611506,3611506,ASB7
X3453036,3453036,ASB8
X3293887,3293887,ASCC1
X3957003,3957003,ASCC2
X2966636,2966636,ASCC3
X3429008,3429008,ASCL1
X3359224,3359224,ASCL2
X3362118,3362118,ASCL3
X2450659,2450659,ASCL5
X2923359,2923359,ASF1A
X3852565,3852565,ASF1B
X3743371,3743371,ASGR1
X3743340,3743340,ASGR2
X2437417,2437417,ASH1L
X3094447,3094447,ASH2L
X3882823,3882823,ASIP
X3005363,3005363,ASL
X3821847,3821847,ASNA1
X3062576,3062576,ASNS
X2519860,2519860,ASNSD1
X3706659,3706659,ASPA
X3868518,3868518,ASPDH
X3554061,3554061,ASPG
X3137530,3137530,ASPH
X3655771,3655771,ASPHD1
X3940992,3940992,ASPHD2
X3214845,3214845,ASPN
X2558355,2558355,ASPRV1
X3738353,3738353,ASPSCR1
X3333443,3333443,ASRGL1
X3191523,3191523,ASS1
X2695295,2695295,ASTE1
X2565099,2565099,ASTL
X2445357,2445357,ASTN1
X3222534,3222534,ASTN2
X3881874,3881874,ASXL1
X2544925,2544925,ASXL2
X3784061,3784061,ASXL3
X3784085,3784085,ASXL3
X3784087,3784087,ASXL3
X3299255,3299255,ATAD1
X3151534,3151534,ATAD2
X2544012,2544012,ATAD2B
X2544038,2544038,ATAD2B
X2544042,2544042,ATAD2B
X2544044,2544044,ATAD2B
X2544046,2544046,ATAD2B
X2544050,2544050,ATAD2B
X2544060,2544060,ATAD2B
X2544062,2544062,ATAD2B
X2544066,2544066,ATAD2B
X2544075,2544075,ATAD2B
X2544079,2544079,ATAD2B
X2544085,2544085,ATAD2B
X2544087,2544087,ATAD2B
X2544091,2544091,ATAD2B
X2543989,2543989,ATAD2B
X3716893,3716893,ATAD5
X3817186,3817186,ATCAY
X3310413,3310413,ATE1
X3414695,3414695,ATF1
X2588066,2588066,ATF2
X2379132,2379132,ATF3
X3945914,3945914,ATF4
X3839103,3839103,ATF5
X2363919,2363919,ATF6
X2949622,2949622,ATF6B
X3456260,3456260,ATF7
X3456306,3456306,ATF7
X3406015,3406015,ATF7IP
X3406127,3406127,ATF7IP
X3647827,3647827,ATF7IP2
X2818212,2818212,ATG10
X2871923,2871923,ATG12
X2532793,2532793,ATG16L1
X3339605,3339605,ATG16L2
X3377266,3377266,ATG2A
X3578278,3578278,ATG2B
X2688759,2688759,ATG3
X3986672,3986672,ATG4A
X2339511,2339511,ATG4C
X3820571,3820571,ATG4D
X2967550,2967550,ATG5
X2610732,2610732,ATG7
X2662956,2662956,ATG7
X2599955,2599955,ATG9A
X3079257,3079257,ATG9B
X3315607,3315607,ATHL1
X2526759,2526759,ATIC
X3535186,3535186,ATL1
X2548776,2548776,ATL2
X3376556,3376556,ATL3
X3376558,3376558,ATL3
X3376560,3376560,ATL3
X3347658,3347658,ATM
X2659269,2659269,ATMIN
X2659814,2659814,ATMIN
X3670668,3670668,ATMIN
X3403045,3403045,ATN1
X3292561,3292561,ATOH7
X2882196,2882196,ATOX1
X3614305,3614305,ATP10A
X2884727,2884727,ATP10B
X2726072,2726072,ATP10D
X3502156,3502156,ATP11A
X2654815,2654815,ATP11B
X2654855,2654855,ATP11B
X4024160,4024160,ATP11C
X3855910,3855910,ATP13A1
X2398736,2398736,ATP13A2
X2711644,2711644,ATP13A3
X2711205,2711205,ATP13A4
X2711218,2711218,ATP13A4
X2711225,2711225,ATP13A4
X2711139,2711139,ATP13A5
X2353477,2353477,ATP1A1
X2362892,2362892,ATP1A2
X3863342,3863342,ATP1A3
X2366422,2366422,ATP1B1
X3708938,3708938,ATP1B2
X2645764,2645764,ATP1B3
X3655060,3655060,ATP2A1
X3431483,3431483,ATP2A2
X3741800,3741800,ATP2A3
X3464983,3464983,ATP2B1
X2662696,2662696,ATP2B2
X2662698,2662698,ATP2B2
X3995666,3995666,ATP2B3
X2375706,2375706,ATP2B4
X2642325,2642325,ATP2C1
X3671727,3671727,ATP2C2
X3859832,3859832,ATP4A
X3806253,3806253,ATP5A1
X3458033,3458033,ATP5B
X3234140,3234140,ATP5C1
X3815610,3815610,ATP5D
X3911795,3911795,ATP5E
X2351817,2351817,ATP5F1
X3725456,3725456,ATP5G1
X3456313,3456313,ATP5G2
X2588127,2588127,ATP5G3
X2756497,2756497,ATP5I
X3927175,3927175,ATP5J
X3063305,3063305,ATP5J2
X3351359,3351359,ATP5L
X3962560,3962560,ATP5L2
X3929931,3929931,ATP5O
X3535125,3535125,ATP5S
X3863087,3863087,ATP5SL
X3996381,3996381,ATP6AP1
X2818281,2818281,ATP6AP1L
X3974556,3974556,ATP6AP2
X3721718,3721718,ATP6V0A1
X3436021,3436021,ATP6V0A2
X3436068,3436068,ATP6V0A2
X3436070,3436070,ATP6V0A2
X3075381,3075381,ATP6V0A4
X2333658,2333658,ATP6V0B
X3644887,3644887,ATP6V0C
X3695699,3695699,ATP6V0D1
X3105749,3105749,ATP6V0D2
X2841284,2841284,ATP6V0E1
X3031181,3031181,ATP6V0E2
X3078803,3078803,ATP6V0E2
X2636589,2636589,ATP6V1A
X3088544,3088544,ATP6V1B2
X3110171,3110171,ATP6V1C1
X3569200,3569200,ATP6V1D
X3951887,3951887,ATP6V1E1
X3023211,3023211,ATP6V1F
X3186191,3186191,ATP6V1G1
X2949038,2949038,ATP6V1G2
X2449922,2449922,ATP6V1G3
X3135452,3135452,ATP6V1H
X3982423,3982423,ATP7A
X3514736,3514736,ATP7B
X2767378,2767378,ATP8A1
X3482274,3482274,ATP8A2
X3482443,3482443,ATP8A2
X3789824,3789824,ATP8B1
X3809826,3809826,ATP8B1
X2360206,2360206,ATP8B2
X3845439,3845439,ATP8B3
X3623552,3623552,ATP8B4
X3167851,3167851,ATP8B5P
X3909642,3909642,ATP9A
X3795045,3795045,ATP9B
X3795173,3795173,ATP9B
X3795177,3795177,ATP9B
X2410903,2410903,ATPAF1
X3748126,3748126,ATPAF2
X3617920,3617920,ATPBD4
X2327375,2327375,ATPIF1
X2698844,2698844,ATR
X2621705,2621705,ATRIP
X3874313,3874313,ATRN
X3265565,3265565,ATRNL1
X4013224,4013224,ATRX
X2943434,2943434,ATXN1
X3948754,3948754,ATXN10
X3667739,3667739,ATXN1L
X3471588,3471588,ATXN2
X3654859,3654859,ATXN2L
X3576889,3576889,ATXN3
X2627390,2627390,ATXN7
X3066496,3066496,ATXN7L1
X3066593,3066593,ATXN7L1
X3066595,3066595,ATXN7L1
X3066597,3066597,ATXN7L1
X3066613,3066613,ATXN7L1
X2350741,2350741,ATXN7L2
X3758940,3758940,ATXN7L3
X3422703,3422703,ATXN7L3B
X3493047,3493047,ATXN8OS
X3517051,3517051,ATXN8OS
X3214359,3214359,AUH
X2560254,2560254,AUP1
X3910785,3910785,AURKA
X3744263,3744263,AURKB
X3843122,3843122,AURKC
X3006572,3006572,AUTS2
X3617170,3617170,AVEN
X3458857,3458857,AVIL
X2996033,2996033,AVL9
X3302495,3302495,AVPI1
X3459722,3459722,AVPR1A
X3996047,3996047,AVPR2
X4011569,4011569,AWAT2
X3675047,3675047,AXIN1
X3767465,3767465,AXIN2
X3767478,3767478,AXIN2
X3767480,3767480,AXIN2
X3767527,3767527,AXIN2
X3834046,3834046,AXL
X3063589,3063589,AZGP1
X3773658,3773658,AZI1
X2614913,2614913,AZI2
X2667181,2667181,AZI2
X3147591,3147591,AZIN1
X3592023,3592023,B2M
X2703377,2703377,B3GALNT1
X2386418,2386418,B3GALNT2
X2461891,2461891,B3GALNT2
X2513925,2513925,B3GALT1
X2449104,2449104,B3GALT2
X2903574,2903574,B3GALT4
X3921490,3921490,B3GALT5
X2315633,2315633,B3GALT6
X3484296,3484296,B3GALTL
X3399678,3399678,B3GAT1
X2960303,2960303,B3GAT2
X3375935,3375935,B3GAT3
X3378228,3378228,B3GNT1
X2484841,2484841,B3GNT2
X3824596,3824596,B3GNT3
X3435267,3435267,B3GNT4
X2654967,2654967,B3GNT5
X3341137,3341137,B3GNT6
X3695424,3695424,B3GNT9
X3775425,3775425,B3GNTL1
X3418394,3418394,B4GALNT1
X3458697,3458697,B4GALNT1
X3458700,3458700,B4GALNT1
X3400236,3400236,B4GALNT3
X3315712,3315712,B4GALNT4
X3203413,3203413,B4GALT1
X2333678,2333678,B4GALT2
X2440664,2440664,B4GALT3
X2690776,2690776,B4GALT4
X3908963,3908963,B4GALT5
X3803120,3803120,B4GALT6
X2843283,2843283,B4GALT7
X3748767,3748767,B9D1
X3110217,3110217,BAALC
X3218041,3218041,BAAT
X3393257,3393257,BACE1
X3921933,3921933,BACE2
X3917305,3917305,BACH1
X3917328,3917328,BACH1
X3917337,3917337,BACH1
X2964553,2964553,BACH2
X3376832,3376832,BAD
X3203482,3203482,BAG1
X2911372,2911372,BAG2
X3267314,3267314,BAG3
X3094494,3094494,BAG4
X3580791,3580791,BAG5
X3737874,3737874,BAHCC1
X3589947,3589947,BAHD1
X3119017,3119017,BAI1
X2404693,2404693,BAI2
X2912416,2912416,BAI3
X3737697,3737697,BAIAP2
X3062868,3062868,BAIAP2L1
X3960356,3960356,BAIAP2L2
X3643752,3643752,BAIAP3
X2950753,2950753,BAK1
X3240452,3240452,BAMBI
X3878076,3878076,BANF2
X2737596,2737596,BANK1
X3673091,3673091,BANP
X2676092,2676092,BAP1
X2598099,2598099,BARD1
X3192495,3192495,BARHL1
X2422398,2422398,BARHL2
X3355956,3355956,BARX2
X3882343,3882343,BASE
X2803329,2803329,BASP1
X2902463,2902463,BAT2
X2367154,2367154,BAT2D1
X3192062,3192062,BAT2L1
X3192115,3192115,BAT2L1
X3192117,3192117,BAT2L1
X3227634,3227634,BAT2L1
X2949148,2949148,BAT3
X2949210,2949210,BAT4
X2949256,2949256,BAT5
X3377358,3377358,BATF2
X2454818,2454818,BATF3
X3838067,3838067,BAX
X3560711,3560711,BAZ1A
X3056044,3056044,BAZ1B
X3457947,3457947,BAZ2A
X2583014,2583014,BAZ2B
X3324453,3324453,BBOX1
X3336277,3336277,BBS1
X3462930,3462930,BBS10
X2742093,2742093,BBS12
X3692928,3692928,BBS2
X3600960,3600960,BBS4
X2514365,2514365,BBS5
X2784131,2784131,BBS7
X2996321,2996321,BBS9
X2634965,2634965,BBX
X3842712,3842712,BC036928
X3835777,3835777,BCAM
X2361635,2361635,BCAN
X3018535,3018535,BCAP29
X4026669,4026669,BCAP31
X3699426,3699426,BCAR1
X2423422,2423422,BCAR3
X3910358,3910358,BCAS1
X3910360,3910360,BCAS1
X2429147,2429147,BCAS2
X3729569,3729569,BCAS3
X3729891,3729891,BCAS3
X3888850,3888850,BCAS4
X3447694,3447694,BCAT1
X3867415,3867415,BCAT2
X3269662,3269662,BCCIP
X3454145,3454145,BCDIN3D
X3454147,3454147,BCDIN3D
X2703902,2703902,BCHE
X3834205,3834205,BCKDHA
X2914820,2914820,BCKDHB
X3656829,3656829,BCKDK
X2420808,2420808,BCL10
X2554975,2554975,BCL11A
X3579114,3579114,BCL11B
X3811339,3811339,BCL2
X3635198,3635198,BCL2A1
X3902489,3902489,BCL2L1
X3624410,3624410,BCL2L10
X2500275,2500275,BCL2L11
X3936256,3936256,BCL2L13
X3405207,3405207,BCL2L14
X2428837,2428837,BCL2L15
X2428839,2428839,BCL2L15
X2428841,2428841,BCL2L15
X3529064,3529064,BCL2L2
X3835726,3835726,BCL3
X2709778,2709778,BCL6
X3435154,3435154,BCL7A
X3056108,3056108,BCL7B
X3688038,3688038,BCL7C
X3612694,3612694,BCL8
X2356818,2356818,BCL9
X3393993,3393993,BCL9L
X2975680,2975680,BCLAF1
X3670700,3670700,BCMO1
X3348940,3348940,BCO2
X4005392,4005392,BCOR
X3990616,3990616,BCORL1
X4035916,4035916,BCORL2
X3939183,3939183,BCR
X2527939,2527939,BCS1L
X2713382,2713382,BDH1
X2780139,2780139,BDH2
X2780143,2780143,BDH2
X3550307,3550307,BDKRB1
X3550278,3550278,BDKRB2
X3367231,3367231,BDNF
X3324563,3324563,BDNFOS
X2814527,2814527,BDP1
X3664719,3664719,BEAN
X3664764,3664764,BEAN
X3758157,3758157,BECN1
X3579610,3579610,BEGAIN
X4001336,4001336,BEND2
X2967769,2967769,BEND3
X2767291,2767291,BEND4
X2767293,2767293,BEND4
X2767295,2767295,BEND4
X2411799,2411799,BEND5
X2911226,2911226,BEND6
X3278305,3278305,BEND7
X3333309,3333309,BEST1
X3461496,3461496,BEST3
X3061651,3061651,BET1
X3061684,3061684,BET1
X3357723,3357723,BET1L
X2971106,2971106,BET3L
X4016308,4016308,BEX1
X4016428,4016428,BEX2
X3985490,3985490,BEX4
X4016057,4016057,BEX5
X4016063,4016063,BEX5
X3096803,3096803,BEYLA
X3649245,3649245,BFAR
X3899111,3899111,BFSP1
X2643095,2643095,BFSP2
X2361401,2361401,BGLAP
X3995633,3995633,BGN
X3985320,3985320,BHLHB9
X3101153,3101153,BHLHE22
X2608725,2608725,BHLHE40
X3448088,3448088,BHLHE41
X2817251,2817251,BHMT
X2817212,2817212,BHMT2
X3247818,3247818,BICC1
X3410445,3410445,BICD1
X3214984,3214984,BICD2
X3951927,3951927,BID
X2574646,2574646,BIN1
X3454841,3454841,BIN2
X3127523,3127523,BIN3
X3346584,3346584,BIRC2
X3346548,3346548,BIRC3
X3736290,3736290,BIRC5
X2476219,2476219,BIRC6
X3499585,3499585,BIVM
X3904928,3904928,BLCAP
X3395198,3395198,BLID
X3085990,3085990,BLK
X3608298,3608298,BLM
X3751830,3751830,BLMH
X3301713,3301713,BLNK
X3416909,3416909,BLOC1S1
X3303392,3303392,BLOC1S2
X3836135,3836135,BLOC1S3
X2999544,2999544,BLVRA
X3862661,3862661,BLVRB
X2366490,2366490,BLZF1
X3619229,3619229,BMF
X3238491,3238491,BMI1
X3089215,3089215,BMP1
X3875423,3875423,BMP2
X2732942,2732942,BMP2K
X2733483,2733483,BMP3
X3565206,3565206,BMP4
X2958172,2958172,BMP5
X2893895,2893895,BMP6
X3910980,3910980,BMP7
X2331558,2331558,BMP8A
X2996563,2996563,BMPER
X3256074,3256074,BMPR1A
X2736462,2736462,BMPR1B
X2523213,2523213,BMPR2
X3243708,3243708,BMS1
X3294711,3294711,BMS1P4
X3200009,3200009,BNC2
X3200040,3200040,BNC2
X2841528,2841528,BNIP1
X3627076,3627076,BNIP2
X3314040,3314040,BNIP3
X3091000,3091000,BNIP3L
X2358646,2358646,BNIPL
X2636319,2636319,BOC
X2887633,2887633,BOD1
X2761285,2761285,BOD1L
X2761321,2761321,BOD1L
X2761347,2761347,BOD1L
X3789616,3789616,BOD1P
X2536625,2536625,BOK
X2607307,2607307,BOKAS
X2357961,2357961,BOLA1
X2559792,2559792,BOLA3
X2340423,2340423,BPA-1
X2644869,2644869,BPESC1
X3025500,3025500,BPGM
X2892393,2892393,BPHL
X3884510,3884510,BPI
X3884524,3884524,BPI
X3882190,3882190,BPIL1
X3958422,3958422,BPIL2
X2456805,2456805,BPNT1
X3732448,3732448,BPTF
X3076340,3076340,BRAF
X3471704,3471704,BRAP
X3758317,3758317,BRCA1
X3484641,3484641,BRCA2
X3996755,3996755,BRCC3
X3965314,3965314,BRD1
X2903343,2903343,BRD2
X3229042,3229042,BRD3
X3853193,3853193,BRD4
X2877257,2877257,BRD8
X2845591,2845591,BRD9
X2346575,2346575,BRDT
X2474791,2474791,BRE
X3581515,3581515,BRF1
X3131720,3131720,BRF2
X3436544,3436544,BRI3BP
X3765580,3765580,BRIP1
X2806231,2806231,BRIX1
X3378210,3378210,BRMS1
X3532560,3532560,BRMS1L
X2442858,2442858,BRP44
X2984616,2984616,BRP44L
X2609870,2609870,BRPF1
X2904986,2904986,BRPF3
X3842059,3842059,BRSK1
X3316834,3316834,BRSK2
X3932148,3932148,BRWD1
X4013718,4013718,BRWD3
X4013722,4013722,BRWD3
X4013724,4013724,BRWD3
X4013728,4013728,BRWD3
X4013730,4013730,BRWD3
X3333595,3333595,BSCL2
X3376054,3376054,BSCL2
X2405036,2405036,BSDC1
X3815014,3815014,BSG
X2622153,2622153,BSN
X2674592,2674592,BSN
X3185593,3185593,BSPRY
X2719617,2719617,BST1
X3854454,3854454,BST2
X3395382,3395382,BSX
X3257938,3257938,BTAF1
X3636470,3636470,BTBD1
X3363645,3363645,BTBD10
X3430455,3430455,BTBD11
X3430460,3430460,BTBD11
X3430462,3430462,BTBD11
X3677702,3677702,BTBD12
X3677726,3677726,BTBD12
X3268222,3268222,BTBD16
X2334215,2334215,BTBD19
X3845620,3845620,BTBD2
X3876645,3876645,BTBD3
X3554592,3554592,BTBD6
X3577277,3577277,BTBD7
X2346657,2346657,BTBD8
X2952497,2952497,BTBD9
X2612401,2612401,BTD
X2815331,2815331,BTF3
X3494465,3494465,BTF3L1
X2336271,2336271,BTF3L4
X3465409,3465409,BTG1
X2375664,2375664,BTG2
X3915479,3915479,BTG3
X3926080,3926080,BTG3
X4015709,4015709,BTK
X2688717,2688717,BTLA
X2899437,2899437,BTN2A1
X2899340,2899340,BTN2A2
X2899393,2899393,BTN2A3
X2899372,2899372,BTN3A1
X2899298,2899298,BTN3A2
X2899333,2899333,BTN3A2
X2899413,2899413,BTN3A3
X2844908,2844908,BTNL9
X3261165,3261165,BTRC
X2570616,2570616,BUB1
X3589697,3589697,BUB1B
X3268669,3268669,BUB3
X3392840,3392840,BUD13
X3014742,3014742,BUD31
X2967249,2967249,BVES
X2906990,2906990,BYSL
X3764289,3764289,BZRAP1
X2522439,2522439,BZW1
X2991103,2991103,BZW2
X3286776,3286776,C10orf10
X3293715,3293715,C10orf105
X3248470,3248470,C10orf107
X3231635,3231635,C10orf108
X3252690,3252690,C10orf11
X3231835,3231835,C10orf110
X3279089,3279089,C10orf111
X3237632,3237632,C10orf112
X3237740,3237740,C10orf112
X3280704,3280704,C10orf113
X3280763,3280763,C10orf114
X3281311,3281311,C10orf115
X3256192,3256192,C10orf116
X3307795,3307795,C10orf118
X3309755,3309755,C10orf119
X3259703,3259703,C10orf12
X3259712,3259712,C10orf12
X3311611,3311611,C10orf122
X3288578,3288578,C10orf128
X3266047,3266047,C10orf134
X3269587,3269587,C10orf137
X3280787,3280787,C10orf140
X3233322,3233322,C10orf18
X3275132,3275132,C10orf18
X3260937,3260937,C10orf2
X3261886,3261886,C10orf26
X3293469,3293469,C10orf27
X3260099,3260099,C10orf28
X3277387,3277387,C10orf31
X3261952,3261952,C10orf32
X3250438,3250438,C10orf35
X3300791,3300791,C10orf4
X3300793,3300793,C10orf4
X3252650,3252650,C10orf41
X3244193,3244193,C10orf44
X3309124,3309124,C10orf46
X3235293,3235293,C10orf47
X3293724,3293724,C10orf54
X3254337,3254337,C10orf57
X3254488,3254488,C10orf58
X3254511,3254511,C10orf58
X3259959,3259959,C10orf62
X3281354,3281354,C10orf67
X3281356,3281356,C10orf67
X3241601,3241601,C10orf68
X3246046,3246046,C10orf71
X3288518,3288518,C10orf72
X3260616,3260616,C10orf75
X3304116,3304116,C10orf76
X3304176,3304176,C10orf76
X3304179,3304179,C10orf76
X3304181,3304181,C10orf76
X3304185,3304185,C10orf76
X3262490,3262490,C10orf78
X3305198,3305198,C10orf79
X3308378,3308378,C10orf82
X3308967,3308967,C10orf84
X3267563,3267563,C10orf85
X3310725,3310725,C10orf88
X3312045,3312045,C10orf90
X3314720,3314720,C10orf93
X3348748,3348748,C11orf1
X3375518,3375518,C11orf10
X3319685,3319685,C11orf17
X3334847,3334847,C11orf2
X3379452,3379452,C11orf24
X3340913,3340913,C11orf30
X3331603,3331603,C11orf31
X3315946,3315946,C11orf35
X3398754,3398754,C11orf39
X3325968,3325968,C11orf41
X3326060,3326060,C11orf41
X3326062,3326062,C11orf41
X3326067,3326067,C11orf41
X3325052,3325052,C11orf46
X3375999,3375999,C11orf48
X3329537,3329537,C11orf49
X3380996,3380996,C11orf51
X3348773,3348773,C11orf52
X3348353,3348353,C11orf53
X3344861,3344861,C11orf54
X3348891,3348891,C11orf57
X3322048,3322048,C11orf58
X3322110,3322110,C11orf58
X3380980,3380980,C11orf59
X3396144,3396144,C11orf61
X3353441,3353441,C11orf63
X3390143,3390143,C11orf65
X3332964,3332964,C11orf66
X3341440,3341440,C11orf67
X3378007,3378007,C11orf68
X3346412,3346412,C11orf70
X3392044,3392044,C11orf71
X3343252,3343252,C11orf73
X3327166,3327166,C11orf74
X3386737,3386737,C11orf75
X3338783,3338783,C11orf76
X3336486,3336486,C11orf80
X3333999,3333999,C11orf84
X3377333,3377333,C11orf85
X3336640,3336640,C11orf86
X3347939,3347939,C11orf87
X3333169,3333169,C11orf9
X3386880,3386880,C11orf90
X3348380,3348380,C11orf93
X3376605,3376605,C11orf95
X3415937,3415937,C12orf10
X3448428,3448428,C12orf11
X3430389,3430389,C12orf23
X3431553,3431553,C12orf24
X3424379,3424379,C12orf26
X3421824,3421824,C12orf28
X3425108,3425108,C12orf29
X3464622,3464622,C12orf29
X3401197,3401197,C12orf32
X3443434,3443434,C12orf33
X3431247,3431247,C12orf34
X3410384,3410384,C12orf35
X3407849,3407849,C12orf39
X3441215,3441215,C12orf4
X3411234,3411234,C12orf40
X3453177,3453177,C12orf41
X3468610,3468610,C12orf42
X3474815,3474815,C12orf43
X3415273,3415273,C12orf44
X3429723,3429723,C12orf45
X3471753,3471753,C12orf47
X3428845,3428845,C12orf48
X3473331,3473331,C12orf49
X3401756,3401756,C12orf5
X3401784,3401784,C12orf5
X3401786,3401786,C12orf5
X3464589,3464589,C12orf50
X3471886,3471886,C12orf51
X3471996,3471996,C12orf51
X3472000,3472000,C12orf51
X3432641,3432641,C12orf52
X3442249,3442249,C12orf53
X3413495,3413495,C12orf54
X3427213,3427213,C12orf55
X3460001,3460001,C12orf56
X3403077,3403077,C12orf57
X3414440,3414440,C12orf62
X3427282,3427282,C12orf63
X3423935,3423935,C12orf64
X3423939,3423939,C12orf64
X3423941,3423941,C12orf64
X3423943,3423943,C12orf64
X3423947,3423947,C12orf64
X3423957,3423957,C12orf64
X3423987,3423987,C12orf64
X3423989,3423989,C12orf64
X3423992,3423992,C12orf64
X3423999,3423999,C12orf64
X3424001,3424001,C12orf64
X3424005,3424005,C12orf64
X3424007,3424007,C12orf64
X3424010,3424010,C12orf64
X3424012,3424012,C12orf64
X3424014,3424014,C12orf64
X3424016,3424016,C12orf64
X3424018,3424018,C12orf64
X3424020,3424020,C12orf64
X3424022,3424022,C12orf64
X3424024,3424024,C12orf64
X3424028,3424028,C12orf64
X3424030,3424030,C12orf64
X3435752,3435752,C12orf65
X3459956,3459956,C12orf66
