"","tissue","which.one","scorecutoff","module","gene","pvalue"
"7289","cogdxad","rosmap","1","royalblue","C1orf56","0.11175"
"7290","cogdxad","rosmap","1","royalblue","C1orf74","0.809"
"7291","cogdxad","rosmap","1","royalblue","CC2D1B","0.24945"
"7292","cogdxad","rosmap","1","royalblue","COG2","0.08796"
"7293","cogdxad","rosmap","1","royalblue","CSRP1","0.125"
"7294","cogdxad","rosmap","1","royalblue","DCLRE1B","0.249"
"7295","cogdxad","rosmap","1","royalblue","EBNA1BP2","0.844"
"7296","cogdxad","rosmap","1","royalblue","EIF2B3","0.10848"
"7297","cogdxad","rosmap","1","royalblue","ERMAP","0.38923"
"7298","cogdxad","rosmap","1","royalblue","FAM46B","0.24821"
"7299","cogdxad","rosmap","1","royalblue","FAM76A","0.06481"
"7300","cogdxad","rosmap","1","royalblue","FMO5","0.87"
"7301","cogdxad","rosmap","1","royalblue","GSTM4","0.823"
"7302","cogdxad","rosmap","1","royalblue","HES5","0.978"
"7303","cogdxad","rosmap","1","royalblue","HPDL","0.816"
"7304","cogdxad","rosmap","1","royalblue","PFKFB2","0.464"
"7305","cogdxad","rosmap","1","royalblue","PINK1","0.536"
"7306","cogdxad","rosmap","1","royalblue","POLR3GL","0.772"
"7307","cogdxad","rosmap","1","royalblue","SCYL3","0.13595"
"7308","cogdxad","rosmap","1","royalblue","SYTL1","0.564"
"7309","cogdxad","rosmap","1","royalblue","TCEA3","0.25476"
"7310","cogdxad","rosmap","1","royalblue","TCHH","0.95"
"7311","cogdxad","rosmap","1","royalblue","TDRD5","0.93"
"7312","cogdxad","rosmap","1","royalblue","TIMM17A","0.675"
"7313","cogdxad","rosmap","1","royalblue","TMEM48","0.04184"
"7314","cogdxad","rosmap","1","royalblue","TSEN15","0.681"
"7315","cogdxad","rosmap","1","royalblue","ZBTB8OS","0.1622"
"7316","cogdxad","rosmap","1","royalblue","ACTR1B","0.786"
"7317","cogdxad","rosmap","1","royalblue","CENPO","0.03557"
"7318","cogdxad","rosmap","1","royalblue","COX5B","0.754"
"7319","cogdxad","rosmap","1","royalblue","ETAA1","0.178"
"7320","cogdxad","rosmap","1","royalblue","FAHD2A","0.453"
"7321","cogdxad","rosmap","1","royalblue","GGCX","0.864"
"7322","cogdxad","rosmap","1","royalblue","KCTD18","0.405"
"7323","cogdxad","rosmap","1","royalblue","MRPL30","0.901"
"7324","cogdxad","rosmap","1","royalblue","NPPC","0.09778"
"7325","cogdxad","rosmap","1","royalblue","OSGEPL1","0.18642"
"7326","cogdxad","rosmap","1","royalblue","PLCD4","0.752"
"7327","cogdxad","rosmap","1","royalblue","RNASEH1","0.396"
"7328","cogdxad","rosmap","1","royalblue","SFT2D3","0.519"
"7329","cogdxad","rosmap","1","royalblue","STK16","0.13082"
"7330","cogdxad","rosmap","1","royalblue","TMEM177","0.1068"
"7331","cogdxad","rosmap","1","royalblue","TMSB10","0.857"
"7332","cogdxad","rosmap","1","royalblue","TUBA3D","0.89"
"7333","cogdxad","rosmap","1","royalblue","USP34","0.781"
"7334","cogdxad","rosmap","1","royalblue","ZAP70","0.436"
"7335","cogdxad","rosmap","1","royalblue","CCDC12","0.814"
"7336","cogdxad","rosmap","1","royalblue","CCDC51","0.591"
"7337","cogdxad","rosmap","1","royalblue","CSPG5","0.246"
"7338","cogdxad","rosmap","1","royalblue","DZIP1L","0.525"
"7339","cogdxad","rosmap","1","royalblue","EAF2","0.912"
"7340","cogdxad","rosmap","1","royalblue","LNP1","0.353"
"7341","cogdxad","rosmap","1","royalblue","PARP3","0.33877"
"7342","cogdxad","rosmap","1","royalblue","PDHB","0.892"
"7343","cogdxad","rosmap","1","royalblue","PIGX","0.21"
"7344","cogdxad","rosmap","1","royalblue","SEC22C","0.0902"
"7345","cogdxad","rosmap","1","royalblue","SUMF1","0.664"
"7346","cogdxad","rosmap","1","royalblue","TUSC2","0.771"
"7347","cogdxad","rosmap","1","royalblue","UQCRC1","0.12844"
"7348","cogdxad","rosmap","1","royalblue","XPC","0.259"
"7349","cogdxad","rosmap","1","royalblue","ARL9","0.528"
"7350","cogdxad","rosmap","1","royalblue","CLGN","0.737"
"7351","cogdxad","rosmap","1","royalblue","FAM53A","0.239"
"7352","cogdxad","rosmap","1","royalblue","JAKMIP1","0.133"
"7353","cogdxad","rosmap","1","royalblue","LRBA","0.426"
"7354","cogdxad","rosmap","1","royalblue","OCIAD2","0.02118"
"7355","cogdxad","rosmap","1","royalblue","PPA2","0.219"
"7356","cogdxad","rosmap","1","royalblue","TMEM129","0.175"
"7357","cogdxad","rosmap","1","royalblue","COL23A1","0.0721"
"7358","cogdxad","rosmap","1","royalblue","EXOC3","0.00868"
"7359","cogdxad","rosmap","1","royalblue","MYOZ3","0.986"
"7360","cogdxad","rosmap","1","royalblue","NLN","0.654"
"7361","cogdxad","rosmap","1","royalblue","RAD17","0.431"
"7362","cogdxad","rosmap","1","royalblue","RMND5B","0.12304"
"7363","cogdxad","rosmap","1","royalblue","SCGB3A1","0.983"
"7364","cogdxad","rosmap","1","royalblue","ZNF622","0.01626"
"7365","cogdxad","rosmap","1","royalblue","B3GALT4","0.509"
"7366","cogdxad","rosmap","1","royalblue","ENPP1","0.562"
"7367","cogdxad","rosmap","1","royalblue","FKBPL","0.381"
"7368","cogdxad","rosmap","1","royalblue","GNMT","0.396"
"7369","cogdxad","rosmap","1","royalblue","HSF2","0.617"
"7370","cogdxad","rosmap","1","royalblue","LTV1","0.447"
"7371","cogdxad","rosmap","1","royalblue","MCM3","0.591"
"7372","cogdxad","rosmap","1","royalblue","MRPL14","0.836"
"7373","cogdxad","rosmap","1","royalblue","NFKBIL1","0.122"
"7374","cogdxad","rosmap","1","royalblue","RSPO3","0.796"
"7375","cogdxad","rosmap","1","royalblue","RTN4IP1","0.0706"
"7376","cogdxad","rosmap","1","royalblue","SLC35B2","0.933"
"7377","cogdxad","rosmap","1","royalblue","SLC39A7","0.19627"
"7378","cogdxad","rosmap","1","royalblue","TAF8","0.08603"
"7379","cogdxad","rosmap","1","royalblue","TMEM14C","0.36259"
"7380","cogdxad","rosmap","1","royalblue","BLVRA","0.774"
"7381","cogdxad","rosmap","1","royalblue","EIF2AK1","0.354"
"7382","cogdxad","rosmap","1","royalblue","FAM115A","0.482"
"7383","cogdxad","rosmap","1","royalblue","FIS1","0.28686"
"7384","cogdxad","rosmap","1","royalblue","GCK","0.315"
"7385","cogdxad","rosmap","1","royalblue","GPC2","0.000203"
"7386","cogdxad","rosmap","1","royalblue","NCAPG2","0.226"
"7387","cogdxad","rosmap","1","royalblue","PDAP1","0.02232"
"7388","cogdxad","rosmap","1","royalblue","PSMG3","0.00307"
"7389","cogdxad","rosmap","1","royalblue","SLC29A4","0.155"
"7390","cogdxad","rosmap","1","royalblue","ZCWPW1","0.07529"
"7391","cogdxad","rosmap","1","royalblue","ZDHHC4","0.08675"
"7392","cogdxad","rosmap","1","royalblue","ZNF425","0.05487"
"7393","cogdxad","rosmap","1","royalblue","GPT","0.333"
"7394","cogdxad","rosmap","1","royalblue","NDUFB9","0.15811"
"7395","cogdxad","rosmap","1","royalblue","NRG1","0.08007"
"7396","cogdxad","rosmap","1","royalblue","HINT2","0.767"
"7397","cogdxad","rosmap","1","royalblue","NANS","0.576"
"7398","cogdxad","rosmap","1","royalblue","POLE3","0.397"
"7399","cogdxad","rosmap","1","royalblue","PPAPDC2","0.257"
"7400","cogdxad","rosmap","1","royalblue","SDCCAG3","0.598"
"7401","cogdxad","rosmap","1","royalblue","TRUB2","0.08958"
"7402","cogdxad","rosmap","1","royalblue","VCP","0.485"
"7403","cogdxad","rosmap","1","royalblue","ANKRD2","0.146"
"7404","cogdxad","rosmap","1","royalblue","C10orf25","0.514"
"7405","cogdxad","rosmap","1","royalblue","C10orf82","0.367"
"7406","cogdxad","rosmap","1","royalblue","CUTC","0.557"
"7407","cogdxad","rosmap","1","royalblue","DHX32","0.43"
"7408","cogdxad","rosmap","1","royalblue","FAM35A","0.916"
"7409","cogdxad","rosmap","1","royalblue","FGFBP3","0.381"
"7410","cogdxad","rosmap","1","royalblue","FRAT1","0.399"
"7411","cogdxad","rosmap","1","royalblue","GRID1","0.474"
"7412","cogdxad","rosmap","1","royalblue","HPS6","0.846"
"7413","cogdxad","rosmap","1","royalblue","MTG1","0.439"
"7414","cogdxad","rosmap","1","royalblue","NDUFB8","0.166"
"7415","cogdxad","rosmap","1","royalblue","NPM3","0.779"
"7416","cogdxad","rosmap","1","royalblue","NSMCE4A","0.424"
"7417","cogdxad","rosmap","1","royalblue","OBFC1","0.276"
"7418","cogdxad","rosmap","1","royalblue","PAOX","0.247"
"7419","cogdxad","rosmap","1","royalblue","RPP38","0.35"
"7420","cogdxad","rosmap","1","royalblue","SEMA4G","0.07488"
"7421","cogdxad","rosmap","1","royalblue","TYSND1","0.31681"
"7422","cogdxad","rosmap","1","royalblue","ZNF33A","0.974"
"7423","cogdxad","rosmap","1","royalblue","ACY3","0.02599"
"7424","cogdxad","rosmap","1","royalblue","DDB2","0.04762"
"7425","cogdxad","rosmap","1","royalblue","DRAP1","0.07415"
"7426","cogdxad","rosmap","1","royalblue","FEN1","0.56"
"7427","cogdxad","rosmap","1","royalblue","FJX1","0.386"
"7428","cogdxad","rosmap","1","royalblue","HMBS","0.91"
"7429","cogdxad","rosmap","1","royalblue","KAT5","0.231"
"7430","cogdxad","rosmap","1","royalblue","KBTBD4","6e-06"
"7431","cogdxad","rosmap","1","royalblue","LMO1","0.872"
"7432","cogdxad","rosmap","1","royalblue","MTL5","0.826"
"7433","cogdxad","rosmap","1","royalblue","PACSIN3","0.12216"
"7434","cogdxad","rosmap","1","royalblue","POLA2","0.42711"
"7435","cogdxad","rosmap","1","royalblue","PRDX5","0.629"
"7436","cogdxad","rosmap","1","royalblue","SLC36A4","0.434"
"7437","cogdxad","rosmap","1","royalblue","SLC37A4","0.29373"
"7438","cogdxad","rosmap","1","royalblue","TAF6L","0.14"
"7439","cogdxad","rosmap","1","royalblue","TIGD3","0.588"
"7440","cogdxad","rosmap","1","royalblue","TMEM136","0.11094"
"7441","cogdxad","rosmap","1","royalblue","TMPRSS5","0.64"
"7442","cogdxad","rosmap","1","royalblue","ASB8","0.782"
"7443","cogdxad","rosmap","1","royalblue","C12orf66","0.936"
"7444","cogdxad","rosmap","1","royalblue","COQ10A","0.214"
"7445","cogdxad","rosmap","1","royalblue","COX6A1","0.12062"
"7446","cogdxad","rosmap","1","royalblue","DCTN2","0.782"
"7447","cogdxad","rosmap","1","royalblue","GLI1","0.08983"
"7448","cogdxad","rosmap","1","royalblue","MCRS1","0.958"
"7449","cogdxad","rosmap","1","royalblue","MYL6B","0.21466"
"7450","cogdxad","rosmap","1","royalblue","PPP1R1A","0.06225"
"7451","cogdxad","rosmap","1","royalblue","TMEM5","0.868"
"7452","cogdxad","rosmap","1","royalblue","B3GALTL","0.10768"
"7453","cogdxad","rosmap","1","royalblue","DCUN1D2","0.949"
"7454","cogdxad","rosmap","1","royalblue","FLT3","0.533"
"7455","cogdxad","rosmap","1","royalblue","GRTP1","0.271"
"7456","cogdxad","rosmap","1","royalblue","LECT1","0.0022"
"7457","cogdxad","rosmap","1","royalblue","SLC25A15","0.544"
"7458","cogdxad","rosmap","1","royalblue","TUBGCP3","0.727"
"7459","cogdxad","rosmap","1","royalblue","ADCK1","0.261"
"7460","cogdxad","rosmap","1","royalblue","C14orf93","0.0989"
"7461","cogdxad","rosmap","1","royalblue","CKB","0.01008"
"7462","cogdxad","rosmap","1","royalblue","GMPR2","0.302"
"7463","cogdxad","rosmap","1","royalblue","GOLGA5","0.122"
"7464","cogdxad","rosmap","1","royalblue","NEDD8","0.253"
"7465","cogdxad","rosmap","1","royalblue","NUDT14","0.329"
"7466","cogdxad","rosmap","1","royalblue","RABGGTA","0.205"
"7467","cogdxad","rosmap","1","royalblue","C15orf52","0.12427"
"7468","cogdxad","rosmap","1","royalblue","HERC2","0.57848"
"7469","cogdxad","rosmap","1","royalblue","JMJD7","0.1096"
"7470","cogdxad","rosmap","1","royalblue","LARP6","0.36"
"7471","cogdxad","rosmap","1","royalblue","LCMT2","0.41"
"7472","cogdxad","rosmap","1","royalblue","PIF1","0.884"
"7473","cogdxad","rosmap","1","royalblue","PSMA4","0.05975"
"7474","cogdxad","rosmap","1","royalblue","RPUSD2","0.244"
"7475","cogdxad","rosmap","1","royalblue","SNAPC5","0.988"
"7476","cogdxad","rosmap","1","royalblue","TMEM62","0.9"
"7477","cogdxad","rosmap","1","royalblue","ABCA3","0.915"
"7478","cogdxad","rosmap","1","royalblue","ADAT1","0.08927"
"7479","cogdxad","rosmap","1","royalblue","C16orf86","0.887"
"7480","cogdxad","rosmap","1","royalblue","COQ7","0.13157"
"7481","cogdxad","rosmap","1","royalblue","COX4I1","0.244"
"7482","cogdxad","rosmap","1","royalblue","CTF1","0.00332"
"7483","cogdxad","rosmap","1","royalblue","DDX28","0.901"
"7484","cogdxad","rosmap","1","royalblue","HAGH","0.718"
"7485","cogdxad","rosmap","1","royalblue","HIRIP3","0.01191"
"7486","cogdxad","rosmap","1","royalblue","HPR","0.0967"
"7487","cogdxad","rosmap","1","royalblue","NDUFB10","0.307"
"7488","cogdxad","rosmap","1","royalblue","NUBP1","0.875"
"7489","cogdxad","rosmap","1","royalblue","PSMD7","0.939"
"7490","cogdxad","rosmap","1","royalblue","QPRT","0.233"
"7491","cogdxad","rosmap","1","royalblue","RABEP2","0.263"
"7492","cogdxad","rosmap","1","royalblue","SLC38A8","0.793"
"7493","cogdxad","rosmap","1","royalblue","TCEB2","0.671"
"7494","cogdxad","rosmap","1","royalblue","WWOX","0.27212"
"7495","cogdxad","rosmap","1","royalblue","ZKSCAN2","0.07616"
"7496","cogdxad","rosmap","1","royalblue","ZNF689","0.03296"
"7497","cogdxad","rosmap","1","royalblue","ZNF821","0.05333"
"7498","cogdxad","rosmap","1","royalblue","BECN1","0.913"
"7499","cogdxad","rosmap","1","royalblue","CHRNB1","0.852"
"7500","cogdxad","rosmap","1","royalblue","CTNS","0.157"
"7501","cogdxad","rosmap","1","royalblue","CYB5D2","0.199"
"7502","cogdxad","rosmap","1","royalblue","EFCAB5","0.03534"
"7503","cogdxad","rosmap","1","royalblue","ENO3","0.00155"
"7504","cogdxad","rosmap","1","royalblue","FN3K","0.764"
"7505","cogdxad","rosmap","1","royalblue","GHDC","0.925"
"7506","cogdxad","rosmap","1","royalblue","HEXIM2","0.614"
"7507","cogdxad","rosmap","1","royalblue","LSMD1","0.0858"
"7508","cogdxad","rosmap","1","royalblue","MIF4GD","0.75"
"7509","cogdxad","rosmap","1","royalblue","MPP3","0.11567"
"7510","cogdxad","rosmap","1","royalblue","MRPL45","0.448"
"7511","cogdxad","rosmap","1","royalblue","MYH3","0.542"
"7512","cogdxad","rosmap","1","royalblue","NAGLU","0.22862"
"7513","cogdxad","rosmap","1","royalblue","PROCA1","0.618"
"7514","cogdxad","rosmap","1","royalblue","PSMB6","0.251"
"7515","cogdxad","rosmap","1","royalblue","PSMC5","0.138"
"7516","cogdxad","rosmap","1","royalblue","PSMD3","0.462"
"7517","cogdxad","rosmap","1","royalblue","RILP","0.14206"
"7518","cogdxad","rosmap","1","royalblue","SLC13A5","0.753"
"7519","cogdxad","rosmap","1","royalblue","SNF8","0.662"
"7520","cogdxad","rosmap","1","royalblue","SPAG7","0.00345"
"7521","cogdxad","rosmap","1","royalblue","SSH2","0.04404"
"7522","cogdxad","rosmap","1","royalblue","ZNF624","0.181"
"7523","cogdxad","rosmap","1","royalblue","AFG3L2","0.25375"
"7524","cogdxad","rosmap","1","royalblue","AKAP8","0.316"
"7525","cogdxad","rosmap","1","royalblue","C19orf40","0.737"
"7526","cogdxad","rosmap","1","royalblue","C19orf54","0.88"
"7527","cogdxad","rosmap","1","royalblue","CDKN2D","0.243"
"7528","cogdxad","rosmap","1","royalblue","CNFN","0.691"
"7529","cogdxad","rosmap","1","royalblue","COX7A1","0.809"
"7530","cogdxad","rosmap","1","royalblue","CREB3L3","0.05385"
"7531","cogdxad","rosmap","1","royalblue","DHPS","0.894"
"7532","cogdxad","rosmap","1","royalblue","DLL3","0.03834"
"7533","cogdxad","rosmap","1","royalblue","DNASE2","0.644"
"7534","cogdxad","rosmap","1","royalblue","EIF3K","0.247"
"7535","cogdxad","rosmap","1","royalblue","FBL","0.508"
"7536","cogdxad","rosmap","1","royalblue","GPR108","0.964"
"7537","cogdxad","rosmap","1","royalblue","GPX4","0.000143"
"7538","cogdxad","rosmap","1","royalblue","MCOLN1","0.717"
"7539","cogdxad","rosmap","1","royalblue","NDUFB7","0.637"
"7540","cogdxad","rosmap","1","royalblue","NDUFS7","0.02887"
"7541","cogdxad","rosmap","1","royalblue","NLRP2","0.00617"
"7542","cogdxad","rosmap","1","royalblue","OCEL1","0.01013"
"7543","cogdxad","rosmap","1","royalblue","OPA3","0.00302"
"7544","cogdxad","rosmap","1","royalblue","PAF1","0.105"
"7545","cogdxad","rosmap","1","royalblue","PIH1D1","0.45"
"7546","cogdxad","rosmap","1","royalblue","PSMC4","0.393"
"7547","cogdxad","rosmap","1","royalblue","SARS2","0.632"
"7548","cogdxad","rosmap","1","royalblue","SULT2B1","0.755"
"7549","cogdxad","rosmap","1","royalblue","TMED1","0.764"
"7550","cogdxad","rosmap","1","royalblue","UQCRFS1","0.891"
"7551","cogdxad","rosmap","1","royalblue","ZNF266","0.1541"
"7552","cogdxad","rosmap","1","royalblue","ZNF428","0.207"
"7553","cogdxad","rosmap","1","royalblue","ZNF584","0.932"
"7554","cogdxad","rosmap","1","royalblue","ZNF799","0.105"
"7555","cogdxad","rosmap","1","royalblue","ADRM1","0.504"
"7556","cogdxad","rosmap","1","royalblue","CHMP4B","0.07623"
"7557","cogdxad","rosmap","1","royalblue","CSRP2BP","0.899"
"7558","cogdxad","rosmap","1","royalblue","EBF4","0.47777"
"7559","cogdxad","rosmap","1","royalblue","IDH3B","0.22755"
"7560","cogdxad","rosmap","1","royalblue","NEURL2","0.261"
"7561","cogdxad","rosmap","1","royalblue","PSMA7","0.485"
"7562","cogdxad","rosmap","1","royalblue","KCNE2","0.655"
"7563","cogdxad","rosmap","1","royalblue","MCM3AP","0.563"
"7564","cogdxad","rosmap","1","royalblue","RRP1","0.835"
"7565","cogdxad","rosmap","1","royalblue","SUMO3","0.428"
"7566","cogdxad","rosmap","1","royalblue","U2AF1","0.31"
"7567","cogdxad","rosmap","1","royalblue","AIFM3","0.12459"
"7568","cogdxad","rosmap","1","royalblue","ATXN10","0.628"
"7569","cogdxad","rosmap","1","royalblue","C22orf28","0.117"
"7570","cogdxad","rosmap","1","royalblue","FOXRED2","0.364"
"7571","cogdxad","rosmap","1","royalblue","GCAT","0.00801"
"7572","cogdxad","rosmap","1","royalblue","H1F0","0.00703"
"7573","cogdxad","rosmap","1","royalblue","HPS4","0.525"
"7574","cogdxad","rosmap","1","royalblue","SAMM50","0.432"
"7575","cogdxad","rosmap","1","royalblue","SMARCB1","0.00689"
"7576","cogdxad","rosmap","1","royalblue","UFD1L","0.20455"
"7577","cogdxad","rosmap","1","royalblue","XRCC6","0.256"
"7578","cogdxad","rosmap","1","skyblue","CCDC17","0.935"
"7579","cogdxad","rosmap","1","skyblue","FAM89A","0.346"
"7580","cogdxad","rosmap","1","skyblue","FBXO2","0.465"
"7581","cogdxad","rosmap","1","skyblue","FHL3","0.502"
"7582","cogdxad","rosmap","1","skyblue","GPR157","0.472"
"7583","cogdxad","rosmap","1","skyblue","ID3","0.899"
"7584","cogdxad","rosmap","1","skyblue","ITGA10","0.701"
"7585","cogdxad","rosmap","1","skyblue","ITPKB","0.817"
"7586","cogdxad","rosmap","1","skyblue","PIK3CD","0.568"
"7587","cogdxad","rosmap","1","skyblue","PRELP","0.942"
"7588","cogdxad","rosmap","1","skyblue","RNF115","0.10137"
"7589","cogdxad","rosmap","1","skyblue","S100A4","0.538"
"7590","cogdxad","rosmap","1","skyblue","S100A6","0.589"
"7591","cogdxad","rosmap","1","skyblue","SAMD11","0.346"
"7592","cogdxad","rosmap","1","skyblue","SMPDL3B","0.306"
"7593","cogdxad","rosmap","1","skyblue","TEKT2","0.414"
"7594","cogdxad","rosmap","1","skyblue","TSPAN1","0.927"
"7595","cogdxad","rosmap","1","skyblue","TTC22","0.242"
"7596","cogdxad","rosmap","1","skyblue","WNT2B","0.507"
"7597","cogdxad","rosmap","1","skyblue","XKR8","0.237"
"7598","cogdxad","rosmap","1","skyblue","CXCR4","0.795"
"7599","cogdxad","rosmap","1","skyblue","DOK1","0.636"
"7600","cogdxad","rosmap","1","skyblue","IGFBP5","0.21647"
"7601","cogdxad","rosmap","1","skyblue","KCNS3","0.31226"
"7602","cogdxad","rosmap","1","skyblue","LYG1","0.592"
"7603","cogdxad","rosmap","1","skyblue","MGAT5","0.349"
"7604","cogdxad","rosmap","1","skyblue","MLPH","0.00159"
"7605","cogdxad","rosmap","1","skyblue","POMC","0.488"
"7606","cogdxad","rosmap","1","skyblue","STON1","0.691"
"7607","cogdxad","rosmap","1","skyblue","WNT6","0.951"
"7608","cogdxad","rosmap","1","skyblue","ABI3BP","0.852"
"7609","cogdxad","rosmap","1","skyblue","EIF4G1","0.382"
"7610","cogdxad","rosmap","1","skyblue","FAM43A","0.168"
"7611","cogdxad","rosmap","1","skyblue","FOXL2","0.556"
"7612","cogdxad","rosmap","1","skyblue","ITGB5","0.84"
"7613","cogdxad","rosmap","1","skyblue","LAMB2","0.23527"
"7614","cogdxad","rosmap","1","skyblue","MGLL","0.347"
"7615","cogdxad","rosmap","1","skyblue","NBEAL2","0.767"
"7616","cogdxad","rosmap","1","skyblue","NT5DC2","0.551"
"7617","cogdxad","rosmap","1","skyblue","PCOLCE2","0.553"
"7618","cogdxad","rosmap","1","skyblue","SFMBT1","0.574"
"7619","cogdxad","rosmap","1","skyblue","SLC6A20","0.248"
"7620","cogdxad","rosmap","1","skyblue","TFDP2","0.523"
"7621","cogdxad","rosmap","1","skyblue","SHISA3","0.09868"
"7622","cogdxad","rosmap","1","skyblue","TNIP2","0.08728"
"7623","cogdxad","rosmap","1","skyblue","ARSB","0.932"
"7624","cogdxad","rosmap","1","skyblue","CARD6","0.423"
"7625","cogdxad","rosmap","1","skyblue","CCDC69","0.972"
"7626","cogdxad","rosmap","1","skyblue","CCNI2","0.875"
"7627","cogdxad","rosmap","1","skyblue","DHFR","0.225"
"7628","cogdxad","rosmap","1","skyblue","FCHSD1","0.08316"
"7629","cogdxad","rosmap","1","skyblue","FLT4","0.98"
"7630","cogdxad","rosmap","1","skyblue","MGAT1","0.142"
"7631","cogdxad","rosmap","1","skyblue","PELO","0.01673"
"7632","cogdxad","rosmap","1","skyblue","PPAP2A","0.445"
"7633","cogdxad","rosmap","1","skyblue","SAP30L","0.579"
"7634","cogdxad","rosmap","1","skyblue","SLC12A7","0.25515"
"7635","cogdxad","rosmap","1","skyblue","SPARC","0.485"
"7636","cogdxad","rosmap","1","skyblue","STK10","0.752"
"7637","cogdxad","rosmap","1","skyblue","THG1L","0.654"
"7638","cogdxad","rosmap","1","skyblue","WDR55","0.000887"
"7639","cogdxad","rosmap","1","skyblue","BRD2","0.29701"
"7640","cogdxad","rosmap","1","skyblue","COL9A1","0.719"
"7641","cogdxad","rosmap","1","skyblue","CYB5R4","0.64"
"7642","cogdxad","rosmap","1","skyblue","DDAH2","0.271"
"7643","cogdxad","rosmap","1","skyblue","DUSP22","0.501"
"7644","cogdxad","rosmap","1","skyblue","FANCE","0.492"
"7645","cogdxad","rosmap","1","skyblue","GCNT2","0.03606"
"7646","cogdxad","rosmap","1","skyblue","HEY2","0.279"
"7647","cogdxad","rosmap","1","skyblue","MDFI","0.379"
"7648","cogdxad","rosmap","1","skyblue","MTRF1L","0.0768"
"7649","cogdxad","rosmap","1","skyblue","SLC29A1","0.965"
"7650","cogdxad","rosmap","1","skyblue","TCF19","0.249"
"7651","cogdxad","rosmap","1","skyblue","TXNDC5","0.888"
"7652","cogdxad","rosmap","1","skyblue","ZSCAN16","0.10567"
"7653","cogdxad","rosmap","1","skyblue","BRI3","0.609"
"7654","cogdxad","rosmap","1","skyblue","C7orf49","0.03517"
"7655","cogdxad","rosmap","1","skyblue","CARD11","0.814"
"7656","cogdxad","rosmap","1","skyblue","CHST12","0.21"
"7657","cogdxad","rosmap","1","skyblue","COL1A2","0.871"
"7658","cogdxad","rosmap","1","skyblue","FZD9","0.413"
"7659","cogdxad","rosmap","1","skyblue","GIMAP8","0.266"
"7660","cogdxad","rosmap","1","skyblue","GPER","0.13539"
"7661","cogdxad","rosmap","1","skyblue","PCOLCE","0.24796"
"7662","cogdxad","rosmap","1","skyblue","SDK1","0.829"
"7663","cogdxad","rosmap","1","skyblue","SLC4A2","0.798"
"7664","cogdxad","rosmap","1","skyblue","TRIM56","0.25224"
"7665","cogdxad","rosmap","1","skyblue","YKT6","0.259"
"7666","cogdxad","rosmap","1","skyblue","ZNF394","0.01655"
"7667","cogdxad","rosmap","1","skyblue","ZNF467","0.791"
"7668","cogdxad","rosmap","1","skyblue","ADCY8","0.904"
"7669","cogdxad","rosmap","1","skyblue","ANGPT2","0.401"
"7670","cogdxad","rosmap","1","skyblue","BMP1","0.741"
"7671","cogdxad","rosmap","1","skyblue","C8orf58","0.87"
"7672","cogdxad","rosmap","1","skyblue","CHRAC1","0.996"
"7673","cogdxad","rosmap","1","skyblue","FAM84B","0.329"
"7674","cogdxad","rosmap","1","skyblue","IKBKB","0.785"
"7675","cogdxad","rosmap","1","skyblue","ZFAT","0.966"
"7676","cogdxad","rosmap","1","skyblue","BAG1","0.10035"
"7677","cogdxad","rosmap","1","skyblue","CDC26","0.907"
"7678","cogdxad","rosmap","1","skyblue","COL27A1","0.448"
"7679","cogdxad","rosmap","1","skyblue","FAM129B","0.428"
"7680","cogdxad","rosmap","1","skyblue","GSN","0.22"
"7681","cogdxad","rosmap","1","skyblue","MURC","0.54"
"7682","cogdxad","rosmap","1","skyblue","PKN3","0.20483"
"7683","cogdxad","rosmap","1","skyblue","PTGES","0.716"
"7684","cogdxad","rosmap","1","skyblue","TLN1","0.789"
"7685","cogdxad","rosmap","1","skyblue","AKR1C1","0.217"
"7686","cogdxad","rosmap","1","skyblue","AKR1C2","0.324"
"7687","cogdxad","rosmap","1","skyblue","FBXW4","0.749"
"7688","cogdxad","rosmap","1","skyblue","GRK5","0.823"
"7689","cogdxad","rosmap","1","skyblue","HTR7","0.693"
"7690","cogdxad","rosmap","1","skyblue","C11orf35","0.718"
"7691","cogdxad","rosmap","1","skyblue","C1QTNF5","0.811"
"7692","cogdxad","rosmap","1","skyblue","CD151","0.0183"
"7693","cogdxad","rosmap","1","skyblue","CORO1B","0.12685"
"7694","cogdxad","rosmap","1","skyblue","CTSD","0.04496"
"7695","cogdxad","rosmap","1","skyblue","EHBP1L1","0.07354"
"7696","cogdxad","rosmap","1","skyblue","MAP4K2","0.665"
"7697","cogdxad","rosmap","1","skyblue","MRGPRF","0.1224"
"7698","cogdxad","rosmap","1","skyblue","RASGRP2","0.653"
"7699","cogdxad","rosmap","1","skyblue","SIPA1","0.153"
"7700","cogdxad","rosmap","1","skyblue","SLC43A3","0.392"
"7701","cogdxad","rosmap","1","skyblue","STARD10","0.794"
"7702","cogdxad","rosmap","1","skyblue","TRIM5","0.14069"
"7703","cogdxad","rosmap","1","skyblue","VSIG2","0.402"
"7704","cogdxad","rosmap","1","skyblue","AQP5","0.791"
"7705","cogdxad","rosmap","1","skyblue","ARL6IP4","0.001567"
"7706","cogdxad","rosmap","1","skyblue","CPM","0.05053"
"7707","cogdxad","rosmap","1","skyblue","CRADD","0.907"
"7708","cogdxad","rosmap","1","skyblue","EFCAB4B","0.32258"
