"","tissue","which.one","scorecutoff","module","gene","pvalue"
"1","cogdxad","rosmap","1","yellow","ACBD6","0.251"
"2","cogdxad","rosmap","1","yellow","ADC","0.232"
"3","cogdxad","rosmap","1","yellow","AKR1A1","0.527"
"4","cogdxad","rosmap","1","yellow","APH1A","0.904"
"5","cogdxad","rosmap","1","yellow","B3GALT6","0.506"
"6","cogdxad","rosmap","1","yellow","BEST4","0.18376"
"7","cogdxad","rosmap","1","yellow","C1orf85","0.08916"
"8","cogdxad","rosmap","1","yellow","C1orf86","0.748"
"9","cogdxad","rosmap","1","yellow","CYB5R1","0.439"
"10","cogdxad","rosmap","1","yellow","EPHA10","0.72"
"11","cogdxad","rosmap","1","yellow","FUCA1","0.585"
"12","cogdxad","rosmap","1","yellow","GALE","0.417"
"13","cogdxad","rosmap","1","yellow","GBA","0.949"
"14","cogdxad","rosmap","1","yellow","GPATCH3","0.10189"
"15","cogdxad","rosmap","1","yellow","HMGCL","0.534"
"16","cogdxad","rosmap","1","yellow","HYI","0.866"
"17","cogdxad","rosmap","1","yellow","JMJD4","0.399"
"18","cogdxad","rosmap","1","yellow","MEGF6","0.881"
"19","cogdxad","rosmap","1","yellow","MORN1","0.10503"
"20","cogdxad","rosmap","1","yellow","MRPL55","0.601"
"21","cogdxad","rosmap","1","yellow","MTX1","0.704"
"22","cogdxad","rosmap","1","yellow","NENF","0.327"
"23","cogdxad","rosmap","1","yellow","OAZ3","0.05295"
"24","cogdxad","rosmap","1","yellow","OXCT2","0.82"
"25","cogdxad","rosmap","1","yellow","PEX10","0.829"
"26","cogdxad","rosmap","1","yellow","PMF1","0.09215"
"27","cogdxad","rosmap","1","yellow","PSEN2","0.528"
"28","cogdxad","rosmap","1","yellow","RNPEP","0.405"
"29","cogdxad","rosmap","1","yellow","S100A2","0.469"
"30","cogdxad","rosmap","1","yellow","SLC45A1","0.1048"
"31","cogdxad","rosmap","1","yellow","SPAG17","0.18929"
"32","cogdxad","rosmap","1","yellow","TMEM222","0.597"
"33","cogdxad","rosmap","1","yellow","TMEM52","0.523"
"34","cogdxad","rosmap","1","yellow","TNFRSF14","0.586"
"35","cogdxad","rosmap","1","yellow","ZNF496","0.947"
"36","cogdxad","rosmap","1","yellow","ANKRD39","0.01933"
"37","cogdxad","rosmap","1","yellow","CCDC150","0.761"
"38","cogdxad","rosmap","1","yellow","CHCHD5","0.729"
"39","cogdxad","rosmap","1","yellow","CTDSP1","0.07682"
"40","cogdxad","rosmap","1","yellow","D2HGDH","0.811"
"41","cogdxad","rosmap","1","yellow","DIS3L2","0.03039"
"42","cogdxad","rosmap","1","yellow","HAAO","0.177"
"43","cogdxad","rosmap","1","yellow","NOSTRIN","0.992"
"44","cogdxad","rosmap","1","yellow","PDK1","0.381"
"45","cogdxad","rosmap","1","yellow","PROC","0.542"
"46","cogdxad","rosmap","1","yellow","PSD4","0.26"
"47","cogdxad","rosmap","1","yellow","RAB17","0.02014"
"48","cogdxad","rosmap","1","yellow","RNF25","0.839"
"49","cogdxad","rosmap","1","yellow","SFXN5","0.654"
"50","cogdxad","rosmap","1","yellow","SMARCAL1","0.292"
"51","cogdxad","rosmap","1","yellow","SNTG2","0.27802"
"52","cogdxad","rosmap","1","yellow","THNSL2","0.18247"
"53","cogdxad","rosmap","1","yellow","TMEM18","0.144"
"54","cogdxad","rosmap","1","yellow","ZFAND2B","0.21992"
"55","cogdxad","rosmap","1","yellow","ACAD9","0.481"
"56","cogdxad","rosmap","1","yellow","APEH","0.995"
"57","cogdxad","rosmap","1","yellow","B4GALT4","0.588"
"58","cogdxad","rosmap","1","yellow","CCDC71","0.2913"
"59","cogdxad","rosmap","1","yellow","CHCHD6","0.905"
"60","cogdxad","rosmap","1","yellow","CYB561D2","0.743"
"61","cogdxad","rosmap","1","yellow","DALRD3","0.466"
"62","cogdxad","rosmap","1","yellow","DHFRL1","0.675"
"63","cogdxad","rosmap","1","yellow","GHRL","0.452"
"64","cogdxad","rosmap","1","yellow","GLYCTK","0.794"
"65","cogdxad","rosmap","1","yellow","HRASLS","0.499"
"66","cogdxad","rosmap","1","yellow","IL17RC","0.482"
"67","cogdxad","rosmap","1","yellow","IL17RE","0.356"
"68","cogdxad","rosmap","1","yellow","MAPKAPK3","0.482"
"69","cogdxad","rosmap","1","yellow","MCM2","0.601"
"70","cogdxad","rosmap","1","yellow","MTMR14","0.385"
"71","cogdxad","rosmap","1","yellow","NAT6","0.731"
"72","cogdxad","rosmap","1","yellow","NIT2","0.663"
"73","cogdxad","rosmap","1","yellow","PARL","0.234"
"74","cogdxad","rosmap","1","yellow","RAD54L2","0.149"
"75","cogdxad","rosmap","1","yellow","SLC38A3","0.19821"
"76","cogdxad","rosmap","1","yellow","TREX1","0.30721"
"77","cogdxad","rosmap","1","yellow","AGA","0.433"
"78","cogdxad","rosmap","1","yellow","ALB","0.657"
"79","cogdxad","rosmap","1","yellow","CCDC96","0.17"
"80","cogdxad","rosmap","1","yellow","GRK4","0.263"
"81","cogdxad","rosmap","1","yellow","MFSD7","0.248"
"82","cogdxad","rosmap","1","yellow","MYL5","0.168"
"83","cogdxad","rosmap","1","yellow","B4GALT7","0.0359"
"84","cogdxad","rosmap","1","yellow","CCNH","0.958"
"85","cogdxad","rosmap","1","yellow","DAP","0.895"
"86","cogdxad","rosmap","1","yellow","SIL1","0.621"
"87","cogdxad","rosmap","1","yellow","HLA-DOB","0.08062"
"88","cogdxad","rosmap","1","yellow","NHLRC1","0.516"
"89","cogdxad","rosmap","1","yellow","TREML1","0.00121"
"90","cogdxad","rosmap","1","yellow","ARF5","0.11"
"91","cogdxad","rosmap","1","yellow","ASL","0.12682"
"92","cogdxad","rosmap","1","yellow","ATP6V0E2","0.866"
"93","cogdxad","rosmap","1","yellow","C7orf50","0.382"
"94","cogdxad","rosmap","1","yellow","DBNL","0.679"
"95","cogdxad","rosmap","1","yellow","DNAJC30","0.08288"
"96","cogdxad","rosmap","1","yellow","GATS","0.000257"
"97","cogdxad","rosmap","1","yellow","MAD1L1","0.06026"
"98","cogdxad","rosmap","1","yellow","MOSPD3","0.393"
"99","cogdxad","rosmap","1","yellow","POLM","0.713"
"100","cogdxad","rosmap","1","yellow","POMZP3","0.442"
"101","cogdxad","rosmap","1","yellow","SNX8","0.4"
"102","cogdxad","rosmap","1","yellow","STK31","0.776"
"103","cogdxad","rosmap","1","yellow","SUMF2","0.203"
"104","cogdxad","rosmap","1","yellow","C8orf33","0.00388"
"105","cogdxad","rosmap","1","yellow","CTHRC1","0.474"
"106","cogdxad","rosmap","1","yellow","GPAA1","0.14079"
"107","cogdxad","rosmap","1","yellow","NPM2","0.438"
"108","cogdxad","rosmap","1","yellow","NUDT18","0.639"
"109","cogdxad","rosmap","1","yellow","OPLAH","0.08031"
"110","cogdxad","rosmap","1","yellow","PEBP4","0.913"
"111","cogdxad","rosmap","1","yellow","PYCRL","0.307"
"112","cogdxad","rosmap","1","yellow","SHARPIN","0.14052"
"113","cogdxad","rosmap","1","yellow","TSNARE1","0.278"
"114","cogdxad","rosmap","1","yellow","ZNF517","0.357"
"115","cogdxad","rosmap","1","yellow","ZNF707","0.889"
"116","cogdxad","rosmap","1","yellow","AK1","0.868"
"117","cogdxad","rosmap","1","yellow","BAAT","0.839"
"118","cogdxad","rosmap","1","yellow","C8G","0.781"
"119","cogdxad","rosmap","1","yellow","C9orf156","0.567"
"120","cogdxad","rosmap","1","yellow","C9orf169","0.523"
"121","cogdxad","rosmap","1","yellow","C9orf37","0.343"
"122","cogdxad","rosmap","1","yellow","C9orf43","0.47"
"123","cogdxad","rosmap","1","yellow","C9orf50","0.774"
"124","cogdxad","rosmap","1","yellow","DOLK","0.705"
"125","cogdxad","rosmap","1","yellow","EGFL7","0.2284"
"126","cogdxad","rosmap","1","yellow","FPGS","0.636"
"127","cogdxad","rosmap","1","yellow","LRRC26","0.659"
"128","cogdxad","rosmap","1","yellow","MAN1B1","0.865"
"129","cogdxad","rosmap","1","yellow","NTNG2","0.935"
"130","cogdxad","rosmap","1","yellow","PHYHD1","0.31941"
"131","cogdxad","rosmap","1","yellow","PTGES2","0.444"
"132","cogdxad","rosmap","1","yellow","PTRH1","0.938"
"133","cogdxad","rosmap","1","yellow","SH3GLB2","0.92"
"134","cogdxad","rosmap","1","yellow","SLC27A4","0.09325"
"135","cogdxad","rosmap","1","yellow","SURF2","0.948"
"136","cogdxad","rosmap","1","yellow","TEX10","0.07729"
"137","cogdxad","rosmap","1","yellow","TTC16","0.917"
"138","cogdxad","rosmap","1","yellow","XPA","0.983"
"139","cogdxad","rosmap","1","yellow","C10orf107","0.463"
"140","cogdxad","rosmap","1","yellow","C10orf32","0.446"
"141","cogdxad","rosmap","1","yellow","CCDC147","0.429"
"142","cogdxad","rosmap","1","yellow","COMTD1","0.279"
"143","cogdxad","rosmap","1","yellow","DDX50","0.726"
"144","cogdxad","rosmap","1","yellow","DNAJB12","0.841"
"145","cogdxad","rosmap","1","yellow","FAM24B","0.20573"
"146","cogdxad","rosmap","1","yellow","MGMT","0.20269"
"147","cogdxad","rosmap","1","yellow","PLAC9","0.36339"
"148","cogdxad","rosmap","1","yellow","SFTPD","0.20562"
"149","cogdxad","rosmap","1","yellow","TUBGCP2","0.02421"
"150","cogdxad","rosmap","1","yellow","ACP2","0.02546"
"151","cogdxad","rosmap","1","yellow","ALDH3B1","0.357"
"152","cogdxad","rosmap","1","yellow","ALKBH3","0.949"
"153","cogdxad","rosmap","1","yellow","ARFGAP2","0.14069"
"154","cogdxad","rosmap","1","yellow","BUD13","0.05304"
"155","cogdxad","rosmap","1","yellow","C11orf24","0.681"
"156","cogdxad","rosmap","1","yellow","CD248","0.614"
"157","cogdxad","rosmap","1","yellow","COMMD9","0.22549"
"158","cogdxad","rosmap","1","yellow","DAK","0.456"
"159","cogdxad","rosmap","1","yellow","EFEMP2","0.0565"
"160","cogdxad","rosmap","1","yellow","EML3","0.575"
"161","cogdxad","rosmap","1","yellow","FIBP","0.05293"
"162","cogdxad","rosmap","1","yellow","HRASLS5","0.455"
"163","cogdxad","rosmap","1","yellow","NLRX1","0.977"
"164","cogdxad","rosmap","1","yellow","PEX16","0.09304"
"165","cogdxad","rosmap","1","yellow","PSMC3","3e-06"
"166","cogdxad","rosmap","1","yellow","RNF121","0.66"
"167","cogdxad","rosmap","1","yellow","RPLP2","0.11982"
"168","cogdxad","rosmap","1","yellow","SLC22A6","0.03091"
"169","cogdxad","rosmap","1","yellow","SSSCA1","0.06915"
"170","cogdxad","rosmap","1","yellow","TIRAP","0.535"
"171","cogdxad","rosmap","1","yellow","TMEM134","0.06552"
"172","cogdxad","rosmap","1","yellow","TMEM86A","0.29653"
"173","cogdxad","rosmap","1","yellow","TRIM29","0.12999"
"174","cogdxad","rosmap","1","yellow","TRPT1","0.134"
"175","cogdxad","rosmap","1","yellow","USH1C","0.495"
"176","cogdxad","rosmap","1","yellow","VWCE","0.496"
"177","cogdxad","rosmap","1","yellow","ZDHHC24","0.483"
"178","cogdxad","rosmap","1","yellow","ACADS","0.771"
"179","cogdxad","rosmap","1","yellow","BLOC1S1","0.452"
"180","cogdxad","rosmap","1","yellow","CCDC77","0.693"
"181","cogdxad","rosmap","1","yellow","CD163L1","0.956"
"182","cogdxad","rosmap","1","yellow","GPD1","0.552"
"183","cogdxad","rosmap","1","yellow","H2AFJ","0.69"
"184","cogdxad","rosmap","1","yellow","LPCAT3","0.00218"
"185","cogdxad","rosmap","1","yellow","MBD6","0.613"
"186","cogdxad","rosmap","1","yellow","MVK","0.281"
"187","cogdxad","rosmap","1","yellow","NOC4L","0.549"
"188","cogdxad","rosmap","1","yellow","P2RX4","0.845"
"189","cogdxad","rosmap","1","yellow","PHB2","0.07105"
"190","cogdxad","rosmap","1","yellow","PRKAB1","0.952"
"191","cogdxad","rosmap","1","yellow","PSMD9","0.0383"
"192","cogdxad","rosmap","1","yellow","SLC6A13","0.26985"
"193","cogdxad","rosmap","1","yellow","SPSB2","0.05458"
"194","cogdxad","rosmap","1","yellow","WIBG","0.48"
"195","cogdxad","rosmap","1","yellow","DHRS12","0.181"
"196","cogdxad","rosmap","1","yellow","IFT88","0.226"
"197","cogdxad","rosmap","1","yellow","MIPEP","0.02682"
"198","cogdxad","rosmap","1","yellow","ACOT1","0.57"
"199","cogdxad","rosmap","1","yellow","ACOT2","0.866"
"200","cogdxad","rosmap","1","yellow","ADSSL1","0.244"
"201","cogdxad","rosmap","1","yellow","C14orf79","0.127"
"202","cogdxad","rosmap","1","yellow","C14orf80","0.01591"
"203","cogdxad","rosmap","1","yellow","DEGS2","0.957"
"204","cogdxad","rosmap","1","yellow","DHRS2","0.273"
"205","cogdxad","rosmap","1","yellow","GSTZ1","0.487"
"206","cogdxad","rosmap","1","yellow","RPS6KL1","0.00116"
"207","cogdxad","rosmap","1","yellow","TINF2","0.296"
"208","cogdxad","rosmap","1","yellow","ALDH1A2","0.877"
"209","cogdxad","rosmap","1","yellow","COMMD4","0.346"
"210","cogdxad","rosmap","1","yellow","DNAJC17","0.702"
"211","cogdxad","rosmap","1","yellow","FSIP1","0.03234"
"212","cogdxad","rosmap","1","yellow","PSTPIP1","0.608"
"213","cogdxad","rosmap","1","yellow","ALG1","0.41"
"214","cogdxad","rosmap","1","yellow","APRT","0.582"
"215","cogdxad","rosmap","1","yellow","BCKDK","0.00369"
"216","cogdxad","rosmap","1","yellow","BCL7C","0.00387"
"217","cogdxad","rosmap","1","yellow","C16orf74","0.572"
"218","cogdxad","rosmap","1","yellow","CDT1","0.515"
"219","cogdxad","rosmap","1","yellow","DECR2","0.00235"
"220","cogdxad","rosmap","1","yellow","DUS2L","0.956"
"221","cogdxad","rosmap","1","yellow","FUS","0.00249"
"222","cogdxad","rosmap","1","yellow","HBZ","0.16626"
"223","cogdxad","rosmap","1","yellow","ITFG3","0.02361"
"224","cogdxad","rosmap","1","yellow","KLHDC4","0.619"
"225","cogdxad","rosmap","1","yellow","LRRC29","0.691"
"226","cogdxad","rosmap","1","yellow","METRN","0.08004"
"227","cogdxad","rosmap","1","yellow","MPG","0.98"
"228","cogdxad","rosmap","1","yellow","PARN","0.06523"
"229","cogdxad","rosmap","1","yellow","PMM2","0.456"
"230","cogdxad","rosmap","1","yellow","PRSS27","0.616"
"231","cogdxad","rosmap","1","yellow","PSKH1","0.824"
"232","cogdxad","rosmap","1","yellow","PSMB10","0.69"
"233","cogdxad","rosmap","1","yellow","SEPT1","0.06189"
"234","cogdxad","rosmap","1","yellow","SLC38A7","0.265"
"235","cogdxad","rosmap","1","yellow","SNX29","0.05855"
"236","cogdxad","rosmap","1","yellow","SPNS1","0.346"
"237","cogdxad","rosmap","1","yellow","TBL3","0.377"
"238","cogdxad","rosmap","1","yellow","TELO2","0.482"
"239","cogdxad","rosmap","1","yellow","WWP2","0.03602"
"240","cogdxad","rosmap","1","yellow","ZFPM1","0.678"
"241","cogdxad","rosmap","1","yellow","ZNF629","0.03706"
"242","cogdxad","rosmap","1","yellow","ABCA10","0.38216"
"243","cogdxad","rosmap","1","yellow","ASPSCR1","0.862"
"244","cogdxad","rosmap","1","yellow","AZI1","0.06783"
"245","cogdxad","rosmap","1","yellow","C17orf70","0.603"
"246","cogdxad","rosmap","1","yellow","CCT6B","0.03637"
"247","cogdxad","rosmap","1","yellow","CHMP6","0.989"
"248","cogdxad","rosmap","1","yellow","CNTROB","0.624"
"249","cogdxad","rosmap","1","yellow","COPZ2","0.197"
"250","cogdxad","rosmap","1","yellow","DHRS7B","0.92"
"251","cogdxad","rosmap","1","yellow","DHRS7C","0.236"
"252","cogdxad","rosmap","1","yellow","FAM104A","0.24"
"253","cogdxad","rosmap","1","yellow","G6PC3","0.156"
"254","cogdxad","rosmap","1","yellow","GALK1","0.434"
"255","cogdxad","rosmap","1","yellow","GPRC5C","0.915"
"256","cogdxad","rosmap","1","yellow","GPS1","0.879"
"257","cogdxad","rosmap","1","yellow","INCA1","0.01439"
"258","cogdxad","rosmap","1","yellow","LRRC46","0.563"
"259","cogdxad","rosmap","1","yellow","MARCH10","0.16267"
"260","cogdxad","rosmap","1","yellow","NEK8","0.556"
"261","cogdxad","rosmap","1","yellow","NLE1","0.12877"
"262","cogdxad","rosmap","1","yellow","NPB","0.497"
"263","cogdxad","rosmap","1","yellow","NT5C","0.02912"
"264","cogdxad","rosmap","1","yellow","NT5M","0.821"
"265","cogdxad","rosmap","1","yellow","PLSCR3","0.502"
"266","cogdxad","rosmap","1","yellow","SAP30BP","0.671"
"267","cogdxad","rosmap","1","yellow","SGSH","0.24232"
"268","cogdxad","rosmap","1","yellow","SHBG","0.455"
"269","cogdxad","rosmap","1","yellow","SLC16A11","0.866"
"270","cogdxad","rosmap","1","yellow","SLC25A10","0.36"
"271","cogdxad","rosmap","1","yellow","SLC25A35","0.367"
"272","cogdxad","rosmap","1","yellow","SREBF1","0.194"
"273","cogdxad","rosmap","1","yellow","TAX1BP3","0.05873"
"274","cogdxad","rosmap","1","yellow","TEKT3","0.584"
"275","cogdxad","rosmap","1","yellow","TMEM104","0.15359"
"276","cogdxad","rosmap","1","yellow","TMEM220","0.785"
"277","cogdxad","rosmap","1","yellow","UNK","0.374"
"278","cogdxad","rosmap","1","yellow","ZMYND15","0.835"
"279","cogdxad","rosmap","1","yellow","ZNF232","0.04415"
"280","cogdxad","rosmap","1","yellow","ELAC1","0.888"
"281","cogdxad","rosmap","1","yellow","RTTN","0.325"
"282","cogdxad","rosmap","1","yellow","TTC39C","0.02813"
"283","cogdxad","rosmap","1","yellow","A1BG","0.192"
"284","cogdxad","rosmap","1","yellow","ADCK4","0.665"
"285","cogdxad","rosmap","1","yellow","ALKBH6","0.22674"
"286","cogdxad","rosmap","1","yellow","AP1M2","0.277"
"287","cogdxad","rosmap","1","yellow","ATP5D","0.75"
"288","cogdxad","rosmap","1","yellow","C19orf18","0.263"
"289","cogdxad","rosmap","1","yellow","C19orf48","0.895"
"290","cogdxad","rosmap","1","yellow","C19orf60","0.537"
"291","cogdxad","rosmap","1","yellow","CCDC61","0.30863"
"292","cogdxad","rosmap","1","yellow","CCDC94","0.779"
"293","cogdxad","rosmap","1","yellow","CHAF1A","0.48944"
"294","cogdxad","rosmap","1","yellow","CLEC11A","0.404"
"295","cogdxad","rosmap","1","yellow","CNN1","0.538"
"296","cogdxad","rosmap","1","yellow","COPE","0.671"
"297","cogdxad","rosmap","1","yellow","DUS3L","0.134"
"298","cogdxad","rosmap","1","yellow","DYRK1B","0.529"
"299","cogdxad","rosmap","1","yellow","ETFB","0.285"
"300","cogdxad","rosmap","1","yellow","GAMT","0.03398"
"301","cogdxad","rosmap","1","yellow","GIPC1","0.316"
"302","cogdxad","rosmap","1","yellow","GLTSCR2","0.745"
"303","cogdxad","rosmap","1","yellow","MPND","0.781"
"304","cogdxad","rosmap","1","yellow","MRPL54","0.11881"
"305","cogdxad","rosmap","1","yellow","MYH14","0.161"
"306","cogdxad","rosmap","1","yellow","NCLN","0.785"
"307","cogdxad","rosmap","1","yellow","PEX11G","0.647"
"308","cogdxad","rosmap","1","yellow","PGLS","0.789"
"309","cogdxad","rosmap","1","yellow","PKN1","0.273"
"310","cogdxad","rosmap","1","yellow","PLEKHJ1","0.722"
"311","cogdxad","rosmap","1","yellow","PNKP","0.28859"
"312","cogdxad","rosmap","1","yellow","RAB4B","0.95"
"313","cogdxad","rosmap","1","yellow","RAD23A","0.809"
"314","cogdxad","rosmap","1","yellow","RNASEH2A","0.821"
"315","cogdxad","rosmap","1","yellow","RNF126","0.618"
"316","cogdxad","rosmap","1","yellow","SPINT2","0.12411"
"317","cogdxad","rosmap","1","yellow","TMEM160","0.24539"
"318","cogdxad","rosmap","1","yellow","TRAPPC5","0.997"
"319","cogdxad","rosmap","1","yellow","TRAPPC6A","1e-06"
"320","cogdxad","rosmap","1","yellow","TRPM4","0.16523"
"321","cogdxad","rosmap","1","yellow","WDR18","0.00279"
"322","cogdxad","rosmap","1","yellow","ZNF414","0.739"
"323","cogdxad","rosmap","1","yellow","ZNF554","0.897"
"324","cogdxad","rosmap","1","yellow","ZNF575","0.582"
"325","cogdxad","rosmap","1","yellow","ZNF784","0.923"
"326","cogdxad","rosmap","1","yellow","ZNF837","0.295"
"327","cogdxad","rosmap","1","yellow","ARFRP1","0.138"
"328","cogdxad","rosmap","1","yellow","COX4I2","0.732"
"329","cogdxad","rosmap","1","yellow","CTNNBL1","0.634"
"330","cogdxad","rosmap","1","yellow","DTD1","0.11521"
"331","cogdxad","rosmap","1","yellow","DUSP15","0.737"
"332","cogdxad","rosmap","1","yellow","EDEM2","0.104"
"333","cogdxad","rosmap","1","yellow","EIF6","0.738"
"334","cogdxad","rosmap","1","yellow","GSS","0.08045"
"335","cogdxad","rosmap","1","yellow","ITPA","0.948"
"336","cogdxad","rosmap","1","yellow","KIAA1755","0.51"
"337","cogdxad","rosmap","1","yellow","MATN4","0.702"
"338","cogdxad","rosmap","1","yellow","MYLK2","0.65"
"339","cogdxad","rosmap","1","yellow","POFUT1","0.202"
"340","cogdxad","rosmap","1","yellow","SCAND1","0.767"
"341","cogdxad","rosmap","1","yellow","SDCBP2","0.00789"
"342","cogdxad","rosmap","1","yellow","SLC35C2","0.00924"
"343","cogdxad","rosmap","1","yellow","SLC9A8","0.003166"
"344","cogdxad","rosmap","1","yellow","SNRPB","0.997"
"345","cogdxad","rosmap","1","yellow","TRMT6","0.405"
"346","cogdxad","rosmap","1","yellow","C21orf2","0.561"
"347","cogdxad","rosmap","1","yellow","PCBP3","0.573"
"348","cogdxad","rosmap","1","yellow","PFKL","0.398"
"349","cogdxad","rosmap","1","yellow","PWP2","0.727"
"350","cogdxad","rosmap","1","yellow","ACR","0.384"
"351","cogdxad","rosmap","1","yellow","ADSL","0.09044"
"352","cogdxad","rosmap","1","yellow","ANKRD54","0.01413"
"353","cogdxad","rosmap","1","yellow","CLTCL1","0.05368"
"354","cogdxad","rosmap","1","yellow","CRYBB1","0.365"
"355","cogdxad","rosmap","1","yellow","DDT","0.30421"
"356","cogdxad","rosmap","1","yellow","DEPDC5","0.933"
"357","cogdxad","rosmap","1","yellow","DGCR14","0.173"
"358","cogdxad","rosmap","1","yellow","DGCR6L","0.69"
"359","cogdxad","rosmap","1","yellow","DMC1","0.139"
"360","cogdxad","rosmap","1","yellow","GTPBP1","0.09594"
"361","cogdxad","rosmap","1","yellow","PATZ1","0.841"
"362","cogdxad","rosmap","1","yellow","PPIL2","0.01951"
"363","cogdxad","rosmap","1","yellow","SLC7A4","0.0611"
"364","cogdxad","rosmap","1","yellow","TBC1D22A","0.547"
"365","cogdxad","rosmap","1","yellow","THAP7","0.05531"
"366","cogdxad","rosmap","1","yellow","TST","0.637"
"367","cogdxad","rosmap","1","yellow","TXNRD2","0.05184"
"368","cogdxad","rosmap","1","lightyellow","ATP5F1","0.17221"
"369","cogdxad","rosmap","1","lightyellow","CCDC23","0.3064"
"370","cogdxad","rosmap","1","lightyellow","DARS2","0.595"
"371","cogdxad","rosmap","1","lightyellow","DHX9","0.44"
"372","cogdxad","rosmap","1","lightyellow","FAM69A","0.249"
"373","cogdxad","rosmap","1","lightyellow","FDPS","0.848"
"374","cogdxad","rosmap","1","lightyellow","GGPS1","0.429"
"375","cogdxad","rosmap","1","lightyellow","GLRX2","0.721"
"376","cogdxad","rosmap","1","lightyellow","GNPAT","0.422"
"377","cogdxad","rosmap","1","lightyellow","GTF2B","0.748"
"378","cogdxad","rosmap","1","lightyellow","MGST3","0.0323"
"379","cogdxad","rosmap","1","lightyellow","PARK7","0.507"
"380","cogdxad","rosmap","1","lightyellow","PIGC","0.13726"
"381","cogdxad","rosmap","1","lightyellow","PPT1","0.6"
"382","cogdxad","rosmap","1","lightyellow","SCCPDH","0.17662"
"383","cogdxad","rosmap","1","lightyellow","SCP2","0.768"
"384","cogdxad","rosmap","1","lightyellow","SDHB","0.07662"
"385","cogdxad","rosmap","1","lightyellow","SEP15","0.26016"
"386","cogdxad","rosmap","1","lightyellow","TAF12","0.993"
"387","cogdxad","rosmap","1","lightyellow","TMEM69","0.901"
"388","cogdxad","rosmap","1","lightyellow","UBE2T","0.194"
"389","cogdxad","rosmap","1","lightyellow","UFC1","0.07245"
"390","cogdxad","rosmap","1","lightyellow","UQCRH","0.839"
"391","cogdxad","rosmap","1","lightyellow","ZNF684","0.10208"
"392","cogdxad","rosmap","1","lightyellow","ACYP2","0.934"
"393","cogdxad","rosmap","1","lightyellow","ADI1","0.928"
"394","cogdxad","rosmap","1","lightyellow","ASNSD1","0.626"
"395","cogdxad","rosmap","1","lightyellow","ATP5G3","0.552"
"396","cogdxad","rosmap","1","lightyellow","C2orf47","0.1011"
"397","cogdxad","rosmap","1","lightyellow","CCDC104","0.284"
"398","cogdxad","rosmap","1","lightyellow","DDX1","0.83"
"399","cogdxad","rosmap","1","lightyellow","DPY30","0.441"
"400","cogdxad","rosmap","1","lightyellow","FAM136A","0.403"
"401","cogdxad","rosmap","1","lightyellow","FKBP1B","0.46"
"402","cogdxad","rosmap","1","lightyellow","KIAA1841","0.701"
"403","cogdxad","rosmap","1","lightyellow","MDH1","0.426"
"404","cogdxad","rosmap","1","lightyellow","MEMO1","0.62"
"405","cogdxad","rosmap","1","lightyellow","METTL5","0.735"
"406","cogdxad","rosmap","1","lightyellow","MFF","0.00689"
"407","cogdxad","rosmap","1","lightyellow","MPHOSPH10","0.03243"
"408","cogdxad","rosmap","1","lightyellow","MRPL19","0.401"
"409","cogdxad","rosmap","1","lightyellow","MTX2","0.189"
"410","cogdxad","rosmap","1","lightyellow","NDUFB3","0.219"
"411","cogdxad","rosmap","1","lightyellow","NIF3L1","0.249"
"412","cogdxad","rosmap","1","lightyellow","OLA1","0.77"
"413","cogdxad","rosmap","1","lightyellow","PDCL3","0.421"
"414","cogdxad","rosmap","1","lightyellow","PPP1R7","0.05986"
"415","cogdxad","rosmap","1","lightyellow","PSMD14","0.765"
"416","cogdxad","rosmap","1","lightyellow","RAB1A","0.467"
"417","cogdxad","rosmap","1","lightyellow","SSB","0.614"
"418","cogdxad","rosmap","1","lightyellow","SUCLG1","0.819"
"419","cogdxad","rosmap","1","lightyellow","SUMO1","0.23443"
"420","cogdxad","rosmap","1","lightyellow","TPRKB","0.637"
"421","cogdxad","rosmap","1","lightyellow","TUBA4A","0.13858"
"422","cogdxad","rosmap","1","lightyellow","TXNDC9","0.55"
"423","cogdxad","rosmap","1","lightyellow","ACAD11","0.19986"
"424","cogdxad","rosmap","1","lightyellow","ARL6IP5","0.447"
"425","cogdxad","rosmap","1","lightyellow","CMC1","0.554"
"426","cogdxad","rosmap","1","lightyellow","CNBP","0.594"
"427","cogdxad","rosmap","1","lightyellow","COX17","0.267"
"428","cogdxad","rosmap","1","lightyellow","DNAJC19","0.29403"
"429","cogdxad","rosmap","1","lightyellow","EIF1B","0.0435"
"430","cogdxad","rosmap","1","lightyellow","GNL3","0.649"
"431","cogdxad","rosmap","1","lightyellow","MRPL3","0.374"
"432","cogdxad","rosmap","1","lightyellow","MRPL47","0.99"
"433","cogdxad","rosmap","1","lightyellow","MRPS22","0.552"
"434","cogdxad","rosmap","1","lightyellow","NCBP2","0.921"
"435","cogdxad","rosmap","1","lightyellow","NDUFB4","0.129"
"436","cogdxad","rosmap","1","lightyellow","NGLY1","0.643"
"437","cogdxad","rosmap","1","lightyellow","NKIRAS1","0.381"
"438","cogdxad","rosmap","1","lightyellow","OXNAD1","0.29392"
"439","cogdxad","rosmap","1","lightyellow","PSMD6","0.955"
"440","cogdxad","rosmap","1","lightyellow","RAB7A","0.00659"
"441","cogdxad","rosmap","1","lightyellow","RFC4","0.05421"
"442","cogdxad","rosmap","1","lightyellow","THOC7","0.486"
