"","scorecutoff","tissue","which.one","gene","ensgene","module","p.val.mods"
"ENSG00000184389","1","cogdnotxad","rosmap","ENSG00000184389","ENSG00000184389","void","1"
"ENSG00000188984","1","cogdnotxad","rosmap","ENSG00000188984","ENSG00000188984","void","1"
"ENSG00000204518","1","cogdnotxad","rosmap","ENSG00000204518","ENSG00000204518","void","1"
"ENSG00000198691","1","cogdnotxad","rosmap","ENSG00000198691","ENSG00000198691","darkolivegreen","0.09873"
"ENSG00000135776","1","cogdnotxad","rosmap","ENSG00000135776","ENSG00000135776","darkslateblue","0.9963"
"ENSG00000117528","1","cogdnotxad","rosmap","ENSG00000117528","ENSG00000117528","darkorange2","0.001981"
"ABHD7","1","cogdnotxad","rosmap","ABHD7","ABHD7","void","1"
"ENSG00000143322","1","cogdnotxad","rosmap","ENSG00000143322","ENSG00000143322","midnightblue","0.054"
"ENSG00000117054","1","cogdnotxad","rosmap","ENSG00000117054","ENSG00000117054","ivory","5.414e-07"
"ENSG00000182827","1","cogdnotxad","rosmap","ENSG00000182827","ENSG00000182827","grey60","1"
"ENSG00000135847","1","cogdnotxad","rosmap","ENSG00000135847","ENSG00000135847","blue","0.9971"
"ENSG00000162390","1","cogdnotxad","rosmap","ENSG00000162390","ENSG00000162390","lightcyan1","0.1708"
"ENSG00000097021","1","cogdnotxad","rosmap","ENSG00000097021","ENSG00000097021","darkturquoise","0.3335"
"ENSG00000162836","1","cogdnotxad","rosmap","ENSG00000162836","ENSG00000162836","darkorange2","0.001981"
"ENSG00000143632","1","cogdnotxad","rosmap","ENSG00000143632","ENSG00000143632","darkolivegreen","0.09873"
"ENSG00000117148","1","cogdnotxad","rosmap","ENSG00000117148","ENSG00000117148","void","1"
"ENSG00000077522","1","cogdnotxad","rosmap","ENSG00000077522","ENSG00000077522","darkolivegreen","0.09873"
"ENSG00000169717","1","cogdnotxad","rosmap","ENSG00000169717","ENSG00000169717","void","1"
"ENSG00000143537","1","cogdnotxad","rosmap","ENSG00000143537","ENSG00000143537","lightgreen","0.8457"
"ENSG00000134249","1","cogdnotxad","rosmap","ENSG00000134249","ENSG00000134249","void","1"
"ENSG00000158859","1","cogdnotxad","rosmap","ENSG00000158859","ENSG00000158859","blue","0.9971"
"ENSG00000143382","1","cogdnotxad","rosmap","ENSG00000143382","ENSG00000143382","black","2.599e-11"
"ENSG00000160710","1","cogdnotxad","rosmap","ENSG00000160710","ENSG00000160710","lightpink4","0.01634"
"ENSG00000142920","1","cogdnotxad","rosmap","ENSG00000142920","ENSG00000142920","lightgreen","0.8457"
"ENSG00000159346","1","cogdnotxad","rosmap","ENSG00000159346","ENSG00000159346","plum2","0.003351"
"ENSG00000163485","1","cogdnotxad","rosmap","ENSG00000163485","ENSG00000163485","brown4","0.5351"
"ENSG00000121933","1","cogdnotxad","rosmap","ENSG00000121933","ENSG00000121933","tan","7.401e-07"
"ENSG00000116863","1","cogdnotxad","rosmap","ENSG00000116863","ENSG00000116863","cyan","0.7456"
"ENSG00000035687","1","cogdnotxad","rosmap","ENSG00000035687","ENSG00000035687","darkslateblue","0.9963"
"AFAR3","1","cogdnotxad","rosmap","AFAR3","AFAR3","void","1"
"ENSG00000186094","1","cogdnotxad","rosmap","ENSG00000186094","ENSG00000186094","darkgreen","0.9493"
"ENSG00000162688","1","cogdnotxad","rosmap","ENSG00000162688","ENSG00000162688","blue","0.9971"
"ENSG00000116771","1","cogdnotxad","rosmap","ENSG00000116771","ENSG00000116771","grey60","1"
"ENSG00000188157","1","cogdnotxad","rosmap","ENSG00000188157","ENSG00000188157","skyblue","3.291e-06"
"ENSG00000135744","1","cogdnotxad","rosmap","ENSG00000135744","ENSG00000135744","lightcyan","0.8078"
"ENSG00000177674","1","cogdnotxad","rosmap","ENSG00000177674","ENSG00000177674","mediumpurple3","0.1716"
"ENSG00000153207","1","cogdnotxad","rosmap","ENSG00000153207","ENSG00000153207","darkturquoise","0.3335"
"ENSG00000168710","1","cogdnotxad","rosmap","ENSG00000168710","ENSG00000168710","mediumpurple3","0.1716"
"ENSG00000126705","1","cogdnotxad","rosmap","ENSG00000126705","ENSG00000126705","lightyellow","0.05217"
"ENSG00000186063","1","cogdnotxad","rosmap","ENSG00000186063","ENSG00000186063","green","0.003341"
"ENSG00000176092","1","cogdnotxad","rosmap","ENSG00000176092","ENSG00000176092","void","1"
"ENSG00000163568","1","cogdnotxad","rosmap","ENSG00000163568","ENSG00000163568","void","1"
"ENSG00000196581","1","cogdnotxad","rosmap","ENSG00000196581","ENSG00000196581","yellow","0.9861"
"ENSG00000004455","1","cogdnotxad","rosmap","ENSG00000004455","ENSG00000004455","magenta","1.356e-05"
"AK3L1","1","cogdnotxad","rosmap","AK3L1","AK3L1","void","1"
"ENSG00000154027","1","cogdnotxad","rosmap","ENSG00000154027","ENSG00000154027","plum1","2.509e-14"
"ENSG00000174574","1","cogdnotxad","rosmap","ENSG00000174574","ENSG00000174574","darkturquoise","0.3335"
"ENSG00000117448","1","cogdnotxad","rosmap","ENSG00000117448","ENSG00000117448","steelblue","0.05112"
"ENSG00000053371","1","cogdnotxad","rosmap","ENSG00000053371","ENSG00000053371","darkorange2","0.001981"
"ENSG00000162482","1","cogdnotxad","rosmap","ENSG00000162482","ENSG00000162482","lightgreen","0.8457"
"ENSG00000117020","1","cogdnotxad","rosmap","ENSG00000117020","ENSG00000117020","yellowgreen","0.6676"
"ENSG00000159423","1","cogdnotxad","rosmap","ENSG00000159423","ENSG00000159423","navajowhite2","0.9996"
"ENSG00000143149","1","cogdnotxad","rosmap","ENSG00000143149","ENSG00000143149","darkorange2","0.001981"
"ENSG00000172339","1","cogdnotxad","rosmap","ENSG00000172339","ENSG00000172339","navajowhite2","0.9996"
"ENSG00000088035","1","cogdnotxad","rosmap","ENSG00000088035","ENSG00000088035","lightcyan","0.8078"
"ENSG00000162551","1","cogdnotxad","rosmap","ENSG00000162551","ENSG00000162551","salmon4","9.573e-06"
"ENSG00000156150","1","cogdnotxad","rosmap","ENSG00000156150","ENSG00000156150","mediumpurple3","0.1716"
"ENSG00000181754","1","cogdnotxad","rosmap","ENSG00000181754","ENSG00000181754","midnightblue","0.054"
"ENSG00000116748","1","cogdnotxad","rosmap","ENSG00000116748","ENSG00000116748","void","1"
"ENSG00000116337","1","cogdnotxad","rosmap","ENSG00000116337","ENSG00000116337","red","0.004044"
"AMY1A-1","1","cogdnotxad","rosmap","AMY1A-1","AMY1A-1","void","1"
"AMY1A-3","1","cogdnotxad","rosmap","AMY1A-3","AMY1A-3","void","1"
"AMY1B-1","1","cogdnotxad","rosmap","AMY1B-1","AMY1B-1","void","1"
"AMY1B-3","1","cogdnotxad","rosmap","AMY1B-3","AMY1B-3","void","1"
"AMY1C-1","1","cogdnotxad","rosmap","AMY1C-1","AMY1C-1","void","1"
"AMY1C-3","1","cogdnotxad","rosmap","AMY1C-3","AMY1C-3","void","1"
"ENSG00000243480","1","cogdnotxad","rosmap","ENSG00000243480","ENSG00000243480","turquoise","1"
"ENSG00000240038","1","cogdnotxad","rosmap","ENSG00000240038","ENSG00000240038","blue","0.9971"
"ENSG00000174606","1","cogdnotxad","rosmap","ENSG00000174606","ENSG00000174606","darkslateblue","0.9963"
"ENSG00000116194","1","cogdnotxad","rosmap","ENSG00000116194","ENSG00000116194","ivory","5.414e-07"
"ENSG00000132855","1","cogdnotxad","rosmap","ENSG00000132855","ENSG00000132855","void","1"
"ENSG00000171819","1","cogdnotxad","rosmap","ENSG00000171819","ENSG00000171819","void","1"
"ENSG00000118454","1","cogdnotxad","rosmap","ENSG00000118454","ENSG00000118454","blue","0.9971"
"ENSG00000181039","1","cogdnotxad","rosmap","ENSG00000181039","ENSG00000181039","sienna3","0.005939"
"ENSG00000198483","1","cogdnotxad","rosmap","ENSG00000198483","ENSG00000198483","mediumpurple3","0.1716"
"ENSG00000183831","1","cogdnotxad","rosmap","ENSG00000183831","ENSG00000183831","ivory","5.414e-07"
"ENSG00000143401","1","cogdnotxad","rosmap","ENSG00000143401","ENSG00000143401","thistle2","0.9925"
"ENSG00000143412","1","cogdnotxad","rosmap","ENSG00000143412","ENSG00000143412","void","1"
"AOF2","1","cogdnotxad","rosmap","AOF2","AOF2","void","1"
"ENSG00000134262","1","cogdnotxad","rosmap","ENSG00000134262","ENSG00000134262","navajowhite2","0.9996"
"ENSG00000132703","1","cogdnotxad","rosmap","ENSG00000132703","ENSG00000132703","void","1"
"ENSG00000117362","1","cogdnotxad","rosmap","ENSG00000117362","ENSG00000117362","turquoise","1"
"ENSG00000175279","1","cogdnotxad","rosmap","ENSG00000175279","ENSG00000175279","red","0.004044"
"ENSG00000163382","1","cogdnotxad","rosmap","ENSG00000163382","ENSG00000163382","cyan","0.7456"
"ENSG00000158874","1","cogdnotxad","rosmap","ENSG00000158874","ENSG00000158874","void","1"
"ENSG00000173627","1","cogdnotxad","rosmap","ENSG00000173627","ENSG00000173627","void","1"
"ENSG00000143595","1","cogdnotxad","rosmap","ENSG00000143595","ENSG00000143595","void","1"
"ENSG00000143761","1","cogdnotxad","rosmap","ENSG00000143761","ENSG00000143761","darkolivegreen","0.09873"
"ENSG00000137962","1","cogdnotxad","rosmap","ENSG00000137962","ENSG00000137962","maroon","1.937e-05"
"ENSG00000186517","1","cogdnotxad","rosmap","ENSG00000186517","ENSG00000186517","tan","7.401e-07"
"ENSG00000074964","1","cogdnotxad","rosmap","ENSG00000074964","ENSG00000074964","red","0.004044"
"ENSG00000132694","1","cogdnotxad","rosmap","ENSG00000132694","ENSG00000132694","lightyellow","0.05217"
"ENSG00000130762","1","cogdnotxad","rosmap","ENSG00000130762","ENSG00000130762","white","0.3026"
"ENSG00000142632","1","cogdnotxad","rosmap","ENSG00000142632","ENSG00000142632","maroon","1.937e-05"
"ENSG00000116584","1","cogdnotxad","rosmap","ENSG00000116584","ENSG00000116584","purple","0.09035"
"ENSG00000117713","1","cogdnotxad","rosmap","ENSG00000117713","ENSG00000117713","lightyellow","0.05217"
"ENSG00000054267","1","cogdnotxad","rosmap","ENSG00000054267","ENSG00000054267","honeydew1","1"
"ENSG00000143862","1","cogdnotxad","rosmap","ENSG00000143862","ENSG00000143862","purple","0.09035"
"ENSG00000143437","1","cogdnotxad","rosmap","ENSG00000143437","ENSG00000143437","darkslateblue","0.9963"
"ENSG00000162704","1","cogdnotxad","rosmap","ENSG00000162704","ENSG00000162704","skyblue","3.291e-06"
"ENSG00000117407","1","cogdnotxad","rosmap","ENSG00000117407","ENSG00000117407","mediumpurple3","0.1716"
"ENSG00000173409","1","cogdnotxad","rosmap","ENSG00000173409","ENSG00000173409","steelblue","0.05112"
"ENSG00000154007","1","cogdnotxad","rosmap","ENSG00000154007","ENSG00000154007","void","1"
"ENSG00000116539","1","cogdnotxad","rosmap","ENSG00000116539","ENSG00000116539","yellowgreen","0.6676"
"ENSG00000066279","1","cogdnotxad","rosmap","ENSG00000066279","ENSG00000066279","void","1"
"ENSG00000152092","1","cogdnotxad","rosmap","ENSG00000152092","ENSG00000152092","darkorange2","0.001981"
"ENSG00000197785","1","cogdnotxad","rosmap","ENSG00000197785","ENSG00000197785","lightgreen","0.8457"
"ENSG00000160072","1","cogdnotxad","rosmap","ENSG00000160072","ENSG00000160072","orange","0.9852"
"ENSG00000215915","1","cogdnotxad","rosmap","ENSG00000215915","ENSG00000215915","brown","1"
"ENSG00000162772","1","cogdnotxad","rosmap","ENSG00000162772","ENSG00000162772","palevioletred3","0.172"
"ENSG00000118217","1","cogdnotxad","rosmap","ENSG00000118217","ENSG00000118217","honeydew1","1"
"ENSG00000125703","1","cogdnotxad","rosmap","ENSG00000125703","ENSG00000125703","pink","4.708e-05"
"ENSG00000159363","1","cogdnotxad","rosmap","ENSG00000159363","ENSG00000159363","lightgreen","0.8457"
"ENSG00000163399","1","cogdnotxad","rosmap","ENSG00000163399","ENSG00000163399","darkturquoise","0.3335"
"ENSG00000018625","1","cogdnotxad","rosmap","ENSG00000018625","ENSG00000018625","ivory","5.414e-07"
"ENSG00000132681","1","cogdnotxad","rosmap","ENSG00000132681","ENSG00000132681","darkorange2","0.001981"
"ENSG00000143153","1","cogdnotxad","rosmap","ENSG00000143153","ENSG00000143153","plum1","2.509e-14"
"ENSG00000058668","1","cogdnotxad","rosmap","ENSG00000058668","ENSG00000058668","darkorange","0.7711"
"ENSG00000116459","1","cogdnotxad","rosmap","ENSG00000116459","ENSG00000116459","royalblue","0.0004978"
"ENSG00000117410","1","cogdnotxad","rosmap","ENSG00000117410","ENSG00000117410","cyan","0.7456"
"ENSG00000263014","1","cogdnotxad","rosmap","ENSG00000263014","ENSG00000263014","void","1"
"ENSG00000143515","1","cogdnotxad","rosmap","ENSG00000143515","ENSG00000143515","darkslateblue","0.9963"
"ENSG00000123472","1","cogdnotxad","rosmap","ENSG00000123472","ENSG00000123472","darkorange2","0.001981"
"ENSG00000130770","1","cogdnotxad","rosmap","ENSG00000130770","ENSG00000130770","turquoise","1"
"ENSG00000162650","1","cogdnotxad","rosmap","ENSG00000162650","ENSG00000162650","brown","1"
"ENSG00000175756","1","cogdnotxad","rosmap","ENSG00000175756","ENSG00000175756","steelblue","0.05112"
"ENSG00000265027","1","cogdnotxad","rosmap","ENSG00000265027","ENSG00000265027","void","1"
"ENSG00000162885","1","cogdnotxad","rosmap","ENSG00000162885","ENSG00000162885","grey60","1"
"ENSG00000162630","1","cogdnotxad","rosmap","ENSG00000162630","ENSG00000162630","darkgrey","0.01056"
"ENSG00000176022","1","cogdnotxad","rosmap","ENSG00000176022","ENSG00000176022","lightgreen","0.8457"
"ENSG00000117411","1","cogdnotxad","rosmap","ENSG00000117411","ENSG00000117411","skyblue3","0.03455"
"ENSG00000158850","1","cogdnotxad","rosmap","ENSG00000158850","ENSG00000158850","sienna3","0.005939"
"ENSG00000121753","1","cogdnotxad","rosmap","ENSG00000121753","ENSG00000121753","skyblue3","0.03455"
"ENSG00000143032","1","cogdnotxad","rosmap","ENSG00000143032","ENSG00000143032","void","1"
"BAT2D1","1","cogdnotxad","rosmap","BAT2D1","BAT2D1","void","1"
"ENSG00000123685","1","cogdnotxad","rosmap","ENSG00000123685","ENSG00000123685","magenta","1.356e-05"
"ENSG00000132692","1","cogdnotxad","rosmap","ENSG00000132692","ENSG00000132692","lightcyan1","0.1708"
"ENSG00000137936","1","cogdnotxad","rosmap","ENSG00000137936","ENSG00000137936","lightcyan","0.8078"
"ENSG00000116752","1","cogdnotxad","rosmap","ENSG00000116752","ENSG00000116752","royalblue","0.0004978"
"ENSG00000142867","1","cogdnotxad","rosmap","ENSG00000142867","ENSG00000142867","sienna3","0.005939"
"ENSG00000188761","1","cogdnotxad","rosmap","ENSG00000188761","ENSG00000188761","blue","0.9971"
"ENSG00000116128","1","cogdnotxad","rosmap","ENSG00000116128","ENSG00000116128","darkolivegreen","0.09873"
"ENSG00000142959","1","cogdnotxad","rosmap","ENSG00000142959","ENSG00000142959","turquoise","1"
"ENSG00000242252","1","cogdnotxad","rosmap","ENSG00000242252","ENSG00000242252","lightgreen","0.8457"
"ENSG00000117475","1","cogdnotxad","rosmap","ENSG00000117475","ENSG00000117475","plum1","2.509e-14"
"ENSG00000183682","1","cogdnotxad","rosmap","ENSG00000183682","ENSG00000183682","red","0.004044"
"ENSG00000116985","1","cogdnotxad","rosmap","ENSG00000116985","ENSG00000116985","pink","4.708e-05"
"ENSG00000163141","1","cogdnotxad","rosmap","ENSG00000163141","ENSG00000163141","plum2","0.003351"
"ENSG00000178096","1","cogdnotxad","rosmap","ENSG00000178096","ENSG00000178096","cyan","0.7456"
"ENSG00000162813","1","cogdnotxad","rosmap","ENSG00000162813","ENSG00000162813","darkturquoise","0.3335"
"ENSG00000137948","1","cogdnotxad","rosmap","ENSG00000137948","ENSG00000137948","void","1"
"BRP44","1","cogdnotxad","rosmap","BRP44","BRP44","void","1"
"ENSG00000160058","1","cogdnotxad","rosmap","ENSG00000160058","ENSG00000160058","lightyellow","0.05217"
"ENSG00000162399","1","cogdnotxad","rosmap","ENSG00000162399","ENSG00000162399","void","1"
"ENSG00000189195","1","cogdnotxad","rosmap","ENSG00000189195","ENSG00000189195","brown","1"
"ENSG00000134717","1","cogdnotxad","rosmap","ENSG00000134717","ENSG00000134717","plum1","2.509e-14"
"ENSG00000159388","1","cogdnotxad","rosmap","ENSG00000159388","ENSG00000159388","palevioletred3","0.172"
"BXDC5","1","cogdnotxad","rosmap","BXDC5","BXDC5","void","1"
"ENSG00000173728","1","cogdnotxad","rosmap","ENSG00000173728","ENSG00000173728","void","1"
"ENSG00000179397","1","cogdnotxad","rosmap","ENSG00000179397","ENSG00000179397","darkorange2","0.001981"
"C1orf102","1","cogdnotxad","rosmap","C1orf102","C1orf102","void","1"
"C1orf103","1","cogdnotxad","rosmap","C1orf103","C1orf103","void","1"
"C1orf104","1","cogdnotxad","rosmap","C1orf104","C1orf104","void","1"
"ENSG00000180999","1","cogdnotxad","rosmap","ENSG00000180999","ENSG00000180999","void","1"
"ENSG00000163362","1","cogdnotxad","rosmap","ENSG00000163362","ENSG00000163362","darkgrey","0.01056"
"C1orf107","1","cogdnotxad","rosmap","C1orf107","C1orf107","void","1"
"ENSG00000116922","1","cogdnotxad","rosmap","ENSG00000116922","ENSG00000116922","green","0.003341"
"ENSG00000185860","1","cogdnotxad","rosmap","ENSG00000185860","ENSG00000185860","lightcyan","0.8078"
"ENSG00000171722","1","cogdnotxad","rosmap","ENSG00000171722","ENSG00000171722","void","1"
"ENSG00000000460","1","cogdnotxad","rosmap","ENSG00000000460","ENSG00000000460","pink","4.708e-05"
"C1orf113","1","cogdnotxad","rosmap","C1orf113","C1orf113","void","1"
"C1orf114","1","cogdnotxad","rosmap","C1orf114","C1orf114","void","1"
"ENSG00000162817","1","cogdnotxad","rosmap","ENSG00000162817","ENSG00000162817","midnightblue","0.054"
"ENSG00000182795","1","cogdnotxad","rosmap","ENSG00000182795","ENSG00000182795","void","1"
"ENSG00000197982","1","cogdnotxad","rosmap","ENSG00000197982","ENSG00000197982","brown4","0.5351"
"ENSG00000162384","1","cogdnotxad","rosmap","ENSG00000162384","ENSG00000162384","steelblue","0.05112"
"C1orf124","1","cogdnotxad","rosmap","C1orf124","C1orf124","void","1"
"C1orf125","1","cogdnotxad","rosmap","C1orf125","C1orf125","void","1"
"ENSG00000175262","1","cogdnotxad","rosmap","ENSG00000175262","ENSG00000175262","void","1"
"C1orf128","1","cogdnotxad","rosmap","C1orf128","C1orf128","void","1"
"C1orf129","1","cogdnotxad","rosmap","C1orf129","C1orf129","void","1"
"C1orf130","1","cogdnotxad","rosmap","C1orf130","C1orf130","void","1"
"ENSG00000143633","1","cogdnotxad","rosmap","ENSG00000143633","ENSG00000143633","honeydew1","1"
"C1orf135","1","cogdnotxad","rosmap","C1orf135","C1orf135","void","1"
"C1orf14","1","cogdnotxad","rosmap","C1orf14","C1orf14","void","1"
"ENSG00000203963","1","cogdnotxad","rosmap","ENSG00000203963","ENSG00000203963","void","1"
"C1orf142","1","cogdnotxad","rosmap","C1orf142","C1orf142","void","1"
"C1orf144","1","cogdnotxad","rosmap","C1orf144","C1orf144","void","1"
"ENSG00000203910","1","cogdnotxad","rosmap","ENSG00000203910","ENSG00000203910","void","1"
"C1orf149","1","cogdnotxad","rosmap","C1orf149","C1orf149","void","1"
"C1orf150","1","cogdnotxad","rosmap","C1orf150","C1orf150","void","1"
"C1orf151","1","cogdnotxad","rosmap","C1orf151","C1orf151","void","1"
"C1orf156","1","cogdnotxad","rosmap","C1orf156","C1orf156","void","1"
"C1orf157","1","cogdnotxad","rosmap","C1orf157","C1orf157","void","1"
"ENSG00000157330","1","cogdnotxad","rosmap","ENSG00000157330","ENSG00000157330","void","1"
"ENSG00000131591","1","cogdnotxad","rosmap","ENSG00000131591","ENSG00000131591","lightgreen","0.8457"
"C1orf161","1","cogdnotxad","rosmap","C1orf161","C1orf161","void","1"
"ENSG00000143110","1","cogdnotxad","rosmap","ENSG00000143110","ENSG00000143110","tan","7.401e-07"
"C1orf163","1","cogdnotxad","rosmap","C1orf163","C1orf163","void","1"
"C1orf165","1","cogdnotxad","rosmap","C1orf165","C1orf165","void","1"
"ENSG00000187889","1","cogdnotxad","rosmap","ENSG00000187889","ENSG00000187889","void","1"
"ENSG00000175707","1","cogdnotxad","rosmap","ENSG00000175707","ENSG00000175707","floralwhite","0.6928"
"ENSG00000178965","1","cogdnotxad","rosmap","ENSG00000178965","ENSG00000178965","darkgreen","0.9493"
"ENSG00000198912","1","cogdnotxad","rosmap","ENSG00000198912","ENSG00000198912","darkturquoise","0.3335"
"C1orf175","1","cogdnotxad","rosmap","C1orf175","C1orf175","void","1"
"C1orf176","1","cogdnotxad","rosmap","C1orf176","C1orf176","void","1"
"ENSG00000162398","1","cogdnotxad","rosmap","ENSG00000162398","ENSG00000162398","void","1"
"C1orf182","1","cogdnotxad","rosmap","C1orf182","C1orf182","void","1"
"C1orf183","1","cogdnotxad","rosmap","C1orf183","C1orf183","void","1"
"ENSG00000263961","1","cogdnotxad","rosmap","ENSG00000263961","ENSG00000263961","void","1"
"C1orf187","1","cogdnotxad","rosmap","C1orf187","C1orf187","void","1"
"ENSG00000163263","1","cogdnotxad","rosmap","ENSG00000163263","ENSG00000163263","void","1"
"C1orf190","1","cogdnotxad","rosmap","C1orf190","C1orf190","void","1"
"ENSG00000188931","1","cogdnotxad","rosmap","ENSG00000188931","ENSG00000188931","lightcyan","0.8078"
"ENSG00000179902","1","cogdnotxad","rosmap","ENSG00000179902","ENSG00000179902","darkmagenta","0.1144"
"ENSG00000119280","1","cogdnotxad","rosmap","ENSG00000119280","ENSG00000119280","mediumpurple3","0.1716"
"C1orf2","1","cogdnotxad","rosmap","C1orf2","C1orf2","void","1"
"C1orf201","1","cogdnotxad","rosmap","C1orf201","C1orf201","void","1"
"ENSG00000116667","1","cogdnotxad","rosmap","ENSG00000116667","ENSG00000116667","red","0.004044"
"ENSG00000253313","1","cogdnotxad","rosmap","ENSG00000253313","ENSG00000253313","void","1"
"C1orf212","1","cogdnotxad","rosmap","C1orf212","C1orf212","void","1"
"ENSG00000249087","1","cogdnotxad","rosmap","ENSG00000249087","ENSG00000249087","blue","0.9971"
"ENSG00000142686","1","cogdnotxad","rosmap","ENSG00000142686","ENSG00000142686","midnightblue","0.054"
"ENSG00000213057","1","cogdnotxad","rosmap","ENSG00000213057","ENSG00000213057","grey60","1"
"ENSG00000142609","1","cogdnotxad","rosmap","ENSG00000142609","ENSG00000142609","orange","0.9852"
"C1orf25","1","cogdnotxad","rosmap","C1orf25","C1orf25","void","1"
"C1orf26","1","cogdnotxad","rosmap","C1orf26","C1orf26","void","1"
"ENSG00000157181","1","cogdnotxad","rosmap","ENSG00000157181","ENSG00000157181","turquoise","1"
"C1orf31","1","cogdnotxad","rosmap","C1orf31","C1orf31","void","1"
"C1orf32","1","cogdnotxad","rosmap","C1orf32","C1orf32","void","1"
"ENSG00000143793","1","cogdnotxad","rosmap","ENSG00000143793","ENSG00000143793","brown4","0.5351"
"C1orf38","1","cogdnotxad","rosmap","C1orf38","C1orf38","void","1"
"ENSG00000143612","1","cogdnotxad","rosmap","ENSG00000143612","ENSG00000143612","green","0.003341"
"C1orf49","1","cogdnotxad","rosmap","C1orf49","C1orf49","void","1"
"ENSG00000164008","1","cogdnotxad","rosmap","ENSG00000164008","ENSG00000164008","darkmagenta","0.1144"
"ENSG00000159208","1","cogdnotxad","rosmap","ENSG00000159208","ENSG00000159208","blue","0.9971"
"ENSG00000162642","1","cogdnotxad","rosmap","ENSG00000162642","ENSG00000162642","plum2","0.003351"
"ENSG00000203724","1","cogdnotxad","rosmap","ENSG00000203724","ENSG00000203724","cyan","0.7456"
"ENSG00000118292","1","cogdnotxad","rosmap","ENSG00000118292","ENSG00000118292","navajowhite2","0.9996"
"C1orf55","1","cogdnotxad","rosmap","C1orf55","C1orf55","void","1"
"ENSG00000143443","1","cogdnotxad","rosmap","ENSG00000143443","ENSG00000143443","lightcyan1","0.1708"
"C1orf57","1","cogdnotxad","rosmap","C1orf57","C1orf57","void","1"
"C1orf58","1","cogdnotxad","rosmap","C1orf58","C1orf58","void","1"
"C1orf59","1","cogdnotxad","rosmap","C1orf59","C1orf59","void","1"
"ENSG00000125462","1","cogdnotxad","rosmap","ENSG00000125462","ENSG00000125462","darkorange2","0.001981"
"C1orf62","1","cogdnotxad","rosmap","C1orf62","C1orf62","void","1"
"ENSG00000117616","1","cogdnotxad","rosmap","ENSG00000117616","ENSG00000117616","yellow","0.9861"
"ENSG00000183888","1","cogdnotxad","rosmap","ENSG00000183888","ENSG00000183888","maroon","1.937e-05"
"ENSG00000178395","1","cogdnotxad","rosmap","ENSG00000178395","ENSG00000178395","void","1"
"C1orf66","1","cogdnotxad","rosmap","C1orf66","C1orf66","void","1"
"C1orf67","1","cogdnotxad","rosmap","C1orf67","C1orf67","void","1"
"C1orf69","1","cogdnotxad","rosmap","C1orf69","C1orf69","void","1"
"C1orf70","1","cogdnotxad","rosmap","C1orf70","C1orf70","void","1"
"C1orf71","1","cogdnotxad","rosmap","C1orf71","C1orf71","void","1"
"ENSG00000162757","1","cogdnotxad","rosmap","ENSG00000162757","ENSG00000162757","turquoise","1"
"C1orf77","1","cogdnotxad","rosmap","C1orf77","C1orf77","void","1"
"C1orf83","1","cogdnotxad","rosmap","C1orf83","C1orf83","void","1"
"C1orf84","1","cogdnotxad","rosmap","C1orf84","C1orf84","void","1"
"ENSG00000198715","1","cogdnotxad","rosmap","ENSG00000198715","ENSG00000198715","turquoise","1"
"ENSG00000162585","1","cogdnotxad","rosmap","ENSG00000162585","ENSG00000162585","brown4","0.5351"
"ENSG00000162598","1","cogdnotxad","rosmap","ENSG00000162598","ENSG00000162598","void","1"
"C1orf88","1","cogdnotxad","rosmap","C1orf88","C1orf88","void","1"
"C1orf89","1","cogdnotxad","rosmap","C1orf89","C1orf89","void","1"
"C1orf9","1","cogdnotxad","rosmap","C1orf9","C1orf9","void","1"
"C1orf91","1","cogdnotxad","rosmap","C1orf91","C1orf91","void","1"
"C1orf92","1","cogdnotxad","rosmap","C1orf92","C1orf92","void","1"
"C1orf93","1","cogdnotxad","rosmap","C1orf93","C1orf93","void","1"
"ENSG00000142698","1","cogdnotxad","rosmap","ENSG00000142698","ENSG00000142698","void","1"
"ENSG00000203685","1","cogdnotxad","rosmap","ENSG00000203685","ENSG00000203685","skyblue3","0.03455"
"C1orf96","1","cogdnotxad","rosmap","C1orf96","C1orf96","void","1"
"ENSG00000173372","1","cogdnotxad","rosmap","ENSG00000173372","ENSG00000173372","tan","7.401e-07"
"ENSG00000173369","1","cogdnotxad","rosmap","ENSG00000173369","ENSG00000173369","tan","7.401e-07"
"ENSG00000159189","1","cogdnotxad","rosmap","ENSG00000159189","ENSG00000159189","tan","7.401e-07"
"ENSG00000123838","1","cogdnotxad","rosmap","ENSG00000123838","ENSG00000123838","void","1"
"ENSG00000123843","1","cogdnotxad","rosmap","ENSG00000123843","ENSG00000123843","void","1"
"ENSG00000157131","1","cogdnotxad","rosmap","ENSG00000157131","ENSG00000157131","void","1"
"ENSG00000021852","1","cogdnotxad","rosmap","ENSG00000021852","ENSG00000021852","void","1"
"ENSG00000118298","1","cogdnotxad","rosmap","ENSG00000118298","ENSG00000118298","bisque4","0.8572"
"ENSG00000131686","1","cogdnotxad","rosmap","ENSG00000131686","ENSG00000131686","void","1"
"CABC1","1","cogdnotxad","rosmap","CABC1","CABC1","void","1"
"ENSG00000158966","1","cogdnotxad","rosmap","ENSG00000158966","ENSG00000158966","black","2.599e-11"
"ENSG00000198216","1","cogdnotxad","rosmap","ENSG00000198216","ENSG00000198216","darkgreen","0.9493"
