"","scorecutoff","tissue","which.one","gene","ensgene","module","p.val.mods"
"ENSG00000168763","1","cogdnotxad","rosmap","ENSG00000168763","ENSG00000168763","pink","4.708e-05"
"ENSG00000158158","1","cogdnotxad","rosmap","ENSG00000158158","ENSG00000158158","blue","0.9971"
"ENSG00000119865","1","cogdnotxad","rosmap","ENSG00000119865","ENSG00000119865","midnightblue","0.054"
"ENSG00000155052","1","cogdnotxad","rosmap","ENSG00000155052","ENSG00000155052","yellowgreen","0.6676"
"ENSG00000082438","1","cogdnotxad","rosmap","ENSG00000082438","ENSG00000082438","skyblue","3.291e-06"
"ENSG00000168542","1","cogdnotxad","rosmap","ENSG00000168542","ENSG00000168542","void","1"
"ENSG00000169031","1","cogdnotxad","rosmap","ENSG00000169031","ENSG00000169031","darkslateblue","0.9963"
"ENSG00000081052","1","cogdnotxad","rosmap","ENSG00000081052","ENSG00000081052","skyblue","3.291e-06"
"ENSG00000204262","1","cogdnotxad","rosmap","ENSG00000204262","ENSG00000204262","plum1","2.509e-14"
"ENSG00000163359","1","cogdnotxad","rosmap","ENSG00000163359","ENSG00000163359","void","1"
"ENSG00000118004","1","cogdnotxad","rosmap","ENSG00000118004","ENSG00000118004","lightgreen","0.8457"
"ENSG00000173163","1","cogdnotxad","rosmap","ENSG00000173163","ENSG00000173163","steelblue","0.05112"
"ENSG00000144524","1","cogdnotxad","rosmap","ENSG00000144524","ENSG00000144524","blue","0.9971"
"ENSG00000198612","1","cogdnotxad","rosmap","ENSG00000198612","ENSG00000198612","royalblue","0.0004978"
"ENSG00000115520","1","cogdnotxad","rosmap","ENSG00000115520","ENSG00000115520","darkturquoise","0.3335"
"ENSG00000135940","1","cogdnotxad","rosmap","ENSG00000135940","ENSG00000135940","steelblue","0.05112"
"ENSG00000115944","1","cogdnotxad","rosmap","ENSG00000115944","ENSG00000115944","darkmagenta","0.1144"
"ENSG00000144410","1","cogdnotxad","rosmap","ENSG00000144410","ENSG00000144410","brown","1"
"ENSG00000021826","1","cogdnotxad","rosmap","ENSG00000021826","ENSG00000021826","lightcyan","0.8078"
"ENSG00000119203","1","cogdnotxad","rosmap","ENSG00000119203","ENSG00000119203","turquoise","1"
"ENSG00000118260","1","cogdnotxad","rosmap","ENSG00000118260","ENSG00000118260","plum2","0.003351"
"ENSG00000175874","1","cogdnotxad","rosmap","ENSG00000175874","ENSG00000175874","greenyellow","0.2597"
"ENSG00000261899","1","cogdnotxad","rosmap","ENSG00000261899","ENSG00000261899","void","1"
"ENSG00000119878","1","cogdnotxad","rosmap","ENSG00000119878","ENSG00000119878","darkmagenta","0.1144"
"ENSG00000163499","1","cogdnotxad","rosmap","ENSG00000163499","ENSG00000163499","steelblue","0.05112"
"ENSG00000168582","1","cogdnotxad","rosmap","ENSG00000168582","ENSG00000168582","void","1"
"ENSG00000182187","1","cogdnotxad","rosmap","ENSG00000182187","ENSG00000182187","void","1"
"ENSG00000163254","1","cogdnotxad","rosmap","ENSG00000163254","ENSG00000163254","void","1"
"ENSG00000118231","1","cogdnotxad","rosmap","ENSG00000118231","ENSG00000118231","darkmagenta","0.1144"
"ENSG00000144579","1","cogdnotxad","rosmap","ENSG00000144579","ENSG00000144579","salmon4","9.573e-06"
"ENSG00000163599","1","cogdnotxad","rosmap","ENSG00000163599","ENSG00000163599","void","1"
"ENSG00000066032","1","cogdnotxad","rosmap","ENSG00000066032","ENSG00000066032","ivory","5.414e-07"
"ENSG00000036257","1","cogdnotxad","rosmap","ENSG00000036257","ENSG00000036257","darkmagenta","0.1144"
"ENSG00000121966","1","cogdnotxad","rosmap","ENSG00000121966","ENSG00000121966","lightcyan1","0.1708"
"ENSG00000144476","1","cogdnotxad","rosmap","ENSG00000144476","ENSG00000144476","darkorange2","0.001981"
"ENSG00000071967","1","cogdnotxad","rosmap","ENSG00000071967","ENSG00000071967","ivory","5.414e-07"
"ENSG00000138061","1","cogdnotxad","rosmap","ENSG00000138061","ENSG00000138061","maroon","1.937e-05"
"ENSG00000119004","1","cogdnotxad","rosmap","ENSG00000119004","ENSG00000119004","grey60","1"
"ENSG00000003137","1","cogdnotxad","rosmap","ENSG00000003137","ENSG00000003137","grey60","1"
"ENSG00000135929","1","cogdnotxad","rosmap","ENSG00000135929","ENSG00000135929","purple","0.09035"
"ENSG00000186684","1","cogdnotxad","rosmap","ENSG00000186684","ENSG00000186684","void","1"
"ENSG00000205795","1","cogdnotxad","rosmap","ENSG00000205795","ENSG00000205795","lightcyan","0.8078"
"ENSG00000180902","1","cogdnotxad","rosmap","ENSG00000180902","ENSG00000180902","orange","0.9852"
"ENSG00000163331","1","cogdnotxad","rosmap","ENSG00000163331","ENSG00000163331","royalblue","0.0004978"
"ENSG00000115866","1","cogdnotxad","rosmap","ENSG00000115866","ENSG00000115866","lightgreen","0.8457"
"ENSG00000155368","1","cogdnotxad","rosmap","ENSG00000155368","ENSG00000155368","mediumpurple3","0.1716"
"ENSG00000204843","1","cogdnotxad","rosmap","ENSG00000204843","ENSG00000204843","steelblue","0.05112"
"DDEF2","1","cogdnotxad","rosmap","DDEF2","DDEF2","void","1"
"ENSG00000079785","1","cogdnotxad","rosmap","ENSG00000079785","ENSG00000079785","royalblue","0.0004978"
"ENSG00000088205","1","cogdnotxad","rosmap","ENSG00000088205","ENSG00000088205","darkred","1"
"ENSG00000175084","1","cogdnotxad","rosmap","ENSG00000175084","ENSG00000175084","black","2.599e-11"
"ENSG00000204311","1","cogdnotxad","rosmap","ENSG00000204311","ENSG00000204311","turquoise","1"
"ENSG00000077044","1","cogdnotxad","rosmap","ENSG00000077044","ENSG00000077044","lavenderblush3","0.0507"
"ENSG00000114956","1","cogdnotxad","rosmap","ENSG00000114956","ENSG00000114956","steelblue","0.05112"
"ENSG00000073737","1","cogdnotxad","rosmap","ENSG00000073737","ENSG00000073737","tan","7.401e-07"
"ENSG00000163214","1","cogdnotxad","rosmap","ENSG00000163214","ENSG00000163214","turquoise","1"
"ENSG00000174325","1","cogdnotxad","rosmap","ENSG00000174325","ENSG00000174325","void","1"
"ENSG00000144535","1","cogdnotxad","rosmap","ENSG00000144535","ENSG00000144535","thistle2","0.9925"
"DKFZp547H025","1","cogdnotxad","rosmap","DKFZp547H025","DKFZp547H025","void","1"
"ENSG00000144355","1","cogdnotxad","rosmap","ENSG00000144355","ENSG00000144355","lavenderblush3","0.0507"
"ENSG00000115844","1","cogdnotxad","rosmap","ENSG00000115844","ENSG00000115844","lavenderblush3","0.0507"
"ENSG00000118997","1","cogdnotxad","rosmap","ENSG00000118997","ENSG00000118997","lightcyan","0.8078"
"ENSG00000135924","1","cogdnotxad","rosmap","ENSG00000135924","ENSG00000135924","brown","1"
"ENSG00000227802","1","cogdnotxad","rosmap","ENSG00000227802","ENSG00000227802","void","1"
"ENSG00000077232","1","cogdnotxad","rosmap","ENSG00000077232","ENSG00000077232","thistle2","0.9925"
"ENSG00000163793","1","cogdnotxad","rosmap","ENSG00000163793","ENSG00000163793","honeydew1","1"
"ENSG00000187957","1","cogdnotxad","rosmap","ENSG00000187957","ENSG00000187957","lavenderblush3","0.0507"
"DNHL1","1","cogdnotxad","rosmap","DNHL1","DNHL1","void","1"
"ENSG00000119772","1","cogdnotxad","rosmap","ENSG00000119772","ENSG00000119772","skyblue3","0.03455"
"ENSG00000123992","1","cogdnotxad","rosmap","ENSG00000123992","ENSG00000123992","darkolivegreen","0.09873"
"ENSG00000135905","1","cogdnotxad","rosmap","ENSG00000135905","ENSG00000135905","bisque4","0.8572"
"ENSG00000115325","1","cogdnotxad","rosmap","ENSG00000115325","ENSG00000115325","tan","7.401e-07"
"ENSG00000175497","1","cogdnotxad","rosmap","ENSG00000175497","ENSG00000175497","plum1","2.509e-14"
"ENSG00000197635","1","cogdnotxad","rosmap","ENSG00000197635","ENSG00000197635","pink","4.708e-05"
"ENSG00000162961","1","cogdnotxad","rosmap","ENSG00000162961","ENSG00000162961","darkmagenta","0.1144"
"ENSG00000157851","1","cogdnotxad","rosmap","ENSG00000157851","ENSG00000157851","red","0.004044"
"ENSG00000144045","1","cogdnotxad","rosmap","ENSG00000144045","ENSG00000144045","paleturquoise","1"
"ENSG00000138101","1","cogdnotxad","rosmap","ENSG00000138101","ENSG00000138101","lightgreen","0.8457"
"ENSG00000168393","1","cogdnotxad","rosmap","ENSG00000168393","ENSG00000168393","cyan","0.7456"
"ENSG00000144048","1","cogdnotxad","rosmap","ENSG00000144048","ENSG00000144048","blue","0.9971"
"ENSG00000162999","1","cogdnotxad","rosmap","ENSG00000162999","ENSG00000162999","yellow","0.9861"
"ENSG00000158050","1","cogdnotxad","rosmap","ENSG00000158050","ENSG00000158050","palevioletred3","0.172"
"ENSG00000188542","1","cogdnotxad","rosmap","ENSG00000188542","ENSG00000188542","navajowhite2","0.9996"
"ENSG00000077380","1","cogdnotxad","rosmap","ENSG00000077380","ENSG00000077380","darkred","1"
"ENSG00000138036","1","cogdnotxad","rosmap","ENSG00000138036","ENSG00000138036","thistle2","0.9925"
"ENSG00000135636","1","cogdnotxad","rosmap","ENSG00000135636","ENSG00000135636","purple","0.09035"
"ENSG00000232125","1","cogdnotxad","rosmap","ENSG00000232125","ENSG00000232125","void","1"
"ENSG00000169016","1","cogdnotxad","rosmap","ENSG00000169016","ENSG00000169016","grey60","1"
"ENSG00000171551","1","cogdnotxad","rosmap","ENSG00000171551","ENSG00000171551","void","1"
"ENSG00000135960","1","cogdnotxad","rosmap","ENSG00000135960","ENSG00000135960","void","1"
"ENSG00000114942","1","cogdnotxad","rosmap","ENSG00000114942","ENSG00000114942","steelblue","0.05112"
"ENSG00000115380","1","cogdnotxad","rosmap","ENSG00000115380","ENSG00000115380","lightcyan","0.8078"
"ENSG00000115468","1","cogdnotxad","rosmap","ENSG00000115468","ENSG00000115468","purple","0.09035"
"ENSG00000084710","1","cogdnotxad","rosmap","ENSG00000084710","ENSG00000084710","greenyellow","0.2597"
"ENSG00000135625","1","cogdnotxad","rosmap","ENSG00000135625","ENSG00000135625","palevioletred3","0.172"
"ENSG00000115504","1","cogdnotxad","rosmap","ENSG00000115504","ENSG00000115504","greenyellow","0.2597"
"ENSG00000013016","1","cogdnotxad","rosmap","ENSG00000013016","ENSG00000013016","green","0.003341"
"ENSG00000055332","1","cogdnotxad","rosmap","ENSG00000055332","ENSG00000055332","lightpink4","0.01634"
"ENSG00000172071","1","cogdnotxad","rosmap","ENSG00000172071","ENSG00000172071","palevioletred3","0.172"
"ENSG00000115211","1","cogdnotxad","rosmap","ENSG00000115211","ENSG00000115211","steelblue","0.05112"
"ENSG00000135930","1","cogdnotxad","rosmap","ENSG00000135930","ENSG00000135930","sienna3","0.005939"
"ENSG00000158417","1","cogdnotxad","rosmap","ENSG00000158417","ENSG00000158417","darkred","1"
"ENSG00000138080","1","cogdnotxad","rosmap","ENSG00000138080","ENSG00000138080","magenta","1.356e-05"
"ENSG00000143924","1","cogdnotxad","rosmap","ENSG00000143924","ENSG00000143924","thistle2","0.9925"
"ENSG00000135638","1","cogdnotxad","rosmap","ENSG00000135638","ENSG00000135638","darkorange","0.7711"
"ENSG00000163064","1","cogdnotxad","rosmap","ENSG00000163064","ENSG00000163064","void","1"
"ENSG00000116016","1","cogdnotxad","rosmap","ENSG00000116016","ENSG00000116016","salmon4","9.573e-06"
"ENSG00000115109","1","cogdnotxad","rosmap","ENSG00000115109","ENSG00000115109","darkorange2","0.001981"
"ENSG00000135999","1","cogdnotxad","rosmap","ENSG00000135999","ENSG00000135999","salmon","2.443e-07"
"ENSG00000116106","1","cogdnotxad","rosmap","ENSG00000116106","ENSG00000116106","midnightblue","0.054"
"ENSG00000178568","1","cogdnotxad","rosmap","ENSG00000178568","ENSG00000178568","lavenderblush3","0.0507"
"ENSG00000163161","1","cogdnotxad","rosmap","ENSG00000163161","ENSG00000163161","blue","0.9971"
"ENSG00000136541","1","cogdnotxad","rosmap","ENSG00000136541","ENSG00000136541","purple","0.09035"
"ENSG00000144488","1","cogdnotxad","rosmap","ENSG00000144488","ENSG00000144488","void","1"
"ENSG00000143971","1","cogdnotxad","rosmap","ENSG00000143971","ENSG00000143971","blue","0.9971"
"ENSG00000174279","1","cogdnotxad","rosmap","ENSG00000174279","ENSG00000174279","void","1"
"ENSG00000144036","1","cogdnotxad","rosmap","ENSG00000144036","ENSG00000144036","darkorange2","0.001981"
"ENSG00000163586","1","cogdnotxad","rosmap","ENSG00000163586","ENSG00000163586","void","1"
"ENSG00000115042","1","cogdnotxad","rosmap","ENSG00000115042","ENSG00000115042","orange","0.9852"
"ENSG00000144199","1","cogdnotxad","rosmap","ENSG00000144199","ENSG00000144199","turquoise","1"
"ENSG00000184731","1","cogdnotxad","rosmap","ENSG00000184731","ENSG00000184731","black","2.599e-11"
"FAM119A","1","cogdnotxad","rosmap","FAM119A","FAM119A","void","1"
"FAM123C","1","cogdnotxad","rosmap","FAM123C","FAM123C","void","1"
"ENSG00000124019","1","cogdnotxad","rosmap","ENSG00000124019","ENSG00000124019","skyblue","3.291e-06"
"ENSG00000155744","1","cogdnotxad","rosmap","ENSG00000155744","ENSG00000155744","grey60","1"
"FAM128A","1","cogdnotxad","rosmap","FAM128A","FAM128A","void","1"
"FAM128B","1","cogdnotxad","rosmap","FAM128B","FAM128B","void","1"
"FAM130A2","1","cogdnotxad","rosmap","FAM130A2","FAM130A2","void","1"
"ENSG00000144567","1","cogdnotxad","rosmap","ENSG00000144567","ENSG00000144567","lightsteelblue1","0.02599"
"ENSG00000035141","1","cogdnotxad","rosmap","ENSG00000035141","ENSG00000035141","cyan","0.7456"
"ENSG00000189292","1","cogdnotxad","rosmap","ENSG00000189292","ENSG00000189292","magenta","1.356e-05"
"ENSG00000170264","1","cogdnotxad","rosmap","ENSG00000170264","ENSG00000170264","honeydew1","1"
"ENSG00000152102","1","cogdnotxad","rosmap","ENSG00000152102","ENSG00000152102","salmon","2.443e-07"
"ENSG00000144369","1","cogdnotxad","rosmap","ENSG00000144369","ENSG00000144369","ivory","5.414e-07"
"FAM176A","1","cogdnotxad","rosmap","FAM176A","FAM176A","void","1"
"ENSG00000197872","1","cogdnotxad","rosmap","ENSG00000197872","ENSG00000197872","greenyellow","0.2597"
"FAM82A1","1","cogdnotxad","rosmap","FAM82A1","FAM82A1","void","1"
"ENSG00000162981","1","cogdnotxad","rosmap","ENSG00000162981","ENSG00000162981","darkgreen","0.9493"
"ENSG00000119812","1","cogdnotxad","rosmap","ENSG00000119812","ENSG00000119812","green","0.003341"
"ENSG00000078098","1","cogdnotxad","rosmap","ENSG00000078098","ENSG00000078098","brown","1"
"ENSG00000006607","1","cogdnotxad","rosmap","ENSG00000006607","ENSG00000006607","orange","0.9852"
"ENSG00000116120","1","cogdnotxad","rosmap","ENSG00000116120","ENSG00000116120","blue","0.9971"
"ENSG00000138399","1","cogdnotxad","rosmap","ENSG00000138399","ENSG00000138399","brown","1"
"ENSG00000118246","1","cogdnotxad","rosmap","ENSG00000118246","ENSG00000118246","black","2.599e-11"
"ENSG00000144152","1","cogdnotxad","rosmap","ENSG00000144152","ENSG00000144152","lavenderblush3","0.0507"
"ENSG00000138081","1","cogdnotxad","rosmap","ENSG00000138081","ENSG00000138081","thistle1","0.003231"
"ENSG00000153832","1","cogdnotxad","rosmap","ENSG00000153832","ENSG00000153832","darkorange2","0.001981"
"ENSG00000163013","1","cogdnotxad","rosmap","ENSG00000163013","ENSG00000163013","red","0.004044"
"ENSG00000204923","1","cogdnotxad","rosmap","ENSG00000204923","ENSG00000204923","darkturquoise","0.3335"
"ENSG00000249715","1","cogdnotxad","rosmap","ENSG00000249715","ENSG00000249715","thistle2","0.9925"
"ENSG00000163497","1","cogdnotxad","rosmap","ENSG00000163497","ENSG00000163497","lightgreen","0.8457"
"ENSG00000171055","1","cogdnotxad","rosmap","ENSG00000171055","ENSG00000171055","thistle1","0.003231"
"ENSG00000115641","1","cogdnotxad","rosmap","ENSG00000115641","ENSG00000115641","sienna3","0.005939"
"ENSG00000183733","1","cogdnotxad","rosmap","ENSG00000183733","ENSG00000183733","void","1"
"ENSG00000182263","1","cogdnotxad","rosmap","ENSG00000182263","ENSG00000182263","yellow","0.9861"
"ENSG00000119782","1","cogdnotxad","rosmap","ENSG00000119782","ENSG00000119782","darkmagenta","0.1144"
"ENSG00000079150","1","cogdnotxad","rosmap","ENSG00000079150","ENSG00000079150","white","0.3026"
"FLJ20160","1","cogdnotxad","rosmap","FLJ20160","FLJ20160","void","1"
"FLJ20309","1","cogdnotxad","rosmap","FLJ20309","FLJ20309","void","1"
"FLJ20628","1","cogdnotxad","rosmap","FLJ20628","FLJ20628","void","1"
"FLJ30851","1","cogdnotxad","rosmap","FLJ30851","FLJ30851","void","1"
"FLJ33590","1","cogdnotxad","rosmap","FLJ33590","FLJ33590","void","1"
"FLJ43987","1","cogdnotxad","rosmap","FLJ43987","FLJ43987","void","1"
"FLJ44048","1","cogdnotxad","rosmap","FLJ44048","FLJ44048","void","1"
"FLJ46838","1","cogdnotxad","rosmap","FLJ46838","FLJ46838","void","1"
"ENSG00000157827","1","cogdnotxad","rosmap","ENSG00000157827","ENSG00000157827","pink","4.708e-05"
"ENSG00000115414","1","cogdnotxad","rosmap","ENSG00000115414","ENSG00000115414","skyblue","3.291e-06"
"ENSG00000115226","1","cogdnotxad","rosmap","ENSG00000115226","ENSG00000115226","magenta","1.356e-05"
"ENSG00000075426","1","cogdnotxad","rosmap","ENSG00000075426","ENSG00000075426","black","2.599e-11"
"ENSG00000184492","1","cogdnotxad","rosmap","ENSG00000184492","ENSG00000184492","void","1"
"ENSG00000170802","1","cogdnotxad","rosmap","ENSG00000170802","ENSG00000170802","pink","4.708e-05"
"ENSG00000162998","1","cogdnotxad","rosmap","ENSG00000162998","ENSG00000162998","skyblue","3.291e-06"
"ENSG00000170820","1","cogdnotxad","rosmap","ENSG00000170820","ENSG00000170820","void","1"
"ENSG00000163251","1","cogdnotxad","rosmap","ENSG00000163251","ENSG00000163251","black","2.599e-11"
"ENSG00000155760","1","cogdnotxad","rosmap","ENSG00000155760","ENSG00000155760","ivory","5.414e-07"
"ENSG00000262563","1","cogdnotxad","rosmap","ENSG00000262563","ENSG00000262563","void","1"
"ENSG00000128683","1","cogdnotxad","rosmap","ENSG00000128683","ENSG00000128683","lavenderblush3","0.0507"
"ENSG00000154252","1","cogdnotxad","rosmap","ENSG00000154252","ENSG00000154252","void","1"
"ENSG00000143891","1","cogdnotxad","rosmap","ENSG00000143891","ENSG00000143891","brown","1"
"ENSG00000144278","1","cogdnotxad","rosmap","ENSG00000144278","ENSG00000144278","thistle2","0.9925"
"ENSG00000158089","1","cogdnotxad","rosmap","ENSG00000158089","ENSG00000158089","brown4","0.5351"
"ENSG00000115339","1","cogdnotxad","rosmap","ENSG00000115339","ENSG00000115339","darkgreen","0.9493"
"ENSG00000136542","1","cogdnotxad","rosmap","ENSG00000136542","ENSG00000136542","void","1"
"ENSG00000168505","1","cogdnotxad","rosmap","ENSG00000168505","ENSG00000168505","void","1"
"ENSG00000115271","1","cogdnotxad","rosmap","ENSG00000115271","ENSG00000115271","royalblue","0.0004978"
"ENSG00000135968","1","cogdnotxad","rosmap","ENSG00000135968","ENSG00000135968","darkred","1"
"ENSG00000115263","1","cogdnotxad","rosmap","ENSG00000115263","ENSG00000115263","void","1"
"ENSG00000084734","1","cogdnotxad","rosmap","ENSG00000084734","ENSG00000084734","magenta","1.356e-05"
"GCS1","1","cogdnotxad","rosmap","GCS1","GCS1","void","1"
"ENSG00000143869","1","cogdnotxad","rosmap","ENSG00000143869","ENSG00000143869","void","1"
"ENSG00000152147","1","cogdnotxad","rosmap","ENSG00000152147","ENSG00000152147","brown","1"
"ENSG00000178295","1","cogdnotxad","rosmap","ENSG00000178295","ENSG00000178295","thistle2","0.9925"
"ENSG00000198380","1","cogdnotxad","rosmap","ENSG00000198380","ENSG00000198380","darkturquoise","0.3335"
"ENSG00000115486","1","cogdnotxad","rosmap","ENSG00000115486","ENSG00000115486","turquoise","1"
"ENSG00000204120","1","cogdnotxad","rosmap","ENSG00000204120","ENSG00000204120","salmon","2.443e-07"
"ENSG00000169605","1","cogdnotxad","rosmap","ENSG00000169605","ENSG00000169605","void","1"
"ENSG00000183607","1","cogdnotxad","rosmap","ENSG00000183607","ENSG00000183607","void","1"
"ENSG00000163521","1","cogdnotxad","rosmap","ENSG00000163521","ENSG00000163521","turquoise","1"
"ENSG00000074047","1","cogdnotxad","rosmap","ENSG00000074047","ENSG00000074047","black","2.599e-11"
"ENSG00000115419","1","cogdnotxad","rosmap","ENSG00000115419","ENSG00000115419","green","0.003341"
"ENSG00000087338","1","cogdnotxad","rosmap","ENSG00000087338","ENSG00000087338","honeydew1","1"
"ENSG00000144591","1","cogdnotxad","rosmap","ENSG00000144591","ENSG00000144591","paleturquoise","1"
"ENSG00000115523","1","cogdnotxad","rosmap","ENSG00000115523","ENSG00000115523","tan","7.401e-07"
"ENSG00000115806","1","cogdnotxad","rosmap","ENSG00000115806","ENSG00000115806","midnightblue","0.054"
"ENSG00000179921","1","cogdnotxad","rosmap","ENSG00000179921","ENSG00000179921","void","1"
"ENSG00000063660","1","cogdnotxad","rosmap","ENSG00000063660","ENSG00000063660","turquoise","1"
"ENSG00000115159","1","cogdnotxad","rosmap","ENSG00000115159","ENSG00000115159","ivory","5.414e-07"
"ENSG00000198522","1","cogdnotxad","rosmap","ENSG00000198522","ENSG00000198522","sienna3","0.005939"
"ENSG00000183671","1","cogdnotxad","rosmap","ENSG00000183671","ENSG00000183671","void","1"
"ENSG00000173567","1","cogdnotxad","rosmap","ENSG00000173567","ENSG00000173567","void","1"
"ENSG00000173302","1","cogdnotxad","rosmap","ENSG00000173302","ENSG00000173302","void","1"
"ENSG00000163328","1","cogdnotxad","rosmap","ENSG00000163328","ENSG00000163328","honeydew1","1"
"ENSG00000144230","1","cogdnotxad","rosmap","ENSG00000144230","ENSG00000144230","darkgrey","0.01056"
"ENSG00000178623","1","cogdnotxad","rosmap","ENSG00000178623","ENSG00000178623","brown","1"
"ENSG00000183840","1","cogdnotxad","rosmap","ENSG00000183840","ENSG00000183840","turquoise","1"
"ENSG00000135973","1","cogdnotxad","rosmap","ENSG00000135973","ENSG00000135973","void","1"
"ENSG00000135898","1","cogdnotxad","rosmap","ENSG00000135898","ENSG00000135898","darkorange","0.7711"
"ENSG00000119737","1","cogdnotxad","rosmap","ENSG00000119737","ENSG00000119737","ivory","5.414e-07"
"ENSG00000115290","1","cogdnotxad","rosmap","ENSG00000115290","ENSG00000115290","floralwhite","0.6928"
"ENSG00000196208","1","cogdnotxad","rosmap","ENSG00000196208","ENSG00000196208","darkturquoise","0.3335"
"ENSG00000134317","1","cogdnotxad","rosmap","ENSG00000134317","ENSG00000134317","darkgreen","0.9493"
"ENSG00000121964","1","cogdnotxad","rosmap","ENSG00000121964","ENSG00000121964","royalblue","0.0004978"
"ENSG00000242441","1","cogdnotxad","rosmap","ENSG00000242441","ENSG00000242441","void","1"
"ENSG00000115207","1","cogdnotxad","rosmap","ENSG00000115207","ENSG00000115207","blue","0.9971"
"ENSG00000119041","1","cogdnotxad","rosmap","ENSG00000119041","ENSG00000119041","plum2","0.003351"
"ENSG00000144366","1","cogdnotxad","rosmap","ENSG00000144366","ENSG00000144366","greenyellow","0.2597"
"ENSG00000136732","1","cogdnotxad","rosmap","ENSG00000136732","ENSG00000136732","tan","7.401e-07"
"ENSG00000162882","1","cogdnotxad","rosmap","ENSG00000162882","ENSG00000162882","lightgreen","0.8457"
"ENSG00000084754","1","cogdnotxad","rosmap","ENSG00000084754","ENSG00000084754","lightcyan","0.8078"
"ENSG00000138029","1","cogdnotxad","rosmap","ENSG00000138029","ENSG00000138029","darkorange2","0.001981"
"ENSG00000128708","1","cogdnotxad","rosmap","ENSG00000128708","ENSG00000128708","mediumpurple3","0.1716"
"ENSG00000068024","1","cogdnotxad","rosmap","ENSG00000068024","ENSG00000068024","darkorange","0.7711"
"ENSG00000115677","1","cogdnotxad","rosmap","ENSG00000115677","ENSG00000115677","salmon","2.443e-07"
"ENSG00000008869","1","cogdnotxad","rosmap","ENSG00000008869","ENSG00000008869","plum1","2.509e-14"
"ENSG00000138411","1","cogdnotxad","rosmap","ENSG00000138411","ENSG00000138411","thistle2","0.9925"
"ENSG00000144485","1","cogdnotxad","rosmap","ENSG00000144485","ENSG00000144485","brown4","0.5351"
"ENSG00000198130","1","cogdnotxad","rosmap","ENSG00000198130","ENSG00000198130","brown","1"
"ENSG00000123485","1","cogdnotxad","rosmap","ENSG00000123485","ENSG00000123485","void","1"
"ENSG00000159399","1","cogdnotxad","rosmap","ENSG00000159399","ENSG00000159399","black","2.599e-11"
"ENSG00000150540","1","cogdnotxad","rosmap","ENSG00000150540","ENSG00000150540","ivory","5.414e-07"
"ENSG00000170144","1","cogdnotxad","rosmap","ENSG00000170144","ENSG00000170144","salmon","2.443e-07"
"ENSG00000143889","1","cogdnotxad","rosmap","ENSG00000143889","ENSG00000143889","salmon","2.443e-07"
"ENSG00000128645","1","cogdnotxad","rosmap","ENSG00000128645","ENSG00000128645","purple","0.09035"
"ENSG00000128710","1","cogdnotxad","rosmap","ENSG00000128710","ENSG00000128710","void","1"
"ENSG00000128713","1","cogdnotxad","rosmap","ENSG00000128713","ENSG00000128713","void","1"
"ENSG00000170178","1","cogdnotxad","rosmap","ENSG00000170178","ENSG00000170178","void","1"
"ENSG00000128714","1","cogdnotxad","rosmap","ENSG00000128714","ENSG00000128714","void","1"
"ENSG00000128652","1","cogdnotxad","rosmap","ENSG00000128652","ENSG00000128652","void","1"
"ENSG00000170166","1","cogdnotxad","rosmap","ENSG00000170166","ENSG00000170166","void","1"
"ENSG00000175879","1","cogdnotxad","rosmap","ENSG00000175879","ENSG00000175879","void","1"
"ENSG00000128709","1","cogdnotxad","rosmap","ENSG00000128709","ENSG00000128709","void","1"
"ENSG00000115756","1","cogdnotxad","rosmap","ENSG00000115756","ENSG00000115756","darkgreen","0.9493"
"HRB","1","cogdnotxad","rosmap","HRB","HRB","void","1"
"ENSG00000118960","1","cogdnotxad","rosmap","ENSG00000118960","ENSG00000118960","brown","1"
"ENSG00000136720","1","cogdnotxad","rosmap","ENSG00000136720","ENSG00000136720","darkorange","0.7711"
"HSPC159","1","cogdnotxad","rosmap","HSPC159","HSPC159","void","1"
"ENSG00000144381","1","cogdnotxad","rosmap","ENSG00000144381","ENSG00000144381","plum2","0.003351"
"ENSG00000115541","1","cogdnotxad","rosmap","ENSG00000115541","ENSG00000115541","plum2","0.003351"
"ENSG00000135914","1","cogdnotxad","rosmap","ENSG00000135914","ENSG00000135914","void","1"
"ENSG00000115317","1","cogdnotxad","rosmap","ENSG00000115317","ENSG00000115317","sienna3","0.005939"
"ENSG00000134330","1","cogdnotxad","rosmap","ENSG00000134330","ENSG00000134330","steelblue","0.05112"
"ENSG00000163596","1","cogdnotxad","rosmap","ENSG00000163596","ENSG00000163596","thistle2","0.9925"
"ENSG00000163600","1","cogdnotxad","rosmap","ENSG00000163600","ENSG00000163600","void","1"
"ENSG00000115738","1","cogdnotxad","rosmap","ENSG00000115738","ENSG00000115738","palevioletred3","0.172"
"ENSG00000138413","1","cogdnotxad","rosmap","ENSG00000138413","ENSG00000138413","plum2","0.003351"
"ENSG00000115267","1","cogdnotxad","rosmap","ENSG00000115267","ENSG00000115267","lightpink4","0.01634"
"ENSG00000138002","1","cogdnotxad","rosmap","ENSG00000138002","ENSG00000138002","orange","0.9852"
"ENSG00000115457","1","cogdnotxad","rosmap","ENSG00000115457","ENSG00000115457","violet","0.322"
"ENSG00000115461","1","cogdnotxad","rosmap","ENSG00000115461","ENSG00000115461","darkgreen","0.9493"
